theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13
-116.986591337733,86.7058327701775,9.11480914289543,51.9914434628026,116.21064498593,85.4679812792711,-2.89941868351227,-51.9914434628027,0,0,0,0,0
-116.730299969766,86.7676900219414,9.05076921177928,51.9914434628026,115.92155545906,85.4916944411804,-2.8582120018529,-51.9914434628026,0,0,0,0,0
-116.76923861391,85.9206678675393,6.7791599045884,51.9914434628027,115.788799806215,85.5359256487385,-2.82340416045936,-51.9914434628026,0,0,0,0,0
-116.724557945983,85.9453541117585,6.76121669922481,51.9914434628026,115.681905766414,85.5057423909178,-2.82706805795995,-51.9914434628027,0,0,0,0,0
-116.654235627017,86.0043807391382,6.72301691678047,51.9914434628027,115.549457609719,85.5251017769362,-2.80444267640836,-51.9914434628027,0,0,0,0,0
-116.635057269394,85.992746175655,6.72645423430163,51.9914434628026,115.509341911497,84.5522617676798,-0.589666473111115,-51.9914434628026,0,0,0,0,0
-116.62493548937,86.042149856825,6.70059097400875,51.9914434628027,115.378241559631,84.5406761453485,-0.581878924801716,-51.9914434628027,0,0,0,0,0
-116.116088834775,85.0380047208602,4.44180163608252,51.9914434628027,114.830234838911,84.4760346599544,-0.556399623652832,-51.9914434628027,0,0,0,0,0
-115.671272167752,85.036212288308,4.38843189839435,51.9914434628027,114.443078196859,84.3414887343443,-0.577976611923259,-51.9914434628026,0,0,0,0,0
-115.567272373209,85.0076814290405,4.38936461335695,51.9914434628027,114.229489731073,84.1922467980882,-0.622615870831906,-51.9914434628026,0,0,0,0,0
-114.698889577964,84.0174942523852,2.08054086924083,51.9914434628026,113.343116229285,83.1404151056861,1.64911960648011,-51.9914434628027,0,0,0,0,0
-114.031098179473,83.9621200270991,2.02465934039373,51.9914434628026,112.645909684622,83.0417258005351,1.68267695058027,-51.9914434628026,0,0,0,0,0
-113.499698003815,83.060001414302,-0.281563372417692,51.9914434628027,112.060743213092,82.0579465627229,3.9543525707976,-51.9914434628026,0,0,0,0,0
-112.636099190245,82.1107467784534,-2.6057147724983,51.9914434628026,111.025246164225,82.07766900124,4.07321244662477,-51.9914434628027,0,0,0,0,0
-111.916163447844,82.1021539193449,-2.68652354372504,51.9914434628026,110.258630766583,81.264664907191,6.42852009439208,-51.9914434628026,0,0,0,0,0
-110.931655642915,81.1290847855984,-5.01461383660134,51.9914434628026,109.264912519455,81.4791475032836,6.60482901191044,-51.9914434628026,0,0,0,0,0
-109.899272439832,81.145483490185,-5.1392153113554,51.9914434628027,107.979730892548,80.7620499949228,9.03145803853333,-51.9914434628026,0,0,0,0,0
-108.802909443822,80.1989543644627,-7.48956199256121,51.9914434628026,106.881468628206,80.5106564113579,10.44342700314,-51.9914434628026,0,0,0,0,0
-107.70742678696,80.1660713354809,-7.60179501944162,51.9914434628027,105.814600611686,80.6893028783471,10.5193226167082,-51.9914434628026,0,0,0,0,0
-107.282188053424,80.1403310737605,-7.64131334879083,51.9914434628026,105.099766086509,80.067263934788,12.9037554171059,-51.9914434628026,0,0,0,0,0
-106.590896863861,79.2287311622179,-9.89618485791923,51.9914434628027,104.350426849037,80.2971408167868,13.0004327634253,-51.9914434628027,0,0,0,0,0
-105.585393944861,79.3388890574935,-9.94340086183587,51.9914434628026,103.378803505981,79.627334426811,15.368123748303,-51.9914434628026,0,0,0,0,0
-104.811576443702,79.4585824681071,-9.99466184166843,51.9914434628027,102.633973180078,79.9086462282008,15.4849952594909,-51.9914434628026,0,0,0,0,0
-103.982241213113,79.6417837302655,-10.0730374681941,51.9914434628026,101.629053571263,80.157535300047,15.5882121344276,-51.9914434628027,0,0,0,0,0
-103.223408029357,78.8597434128688,-12.3934066873973,51.9914434628026,100.8073033228,79.5124285323696,17.9677305249666,-51.9914434628026,0,0,0,0,0
-102.405569940098,79.0810940817505,-12.487288465499,51.9914434628026,99.8969707905804,79.9013690051004,18.1266238212691,-51.9914434628027,0,0,0,0,0
-101.253479432487,79.3785119261352,-12.6131941254796,51.9914434628027,99.1009817063255,80.1687526919222,18.2356161203049,-51.9914434628026,0,0,0,0,0
-99.7778154718906,79.8642885590662,-12.8182691960849,51.9914434628027,97.6142015782873,80.5849462012592,18.4048904480415,-51.9914434628026,0,0,0,0,0
-98.2161539422273,79.4951405909386,-15.3131252908791,51.9914434628026,95.7519805340669,80.4202835853073,20.9736667045022,-51.9914434628026,0,0,0,0,0
-96.7967397690644,80.2808930016651,-15.6393071424853,51.9914434628027,94.5320499684677,81.1629499745328,21.2691365676366,-51.9914434628027,0,0,0,0,0
-95.4068121767133,81.2832912508102,-16.0530388205773,51.9914434628026,92.9834599197356,81.9911714125485,21.5971402853136,-51.9914434628026,0,0,0,0,0
-94.0700244116947,81.3818428434353,-18.7277945833457,51.9914434628026,91.3348107110047,82.164918215014,24.2799416394932,-51.9914434628026,0,0,0,0,0
-92.6606200864828,82.5649584131983,-19.2045328063673,51.9914434628027,90.15051116276,83.2482625997192,24.6973077500358,-51.9914434628026,0,0,0,0,0
-92.0005167343937,83.7075536815492,-19.6623131775418,51.9914434628027,89.3810540101427,84.5700203386497,25.20384857449,-51.9914434628027,0,0,0,0,0
-89.6252920440566,84.2615787003937,-22.4894101147255,51.9914434628027,86.8232513489036,85.1410938473568,27.9998521124758,-51.9914434628026,0,0,0,0,0
-87.9163085200262,85.6164072350123,-23.0180314699216,51.9914434628026,85.5214082478747,86.4279342375916,28.4782424052058,-51.9914434628026,0,0,0,0,0
-86.3725942526857,86.8980215676129,-23.5161822196862,51.9914434628026,84.2000322552609,87.6148098767415,28.9181891770085,-51.9914434628026,0,0,0,0,0
-85.1693648333981,88.1295593583657,-23.9936401494954,51.9914434628027,83.3556052796573,88.696635281319,29.3184797888816,-51.9914434628027,0,0,0,0,0
-84.5189028462423,89.1649514020822,-24.3944771311278,51.9914434628026,82.9694446865456,89.6029080086422,29.653518003208,-51.9914434628027,0,0,0,0,0
-83.6390691667927,90.0406502661324,-24.73330280131,51.9914434628026,82.3469215394021,90.2660311145015,29.8986068400844,-51.9914434628026,0,0,0,0,0
-83.1049334880883,90.6388993894875,-24.9647717429032,51.9914434628026,82.0269813713152,90.6947292352177,30.057063297841,-51.9914434628027,0,0,0,0,0
-82.7125040314182,90.8522437613896,-25.0473281479397,51.9914434628026,81.6703265234824,90.925776501161,30.142475090049,-51.9914434628027,0,0,0,0,0
-82.4483108110622,90.7710117359643,-25.0158933241053,51.9914434628026,81.4051545637295,90.9902272094512,30.1663027307298,-51.9914434628026,0,0,0,0,0
-82.2445972203546,90.5635098726201,-24.9356006687044,51.9914434628026,81.1256541004818,90.9266637323462,30.1428030959319,-51.9914434628027,0,0,0,0,0
-82.3265116354128,90.28496105589,-24.827825719527,51.9914434628027,81.078577731696,90.7004048752695,30.0591613061419,-51.9914434628027,0,0,0,0,0
-82.3630805028504,90.1481209932168,-24.7748825239491,51.9914434628026,81.0903508650703,90.5346722360145,29.9979000564414,-51.9914434628026,0,0,0,0,0
-82.2931261361565,90.0781586243022,-24.7478145106187,51.9914434628026,81.4680866729787,91.2054903156899,27.722666325206,-51.9914434628026,0,0,0,0,0
-82.2547601458561,90.1030133746886,-24.7574306461869,51.9914434628027,80.9129558215948,90.468287089284,29.9733625685733,-51.9914434628026,0,0,0,0,0
-82.1772868147068,90.2374182763867,-24.8094313759963,51.9914434628027,80.744419514345,90.5874095362575,30.0173933847346,-51.9914434628027,0,0,0,0,0
-82.0478937979848,90.4889494209624,-24.9067511899852,51.9914434628027,80.6537706425415,90.7172683707264,30.065394953072,-51.9914434628026,0,0,0,0,0
-81.8334391878592,90.7662865744236,-25.0140648421744,51.9914434628026,80.4150584919225,90.9227458227007,30.1413546614524,-51.9914434628027,0,0,0,0,0
-81.6951112226105,90.9719514100285,-25.093654741658,51.9914434628026,80.169248680105,91.0735642471757,30.1971141868867,-51.9914434628026,0,0,0,0,0
-81.1570769322467,90.3320925230634,-27.3919358596034,51.9914434628026,80.0401279578517,91.2612219486281,30.2665019700542,-51.9914434628026,0,0,0,0,0
-81.1180312061368,90.424660655469,-27.426982887772,51.9914434628027,79.9476892372231,91.3206632635592,30.2884829772309,-51.9914434628027,0,0,0,0,0
-81.0201627803032,90.5232036582972,-27.4642930423389,51.9914434628027,79.8842987029549,91.323214878499,30.2894265724317,-51.9914434628026,0,0,0,0,0
-80.8525799065319,90.6341579344234,-27.5063038435087,51.9914434628026,79.7495156404455,91.3626145665284,30.3039969662371,-51.9914434628026,0,0,0,0,0
-80.7934787217875,90.6593191970686,-27.5158309503808,51.9914434628026,79.687110813253,91.383843609846,30.31184788632,-51.9914434628026,0,0,0,0,0
-80.8461540584211,90.6141196250036,-27.4987165722803,51.9914434628027,79.6692635630825,91.2561471284228,30.2646253853471,-51.9914434628026,0,0,0,0,0
-80.9188033322695,90.4589003538594,-27.4399465262586,51.9914434628026,79.7677881465479,91.0835941737913,30.2008225799981,-51.9914434628026,0,0,0,0,0
-81.1145666666147,90.208109183195,-27.3449958523142,51.9914434628027,79.9348683396647,90.8301038881394,30.1071062948335,-51.9914434628026,0,0,0,0,0
-81.3381824978496,89.9112743800003,-27.2326167231205,51.9914434628026,80.238468919246,90.5391359288142,29.9995499602439,-51.9914434628026,0,0,0,0,0
-81.6844958188619,89.5448399173357,-27.0938843933214,51.9914434628026,80.4680430109671,90.2585627502037,29.8958465240868,-51.9914434628027,0,0,0,0,0
-81.7264763198006,89.206658252618,-26.9658354628267,51.9914434628027,80.5000217020147,90.0043988064016,29.80190864968,-51.9914434628027,0,0,0,0,0
-82.4704381010391,89.6174225529114,-24.5695569241942,51.9914434628026,80.8795217953306,89.5650129147886,29.6395114572416,-51.9914434628027,0,0,0,0,0
-82.7967760097779,89.125739925636,-24.3793028865548,51.9914434628026,81.2603151931716,89.1399408991259,29.4823856628286,-51.9914434628026,0,0,0,0,0
-83.0510711004872,88.5961332582833,-24.1743135464707,51.9914434628026,81.4817484229895,88.5457375718431,29.2626745184818,-51.9914434628026,0,0,0,0,0
-83.8282617386625,87.8403225525692,-23.8815875143561,51.9914434628026,82.2092937650824,87.7516717550864,28.9688608357073,-51.9914434628026,0,0,0,0,0
-84.6609913076482,87.0447572995445,-23.5731240170722,51.9914434628026,83.0147359982032,86.6809485585207,28.5721170976441,-51.9914434628027,0,0,0,0,0
-85.5636400743309,86.0281407039758,-23.1782426170192,51.9914434628026,84.102082420175,85.3981534911948,28.0955550165657,-51.9914434628026,0,0,0,0,0
-86.9632120963673,85.5662017428518,-20.4025302034831,51.9914434628026,85.6941984907462,84.6649650587505,25.2401359099849,-51.9914434628027,0,0,0,0,0
-88.2848789992375,83.8711662148654,-19.7276775595705,51.9914434628026,86.9791181486162,82.8138984354777,24.5302248487485,-51.9914434628027,0,0,0,0,0
-90.2561616184104,82.8616207615432,-16.6997374975391,51.9914434628027,89.0098176829972,81.7160283106494,21.4883410339628,-51.9914434628026,0,0,0,0,0
-92.389597794992,81.7244903080383,-13.5976426267833,51.9914434628026,91.1382249082637,80.5799445018609,18.4028588096232,-51.9914434628026,0,0,0,0,0
-94.741223355661,80.5613759428823,-10.4649832093758,51.9914434628027,93.0734656499858,78.5804524830008,17.5851992622857,-51.9914434628027,0,0,0,0,0
-96.1878532747799,78.8693233573467,-9.74187123384873,51.9914434628027,94.7737882606364,77.7983695123781,14.6024122421751,-51.9914434628026,0,0,0,0,0
-98.3944859494704,78.5065031994471,-6.92901154165804,51.9914434628026,96.8543578002776,77.1827697990266,11.6768537596358,-51.9914434628026,0,0,0,0,0
-100.387845194134,78.3725292180352,-4.21607813193893,51.9914434628026,98.6905318353934,76.8613705565808,8.87167607578323,-51.9914434628026,0,0,0,0,0
-102.564329993147,78.5758346362227,-1.65597937876244,51.9914434628026,100.799565356038,76.7412188572058,6.15425546966244,-51.9914434628027,0,0,0,0,0
-104.098920743241,78.4391352722945,-0.188208411607516,51.9914434628027,102.466852788813,76.8911752459511,3.56043960292469,-51.9914434628026,0,0,0,0,0
-106.054109113046,79.1385442929344,2.48133234780915,51.9914434628027,104.483147144403,76.4867012340559,3.31499571886789,-51.9914434628027,0,0,0,0,0
-108.013682551611,78.9883394853509,2.92311429221127,51.9914434628027,106.519214992687,77.3283861871201,0.64698620000475,-51.9914434628026,0,0,0,0,0
-109.910092027895,79.9865323257855,5.5236181967171,51.9914434628026,108.572083844132,77.4486912640037,0.256699712460286,-51.9914434628026,0,0,0,0,0
-111.202196746395,81.1100164483036,7.95535510460141,51.9914434628026,110.254575317573,78.6795546537995,-2.21951676575097,-51.9914434628027,0,0,0,0,0
-112.62567348036,81.5852230206597,8.06289764475608,51.9914434628027,111.820381477188,79.2478681554988,-2.32606790841241,-51.9914434628026,0,0,0,0,0
-113.274636842326,82.0317239596208,8.00777051717987,51.9914434628027,112.632663984188,79.9470848885886,-2.20458044048249,-51.9914434628027,0,0,0,0,0
-113.977866067771,83.4135093742488,10.1851379809863,51.9914434628027,113.433107089323,81.530199530963,-4.3096957332409,-51.9914434628026,0,0,0,0,0
