theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,frame
105.645364193611,82.9106929746439,-174.193823591271,71.5783875058315,58.1128220431706,-82.3382771575844,-3.38449884782964,-84.5493793270791,0,0,0,0,0
111.867411332898,82.9885023761025,-173.849483897872,72.0410327394841,51.7886867058748,-83.022485169877,-2.69947291125898,-84.9370880326951,0,0,0,0,0
113.406274763248,85.0628973071542,-176.233647606754,72.0938755892717,50.5544960196801,-84.8014362214044,-0.940593133837427,-84.9899922737252,0,0,0,0,0
113.682263292668,84.7491996885365,-176.290917321452,72.0989074657487,50.2815328490641,-84.4071160205121,-0.770816024244748,-84.9876020743744,0,0,0,0,0
114.67295328579,84.9342870450574,-176.340895211087,72.1364731360589,49.2947049199767,-85.75607630796,1.09749599477544,-85.0066795859646,0,0,0,0,0
114.398518470228,84.9721814094339,-176.315796021811,72.1283997879513,49.5203936658226,-85.7122733235017,1.09968367419986,-85.0007785515771,0,0,0,0,0
114.126381704898,84.9457220144676,-176.299510400996,72.1187077590938,49.8061068300115,-85.6885878863884,1.08972147491325,-84.9937098807538,0,0,0,0,0
113.393280379828,84.8718601740559,-176.254846598757,72.0899835441325,50.7276312191024,-85.5854957652628,1.06652616186523,-84.9661126133438,0,0,0,0,0
112.186809926056,84.705537628276,-176.182260819355,72.0337544039917,52.2191558475549,-85.4729788931966,1.00501591309474,-84.910195375635,0,0,0,0,0
110.457003827961,84.5462214835404,-176.062422500123,71.9371470135485,54.0737981602359,-85.5012634649219,0.86957735519857,-84.823756632757,0,0,0,0,0
107.201767608199,83.5482894588901,-174.227452657483,71.7273288685242,57.9195734858668,-84.2533252331327,-1.65646726858701,-84.5790405862964,0,0,0,0,0
95.568515641321,81.4256446396308,-168.367176814517,70.5082634022348,69.3007432915428,-82.3659079524495,-6.40387993597409,-83.2608206807207,0,0,0,0,0
74.6490280330648,78.7956982283878,-157.885770625727,67.6071349764485,90.0873950953908,-80.2180090322546,-14.9683994011197,-78.9028370211227,0,0,0,0,0
52.6196454794299,74.6069691759184,-144.791304743693,61.1350178892945,110.220924531028,-75.8135221879802,-24.2697770482357,-72.7841462502941,0,0,0,0,0
35.463675832537,77.8312417909405,-135.777743187607,55.5202901467308,127.17512216567,-78.688638640005,-31.8814646911787,-66.3350469171011,0,0,0,0,0
14.7534186535949,78.2607593161015,-123.026268742105,48.4876286111448,149.107154169045,-78.2807797737265,-41.7519524523933,-57.1219838565215,0,0,0,0,0
4.57586153451809,79.8923083779477,-113.169555141164,46.0629885558425,159.927878603183,-78.7563925386249,-50.3133936866766,-52.8561413026775,0,0,0,0,0
-4.62824027646754,83.2471515210624,-114.397230442774,41.0546417449448,169.758447654381,-81.8293282030567,-47.1873562338575,-47.8080190944401,0,0,0,0,0
-10.6614727307798,86.334832588039,-121.541286644926,36.3241214469501,176.171372479325,-85.1581212229155,-40.7068638634988,-44.3082336460894,0,0,0,0,0
-11.640567207698,88.2044594829911,-128.377207806186,34.3463978462998,177.471890882273,-87.5396458422367,-34.927559054722,-43.2750238506253,0,0,0,0,0
-13.5930845834972,89.9561198139403,-132.382218807893,32.7483530127299,179.404621565156,-89.8179563229195,-31.7742683606513,-42.2743388742484,0,0,0,0,0
-15.7415249739397,91.4011195958008,-134.790888458162,31.4760758955044,181.888317898547,-91.9151387595579,-28.4480058031451,-41.1286605965446,0,0,0,0,0
-17.8898507173582,92.4612240022089,-138.262797279554,30.0863385722745,183.871487587398,-93.0611734792111,-25.7204808596948,-40.2710689998734,0,0,0,0,0
-19.6295877355451,92.5704004185207,-138.264449710297,29.4503252516716,185.773845573538,-93.2551571014298,-25.6684192238869,-39.6203668062965,0,0,0,0,0
-20.6630817386349,92.4617563333024,-138.269938412214,29.0737200956081,186.817177163934,-93.187772480034,-25.5988417240381,-39.269945038811,0,0,0,0,0
-20.90261544791,92.4691500959358,-138.272624437114,28.9887990664078,187.020428898813,-93.2797131650399,-25.60894629867,-39.2052649464077,0,0,0,0,0
