theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15,frame
-113.73833530512965,21.62359163505028,79.34286386385921,28.29882286208985,123.10861282791724,18.1702241042962,-80.37422041472368,-28.29882286208984,11.640643286368554,4.381388243818039,-2.0810218023482254,1.6865267793502574,0.05832602221520018,0.6962462611057926,2.934291708053893,0
-110.98833530512965,24.37359163505028,80.84286386385921,31.04882286208985,120.35861282791724,20.9202241042962,-81.87422041472368,-31.04882286208984,9.091919600470021,6.0,-1.6512610977397963,2.686526779350258,0.019565748834792288,0.2636547803663255,3.934291708053893,1
-108.23833530512965,27.12359163505028,79.34286386385921,33.79882286208985,117.60861282791724,23.6702241042962,-83.37422041472368,-33.798822862089835,6.341919600470021,6.0,-0.6512610977397961,1.6865267793502576,-0.9804342511652079,-0.16378458729429413,4.934291708053893,2
-105.48833530512965,29.87359163505028,77.84286386385921,36.54882286208985,114.85861282791724,25.93626857503471,-84.87422041472368,-36.548822862089835,3.591919600470021,6.0,0.3487389022602041,0.6865267793502574,-1.980434251165208,-0.574299552181985,5.934291708053893,3
-102.73833530512965,32.623591635050275,76.34286386385921,39.29882286208985,112.10861282791724,23.18626857503471,-86.37422041472368,-39.298822862089835,6.341919600470021,6.0,1.3487389022602043,-0.3134732206497428,-2.9804342511652084,-0.9569185822503121,6.934291708053893,4
-99.98833530512965,35.373591635050275,74.84286386385921,42.04882286208985,109.35861282791724,20.43626857503471,-84.87422041472368,-42.048822862089835,9.091919600470021,6.0,2.3487389022602043,-1.313473220649743,-3.9804342511652084,-1.3021771377196463,7.934291708053893,5
-97.23833530512965,38.123591635050275,73.34286386385921,44.79882286208985,106.60861282791724,17.68626857503471,-83.37422041472368,-44.798822862089835,11.841919600470021,6.0,3.3487389022602043,-2.313473220649743,-4.980434251165208,-1.6025852862005856,8.934291708053893,6
-94.48833530512965,40.873591635050275,71.84286386385921,47.54882286208985,103.85861282791724,14.93626857503471,-81.87422041472368,-47.548822862089835,14.591919600470021,6.0,4.348738902260204,-3.313473220649743,-5.980434251165208,-1.8528278332656571,9.934291708053893,7
-91.73833530512965,43.623591635050275,70.34286386385921,50.29882286208985,101.10861282791724,17.4214972490112,-80.37422041472368,-50.298822862089835,17.34191960047002,5.91542882581357,4.643938123773494,-4.313473220649743,-6.980434251165208,-2.0497329174029915,10.934291708053893,8
-88.98833530512965,46.373591635050275,68.84286386385921,53.04882286208985,98.35861282791724,20.1714972490112,-78.87422041472368,-53.048822862089835,20.09191960047002,5.054768861773062,4.555635781301566,-3.855492555488787,-7.980434251165208,-2.192082731196539,11.934291708053893,9
