frame,timestamp_sec,pelvis_x,pelvis_y,pelvis_z,abdomen_x,abdomen_y,abdomen_z,chest_x,chest_y,chest_z,neck_x,neck_y,neck_z,head_x,head_y,head_z,r_shoulder_x,r_shoulder_y,r_shoulder_z,r_upper_arm_x,r_upper_arm_y,r_upper_arm_z,r_forearm_x,r_forearm_y,r_forearm_z,r_wrist_x,r_wrist_y,r_wrist_z,l_shoulder_x,l_shoulder_y,l_shoulder_z,l_upper_arm_x,l_upper_arm_y,l_upper_arm_z,l_forearm_x,l_forearm_y,l_forearm_z,l_wrist_x,l_wrist_y,l_wrist_z,r_thigh_x,r_thigh_y,r_thigh_z,r_shin_x,r_shin_y,r_shin_z,r_foot_x,r_foot_y,r_foot_z,l_thigh_x,l_thigh_y,l_thigh_z,l_shin_x,l_shin_y,l_shin_z,l_foot_x,l_foot_y,l_foot_z
0,1778921880.7956226,0.0,0.0,0.0,0.0,-0.017,0.061,-0.00159491867001323,-0.013065891050270673,0.19244875387005886,0.00043629529263219285,-0.011282286455483403,0.27655400296003785,0.0009191321504548947,-0.009671013178952026,0.29648314411055054,-0.07746269909250175,-0.012925425017847228,0.24445327447220266,-0.13967362670970412,0.009009168028567882,0.23938927010224975,-0.24788289036392772,0.017895075409597276,0.21110750195691458,-0.36647747845240003,0.003838240331460255,0.2228433046014569,0.07669232469725315,-0.013123979766668473,0.2407345090329994,0.13951742526779295,0.008446879625648648,0.23810702676854964,0.24819198558961214,0.018990030391690484,0.212285632329368,0.3663362068643764,0.0007750823467958523,0.2227812812898325,-0.06654035021732241,-0.004999999999999914,-0.024000000000000018,-0.06654035021732241,-0.004999999999999255,-0.20600000000000002,-0.06654035021732241,-0.004999999999998644,-0.386,0.0665403502173223,-0.004999999999999914,-0.024000000000000018,0.0665403502173223,-0.004999999999999255,-0.20600000000000002,0.0665403502173223,-0.004999999999998644,-0.386
1,1778921880.8040125,0.0,0.0,0.0,0.0,-0.017,0.061,-0.00159491867001323,-0.013065891050270673,0.19244875387005886,0.00043629529263219285,-0.011282286455483403,0.27655400296003785,0.0009191321504548947,-0.009671013178952026,0.29648314411055054,-0.07746269909250175,-0.012925425017847228,0.24445327447220266,-0.13967362670970412,0.009009168028567882,0.23938927010224975,-0.24788289036392772,0.017895075409597276,0.21110750195691458,-0.36647747845240003,0.003838240331460255,0.2228433046014569,0.07669232469725315,-0.013123979766668473,0.2407345090329994,0.13951742526779295,0.008446879625648648,0.23810702676854964,0.24819198558961214,0.018990030391690484,0.212285632329368,0.3663362068643764,0.0007750823467958523,0.2227812812898325,-0.06654035021732241,-0.004999999999999914,-0.024000000000000018,-0.06654035021732241,-0.004999999999999255,-0.20600000000000002,-0.06654035021732241,-0.004999999999998644,-0.386,0.0665403502173223,-0.004999999999999914,-0.024000000000000018,0.0665403502173223,-0.004999999999999255,-0.20600000000000002,0.0665403502173223,-0.004999999999998644,-0.386
2,1778921880.8124,0.0,0.0,0.0,0.0,-0.017,0.061,-0.00159491867001323,-0.013065891050270673,0.19244875387005886,0.00043629529263219285,-0.011282286455483403,0.27655400296003785,0.0009191321504548947,-0.009671013178952026,0.29648314411055054,-0.07746269909250175,-0.012925425017847228,0.24445327447220266,-0.13967362670970412,0.009009168028567882,0.23938927010224975,-0.24788289036392772,0.017895075409597276,0.21110750195691458,-0.36647747845240003,0.003838240331460255,0.2228433046014569,0.07669232469725315,-0.013123979766668473,0.2407345090329994,0.13951742526779295,0.008446879625648648,0.23810702676854964,0.24819198558961214,0.018990030391690484,0.212285632329368,0.3663362068643764,0.0007750823467958523,0.2227812812898325,-0.06654035021732241,-0.004999999999999914,-0.024000000000000018,-0.06654035021732241,-0.004999999999999255,-0.20600000000000002,-0.06654035021732241,-0.004999999999998644,-0.386,0.0665403502173223,-0.004999999999999914,-0.024000000000000018,0.0665403502173223,-0.004999999999999255,-0.20600000000000002,0.0665403502173223,-0.004999999999998644,-0.386
3,1778921880.8207877,0.0,0.0,0.0,0.0,-0.017,0.061,-0.00159491867001323,-0.013065891050270673,0.19244875387005886,0.00043629529263219285,-0.011282286455483403,0.27655400296003785,0.0009191321504548947,-0.009671013178952026,0.29648314411055054,-0.07746269909250175,-0.012925425017847228,0.24445327447220266,-0.13967362670970412,0.009009168028567882,0.23938927010224975,-0.24788289036392772,0.017895075409597276,0.21110750195691458,-0.36647747845240003,0.003838240331460255,0.2228433046014569,0.07669232469725315,-0.013123979766668473,0.2407345090329994,0.13951742526779295,0.008446879625648648,0.23810702676854964,0.24819198558961214,0.018990030391690484,0.212285632329368,0.3663362068643764,0.0007750823467958523,0.2227812812898325,-0.06654035021732241,-0.004999999999999914,-0.024000000000000018,-0.06654035021732241,-0.004999999999999255,-0.20600000000000002,-0.06654035021732241,-0.004999999999998644,-0.386,0.0665403502173223,-0.004999999999999914,-0.024000000000000018,0.0665403502173223,-0.004999999999999255,-0.20600000000000002,0.0665403502173223,-0.004999999999998644,-0.386
4,1778921880.8291748,0.0,0.0,0.0,0.0,-0.017,0.061,-0.00159491867001323,-0.013065891050270673,0.19244875387005886,0.00043629529263219285,-0.011282286455483403,0.27655400296003785,0.0009191321504548947,-0.009671013178952026,0.29648314411055054,-0.07746269909250175,-0.012925425017847228,0.24445327447220266,-0.13967362670970412,0.009009168028567882,0.23938927010224975,-0.24788289036392772,0.017895075409597276,0.21110750195691458,-0.36647747845240003,0.003838240331460255,0.2228433046014569,0.07669232469725315,-0.013123979766668473,0.2407345090329994,0.13951742526779295,0.008446879625648648,0.23810702676854964,0.24819198558961214,0.018990030391690484,0.212285632329368,0.3663362068643764,0.0007750823467958523,0.2227812812898325,-0.06654035021732241,-0.004999999999999914,-0.024000000000000018,-0.06654035021732241,-0.004999999999999255,-0.20600000000000002,-0.06654035021732241,-0.004999999999998644,-0.386,0.0665403502173223,-0.004999999999999914,-0.024000000000000018,0.0665403502173223,-0.004999999999999255,-0.20600000000000002,0.0665403502173223,-0.004999999999998644,-0.386
5,1778921880.8375704,0.0,0.0,0.0,0.0,-0.017,0.061,-0.00159491867001323,-0.013065891050270673,0.19244875387005886,0.00043629529263219285,-0.011282286455483403,0.27655400296003785,0.0009191321504548947,-0.009671013178952026,0.29648314411055054,-0.07746269909250175,-0.012925425017847228,0.24445327447220266,-0.13967362670970412,0.009009168028567882,0.23938927010224975,-0.24788289036392772,0.017895075409597276,0.21110750195691458,-0.36647747845240003,0.003838240331460255,0.2228433046014569,0.07669232469725315,-0.013123979766668473,0.2407345090329994,0.13951742526779295,0.008446879625648648,0.23810702676854964,0.24819198558961214,0.018990030391690484,0.212285632329368,0.3663362068643764,0.0007750823467958523,0.2227812812898325,-0.06654035021732241,-0.004999999999999914,-0.024000000000000018,-0.06654035021732241,-0.004999999999999255,-0.20600000000000002,-0.06654035021732241,-0.004999999999998644,-0.386,0.0665403502173223,-0.004999999999999914,-0.024000000000000018,0.0665403502173223,-0.004999999999999255,-0.20600000000000002,0.0665403502173223,-0.004999999999998644,-0.386
6,1778921880.8459642,0.0,0.0,0.0,0.0,-0.017,0.061,-0.00159491867001323,-0.013065891050270673,0.19244875387005886,0.00043629529263219285,-0.011282286455483403,0.27655400296003785,0.0009191321504548947,-0.009671013178952026,0.29648314411055054,-0.07746269909250175,-0.012925425017847228,0.24445327447220266,-0.13967362670970412,0.009009168028567882,0.23938927010224975,-0.24788289036392772,0.017895075409597276,0.21110750195691458,-0.36647747845240003,0.003838240331460255,0.2228433046014569,0.07669232469725315,-0.013123979766668473,0.2407345090329994,0.13951742526779295,0.008446879625648648,0.23810702676854964,0.24819198558961214,0.018990030391690484,0.212285632329368,0.3663362068643764,0.0007750823467958523,0.2227812812898325,-0.06654035021732241,-0.004999999999999914,-0.024000000000000018,-0.06654035021732241,-0.004999999999999255,-0.20600000000000002,-0.06654035021732241,-0.004999999999998644,-0.386,0.0665403502173223,-0.004999999999999914,-0.024000000000000018,0.0665403502173223,-0.004999999999999255,-0.20600000000000002,0.0665403502173223,-0.004999999999998644,-0.386
7,1778921880.8543553,0.0,0.0,0.0,0.0,-0.017,0.061,0.003434287920299297,0.0006577064879312797,0.191281260896762,0.00015834016691717136,0.005830936899462402,0.27520685802556605,-0.0005170762190713869,0.008240307211592343,0.295049709317771,-0.07536344269391775,0.009138505636510127,0.23796534486389959,-0.12949723102636138,0.03242413468838125,0.2132679585184106,-0.2204056162691676,0.0376887732247516,0.14772399179662238,-0.33938859732595184,0.023212269396354922,0.15351027348241542,0.07815221831300542,-0.0036900409390613342,0.24474842811311825,0.14282109251008818,0.011090746438665741,0.23984766333713242,0.25314224561637266,0.004945473911264486,0.2203658435334362,0.35547188916031336,-0.022570885668162052,0.2766818626369357,-0.06654035021732241,-0.004999999999999914,-0.024000000000000018,-0.06654035021732241,-0.004999999999999255,-0.20600000000000002,-0.06654035021732241,-0.004999999999998644,-0.386,0.0665403502173223,-0.004999999999999914,-0.024000000000000018,0.0665403502173223,-0.004999999999999255,-0.20600000000000002,0.0665403502173223,-0.004999999999998644,-0.386
8,1778921880.862745,0.0,0.0,0.0,0.0,-0.017,0.061,0.003434287920299297,0.0006577064879312797,0.191281260896762,0.00015834016691717136,0.005830936899462402,0.27520685802556605,-0.0005170762190713869,0.008240307211592343,0.295049709317771,-0.07536344269391775,0.009138505636510127,0.23796534486389959,-0.12949723102636138,0.03242413468838125,0.2132679585184106,-0.2204056162691676,0.0376887732247516,0.14772399179662238,-0.33938859732595184,0.023212269396354922,0.15351027348241542,0.07815221831300542,-0.0036900409390613342,0.24474842811311825,0.14282109251008818,0.011090746438665741,0.23984766333713242,0.25314224561637266,0.004945473911264486,0.2203658435334362,0.35547188916031336,-0.022570885668162052,0.2766818626369357,-0.06654035021732241,-0.004999999999999914,-0.024000000000000018,-0.06654035021732241,-0.004999999999999255,-0.20600000000000002,-0.06654035021732241,-0.004999999999998644,-0.386,0.0665403502173223,-0.004999999999999914,-0.024000000000000018,0.0665403502173223,-0.004999999999999255,-0.20600000000000002,0.0665403502173223,-0.004999999999998644,-0.386
9,1778921880.8711364,0.0,0.0,0.0,0.0,-0.017,0.061,0.003434287920299297,0.0006577064879312797,0.191281260896762,0.00015834016691717136,0.005830936899462402,0.27520685802556605,-0.0005170762190713869,0.008240307211592343,0.295049709317771,-0.07536344269391775,0.009138505636510127,0.23796534486389959,-0.12949723102636138,0.03242413468838125,0.2132679585184106,-0.2204056162691676,0.0376887732247516,0.14772399179662238,-0.33938859732595184,0.023212269396354922,0.15351027348241542,0.07815221831300542,-0.0036900409390613342,0.24474842811311825,0.14282109251008818,0.011090746438665741,0.23984766333713242,0.25314224561637266,0.004945473911264486,0.2203658435334362,0.35547188916031336,-0.022570885668162052,0.2766818626369357,-0.06654035021732241,-0.004999999999999914,-0.024000000000000018,-0.06654035021732241,-0.004999999999999255,-0.20600000000000002,-0.06654035021732241,-0.004999999999998644,-0.386,0.0665403502173223,-0.004999999999999914,-0.024000000000000018,0.0665403502173223,-0.004999999999999255,-0.20600000000000002,0.0665403502173223,-0.004999999999998644,-0.386
10,1778921880.879527,0.0,0.0,0.0,0.0,-0.017,0.061,0.003434287920299297,0.0006577064879312797,0.191281260896762,0.00015834016691717136,0.005830936899462402,0.27520685802556605,-0.0005170762190713869,0.008240307211592343,0.295049709317771,-0.07536344269391775,0.009138505636510127,0.23796534486389959,-0.12949723102636138,0.03242413468838125,0.2132679585184106,-0.2204056162691676,0.0376887732247516,0.14772399179662238,-0.33938859732595184,0.023212269396354922,0.15351027348241542,0.07815221831300542,-0.0036900409390613342,0.24474842811311825,0.14282109251008818,0.011090746438665741,0.23984766333713242,0.25314224561637266,0.004945473911264486,0.2203658435334362,0.35547188916031336,-0.022570885668162052,0.2766818626369357,-0.06654035021732241,-0.004999999999999914,-0.024000000000000018,-0.06654035021732241,-0.004999999999999255,-0.20600000000000002,-0.06654035021732241,-0.004999999999998644,-0.386,0.0665403502173223,-0.004999999999999914,-0.024000000000000018,0.0665403502173223,-0.004999999999999255,-0.20600000000000002,0.0665403502173223,-0.004999999999998644,-0.386
11,1778921880.8879168,0.0,0.0,0.0,0.0,-0.017,0.061,0.003434287920299297,0.0006577064879312797,0.191281260896762,0.00015834016691717136,0.005830936899462402,0.27520685802556605,-0.0005170762190713869,0.008240307211592343,0.295049709317771,-0.07536344269391775,0.009138505636510127,0.23796534486389959,-0.12949723102636138,0.03242413468838125,0.2132679585184106,-0.2204056162691676,0.0376887732247516,0.14772399179662238,-0.33938859732595184,0.023212269396354922,0.15351027348241542,0.07815221831300542,-0.0036900409390613342,0.24474842811311825,0.14282109251008818,0.011090746438665741,0.23984766333713242,0.25314224561637266,0.004945473911264486,0.2203658435334362,0.35547188916031336,-0.022570885668162052,0.2766818626369357,-0.06654035021732241,-0.004999999999999914,-0.024000000000000018,-0.06654035021732241,-0.004999999999999255,-0.20600000000000002,-0.06654035021732241,-0.004999999999998644,-0.386,0.0665403502173223,-0.004999999999999914,-0.024000000000000018,0.0665403502173223,-0.004999999999999255,-0.20600000000000002,0.0665403502173223,-0.004999999999998644,-0.386
12,1778921880.8962886,0.0,0.0,0.0,0.0,-0.017,0.061,0.003434287920299297,0.0006577064879312797,0.191281260896762,0.00015834016691717136,0.005830936899462402,0.27520685802556605,-0.0005170762190713869,0.008240307211592343,0.295049709317771,-0.07536344269391775,0.009138505636510127,0.23796534486389959,-0.12949723102636138,0.03242413468838125,0.2132679585184106,-0.2204056162691676,0.0376887732247516,0.14772399179662238,-0.33938859732595184,0.023212269396354922,0.15351027348241542,0.07815221831300542,-0.0036900409390613342,0.24474842811311825,0.14282109251008818,0.011090746438665741,0.23984766333713242,0.25314224561637266,0.004945473911264486,0.2203658435334362,0.35547188916031336,-0.022570885668162052,0.2766818626369357,-0.06654035021732241,-0.004999999999999914,-0.024000000000000018,-0.06654035021732241,-0.004999999999999255,-0.20600000000000002,-0.06654035021732241,-0.004999999999998644,-0.386,0.0665403502173223,-0.004999999999999914,-0.024000000000000018,0.0665403502173223,-0.004999999999999255,-0.20600000000000002,0.0665403502173223,-0.004999999999998644,-0.386
13,1778921880.904682,0.0,0.0,0.0,0.0,-0.017,0.061,0.00475142090553951,0.014208041110107109,0.1886725422408118,0.0009548263633821432,0.0310256172733141,0.2710360960851986,0.0002781356590810923,0.03616111053226366,0.29035367353885444,-0.07334104035323649,0.036820079754633056,0.23169199368879106,-0.11812554093821614,0.050090964347674835,0.1933103131689386,-0.18941549096731006,0.023986977177601405,0.11070046279579038,-0.30689522853884577,0.005847056901140329,0.1271155336907564,0.07793323890826173,0.00967107592131898,0.24420854372356332,0.14119072284041181,0.012248199261959691,0.22791282309230815,0.24311861764385803,-0.019825373881937045,0.19370679048516848,0.3326492831319703,-0.04846204186320835,0.268300363828897,-0.06654035021732241,-0.004999999999999914,-0.024000000000000018,-0.06654035021732241,-0.004999999999999255,-0.20600000000000002,-0.06654035021732241,-0.004999999999998644,-0.386,0.0665403502173223,-0.004999999999999914,-0.024000000000000018,0.0665403502173223,-0.004999999999999255,-0.20600000000000002,0.0665403502173223,-0.004999999999998644,-0.386
14,1778921880.9130695,0.0,0.0,0.0,0.0,-0.017,0.061,0.00475142090553951,0.014208041110107109,0.1886725422408118,0.0009548263633821432,0.0310256172733141,0.2710360960851986,0.0002781356590810923,0.03616111053226366,0.29035367353885444,-0.07334104035323649,0.036820079754633056,0.23169199368879106,-0.11812554093821614,0.050090964347674835,0.1933103131689386,-0.18941549096731006,0.023986977177601405,0.11070046279579038,-0.30689522853884577,0.005847056901140329,0.1271155336907564,0.07793323890826173,0.00967107592131898,0.24420854372356332,0.14119072284041181,0.012248199261959691,0.22791282309230815,0.24311861764385803,-0.019825373881937045,0.19370679048516848,0.3326492831319703,-0.04846204186320835,0.268300363828897,-0.06654035021732241,-0.004999999999999914,-0.024000000000000018,-0.06654035021732241,-0.004999999999999255,-0.20600000000000002,-0.06654035021732241,-0.004999999999998644,-0.386,0.0665403502173223,-0.004999999999999914,-0.024000000000000018,0.0665403502173223,-0.004999999999999255,-0.20600000000000002,0.0665403502173223,-0.004999999999998644,-0.386
