theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15,theta16,theta17,theta18,theta19,theta20,theta21,frame
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4582631647081017,-78.13718313739083,62.447220989701506,-163.98900532550527,66.23376017352156,0.0,-0.7657116476252307,8.415801690191099,-0.2932409918838334,77.97642429707122,-63.087884585450844,160.0790040898628,-66.04610743883772,0.0,1.1283929005027074,8.630717488100835,1.864207337095981,11.406632525552991,-0.6452327923268448,0.0,0.0,0.0
-0.11622687450687404,-80.18518291278377,61.27889523506737,-164.20019714515098,63.38081310497297,0.0,-0.8983799535253144,7.75778180675884,0.24646401446617805,79.06919396784134,-62.48740420136242,158.65123272206267,-62.86041196709519,0.0,1.3472642897644738,8.018620998115555,1.9327277999372166,15.371936190721485,-0.6889451202728033,0.0,0.0,1.0
-0.0930607804926816,-73.40989014601494,61.86343726292101,-169.27516764648672,63.92925797029709,0.0,-0.3387479815137314,7.863691849345977,0.384071302065896,74.14248869288154,-62.43697166872423,164.28260466781194,-63.254609597624246,0.0,0.8573903845510505,7.991545734873883,1.9582919241907264,15.265321442101758,-0.6462204316311092,0.0,0.0,2.0
-0.333468084691711,-69.46082781147432,61.677845514992576,-171.0061038732723,63.35942637332966,0.0,-0.1510770314073212,7.66249299843239,0.7194308155491718,69.81204652660084,-62.16478838717664,166.41968459760994,-62.63019468364907,0.0,0.6522200425101136,7.754077875304604,1.954035187710514,15.209233399191548,-0.6301263803536022,0.0,0.0,3.0
-0.35800503235687936,-69.83877869039853,61.837585317194275,-170.5827113750766,63.054183005542406,0.0,-0.18927433640730956,7.638054564047644,0.7635501556886045,69.9305131367171,-62.186150351807086,166.28552008246962,-62.30546835686902,0.0,0.667686935770723,7.701547149273207,1.8912569519703812,15.331108061646802,-0.5976796389601366,0.0,0.0,4.0
-0.41394564236103254,-67.66944363890111,61.90400771616479,-170.3005669241983,62.66934807893315,0.0,-0.17632801035206844,7.5396481295386435,0.8389069391102678,69.9466933447236,-62.02641432068485,166.25102322459313,-61.886541359252966,0.0,0.6840686648948375,7.600076827887373,1.8495338848149738,15.574026658122692,-0.5666633259697227,0.0,0.0,5.0
-0.37842060118817994,-67.88623774301267,61.999683656982036,-170.06151691888672,62.54935324692158,0.0,-0.19257891478356423,7.542169528676583,0.7932353317602436,67.7365465319176,-62.306050170280734,166.04246914052874,-61.74523140084885,0.0,0.6378824857290246,7.593162884271592,1.827029020704198,15.774436906515062,-0.543190673703668,0.0,0.0,6.0
-0.35670689620818036,-68.07254583756924,61.91845601605533,-169.8458494319028,62.32970568229125,0.0,-0.21248537458058445,7.498452740407536,0.7509058213484714,67.86397712772899,-62.25223092224615,165.89855181540554,-61.55001917472268,0.0,0.648000371077711,7.560865188770617,1.9008830798228868,15.956638874280618,-0.5283033584615948,0.0,0.0,7.0
-0.3094954280458622,-65.81712650156341,62.10175362083218,-169.6764336037018,62.22442191270291,0.0,-0.1774462199079864,7.475449489916837,0.685373144469961,67.82105666686405,-62.276439245951934,165.9589437208498,-61.48861332792191,0.0,0.6336980497755189,7.563735895500716,1.9305531356397903,16.097010490070655,-0.4981751118737647,0.0,0.0,8.0
