J17_X,J17_Z-105,J17_Y,-J19_Y+90,-J21_X,-J21_Y,J21_Z,J16_X,J16_Z+105,J16_Y,J18_Y+90,J20_X,J20_Y,J20_Z
-29.008905553724837,-37.25346245868552,45.37847559984511,63.62391736265724,4.076817007022363,-2.9377833895812016,-2.682067536473433,-8.009298854826392,30.829566577363238,-19.62228950010252,63.35870522013958,-2.613563976268075,-2.40352595343317,4.111803608032143
-31.52269105378271,-39.96407305774032,48.776476367849114,64.17954936653466,1.971890707315279,-2.7164167969521946,-5.099322206725126,-3.262676259611153,31.08100268596945,-14.313199976996296,67.49135525292917,-1.6856900595154545,-2.4468442223666758,4.905772016332683
-32.14962013364698,-40.70463037210533,49.035799206440466,61.2859547686066,1.4999506563394256,-3.1660077403795754,-5.370421843627979,1.3848521727067484,30.601283690486426,-8.843999015952033,68.57353294189176,-0.4961297136546437,-2.5220054172318145,4.393318067293963
-33.54513899471535,-42.880467148953656,50.12355307918688,55.823986214753084,1.8526188119087188,-3.6934013506492325,-5.687920619521613,7.192445759268789,30.262822242187752,-2.4727271328773788,67.77995441269331,0.09153504951674472,-2.6413717130328447,3.8588693167849373
-36.66093440565075,-48.09869116528881,53.04754370524629,52.760029589954534,2.1586335240684194,-3.961957927991163,-6.395878948320952,14.649494556811444,29.575422565225395,5.053122531746079,66.37104746470462,0.32070666712877577,-2.8263536132237754,3.263424320630097
-38.29334669721982,-54.94563533443907,53.982529805576746,54.575448685198985,1.5564869619444137,-3.921627014608256,-6.4886563228589,20.952382035291976,28.962766476835355,10.48006378313634,65.57038128319239,1.0989664326848718,-2.903711398174737,2.3458437784309294
-38.95812487191653,-61.54102612813607,53.59394643898474,58.230667009007846,0.7536023933398535,-3.7009351319229262,-6.274132443765057,27.330456287776105,28.37866665548026,16.30155188323391,65.4081467233431,1.8355436529545808,-2.8970833447000843,1.4233725569944156
-38.80372579666599,-69.56086975087601,52.058503381443884,64.87014485888506,-0.8341910001716006,-3.285414092018709,-5.511878140150119,33.376049321374126,28.1563540656867,21.886330127324744,66.70777267423603,2.8282108514365367,-2.7583917203957298,0.4477214406918008
-38.4395197976423,-75.91788189886334,50.53755840303469,70.663313008915,-2.438907022227376,-2.8725308946625554,-4.529236398711887,36.13919056794196,27.7899214516233,24.01816818657756,67.11479690784435,3.546137510095572,-2.6650734051280844,-0.376428073540514
-38.34231867817652,-80.1692691261308,49.67848652321456,74.7538395552493,-3.956509670458833,-2.4312735603340525,-3.7693226344814232,38.05350447479959,27.228313966348182,25.542813380224516,67.1056269861574,3.945617192816751,-2.590972979905392,-0.9963350953204854
-37.87867885061567,-82.64001627418472,48.405170272641605,75.67697998521989,-4.9770790616784835,-2.391539628366383,-3.1862332520552368,39.96223910125988,26.98888009495616,27.480603540007543,67.29264134558753,4.3064025135985196,-2.6676988770372727,-1.5157684753377856
-37.558297775251326,-85.06804297779642,47.158317327384204,77.37549917712099,-5.9026055454792905,-2.2850056659182725,-2.7824874663384973,41.57888891771912,26.875899091167483,29.1730664590374,67.7587630117012,4.454871581360202,-2.649043765572649,-1.9340994631281836
-37.16739122908374,-86.650139154359,46.0986249497387,78.19952491019046,-6.727715876303057,-2.251614679313398,-2.3674469768618662,42.85829714117326,27.160805871382777,30.722869356237997,67.91630595927225,4.5130141035798665,-2.7393141539355437,-2.381407969693641
-36.71558166871254,-86.69724666604273,45.51929180947241,77.42739533452259,-7.307479596096345,-2.3759665258694076,-1.891097863575889,43.22069344179327,27.396389445709133,31.26388518197701,67.87787992867418,4.515239070880477,-2.768983242125506,-2.659491175634392
-36.49317005703947,-86.16100367179854,45.502226036490924,76.46853691952685,-7.7955933667366235,-2.435446767666562,-1.5699557197207343,42.94781966444915,27.53749110007915,31.06955298211158,67.99431974829915,4.517796063468473,-2.793320170311492,-2.8731885175987526
-36.09453940826068,-85.49724821352046,45.12852863279175,75.24919081814615,-8.204940359375081,-2.507647035152552,-1.1674780936092681,41.360922475412714,27.714070818647613,29.4824990580384,68.0825196803782,4.609008232354376,-2.8363067348668545,-2.998445295722417
-35.9742842866098,-86.01824696538083,44.54959296350585,76.57729240892702,-8.87971085974763,-2.272878027703946,-1.0118448593253122,39.532374161433225,27.542617041673964,27.2966573043328,67.45000401770581,4.633605236267621,-2.888689692131794,-2.9850537149738376
-35.976083204466605,-85.01489056897815,44.99011850496869,76.10269141260756,-9.181779569115063,-2.2594481283495718,-1.0683914860946497,36.704748358465466,27.418293988249772,24.295579711117277,67.12014302963965,4.670317758548559,-2.9503857443688912,-2.858924183086397
