J17_X,J17_Z-105,J17_Y,-J19_Y+90,-J21_X,-J21_Y,J21_Z,J16_X,J16_Z+105,J16_Y,J18_Y+90,J20_X,J20_Y,J20_Z
26.02409045260995,-13.655764381043056,-12.861717032004961,56.277603715315294,-0.9804007735948221,-2.50728406292344,-2.154594668250981,-158.57069637636346,192.49415898359507,-171.7505505356552,37.42306277291678,-5.119682740587686,-4.51864468709003,2.4338538561748466
25.679435267076855,-15.852374392730198,-11.033291359851352,59.133750514587504,-3.7501986735134336,-3.6275907902396143,-3.627096545009691,-157.45536862754955,189.5105037623569,-170.12389634857837,35.04731191485523,-4.2725984260233405,-6.146425575911876,4.298586760138313
23.487250647594905,-19.19675203498545,-7.943042349888786,58.80737402642445,-4.391485954118372,-4.034698044790192,-3.209972129825854,-158.00541211750004,184.70789631511127,-168.90517435731434,24.675031987687007,-5.332229700240517,-7.481378259351967,4.9009891094952165
20.649493261158995,-24.063803406852543,-4.539520181930169,53.851916265150166,-4.944682143012288,-4.641776658722546,-3.303191488793559,-159.6748306360845,179.28902754142956,-168.10967734408166,9.680781616591915,-7.382314001452459,-8.91730453373619,6.233764915178209
18.840661902028017,-29.211393039402523,-0.4139568771911321,46.979701201922644,-5.120339993647848,-5.56851641700332,-2.7182968037785953,-160.38267690863006,175.66009394689286,-165.15586332382114,-3.8998858153978233,-9.125317327446059,-9.830181982577576,7.419343691483128
17.34651665901885,-34.84538060013513,4.974055341328496,38.909963890741615,-4.764430922233483,-6.855218580926967,-1.3750305309603181,-160.53712636548616,172.40062500330163,-160.05493007312162,-13.510671286615874,-10.284050012365269,-10.314003638396022,8.421114018798765
16.225989938730187,-40.92300139196986,9.255069482398456,29.993917419177535,-4.0956966803900645,-8.180297231513787,-0.1972479586540092,-159.18159731709738,168.77392831012705,-151.32489217207183,-18.987208464002407,-10.247111379326006,-10.244213689632653,9.655501966346566
13.02895847739417,-46.06954909042157,15.396224549633708,21.407218098457435,-3.3258055743508246,-9.66218420130132,0.6319048785898532,-160.3834708756276,165.50353867400736,-146.6345671590522,-22.820260118448246,-9.841627073978216,-10.264529438866248,11.047997456804222
9.564486930699474,-50.2050976670904,20.983177170158335,14.824982477510105,-2.7682761474044733,-10.822535819740107,1.327172091313867,-162.02558748446307,161.49905508783206,-143.09911113361716,-24.38436540175489,-8.773869400303427,-10.258719934066225,12.036598131072315
7.8467135952333456,-51.75985024728857,24.592115352789914,10.176970621311312,-2.3450103936806572,-11.5479570669809,1.8144572306696303,-160.9454020875733,160.763442015129,-136.2944358164839,-25.966281224963723,-7.846462220547957,-9.866502072858081,13.551041296463815
