theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15,theta16,theta17,theta18,theta19,theta20,theta21,frame
5.195541767181579,-14.821394979359788,8.847257525914097,90.25319690940364,64.96541584795534,-0.8043319800076266,-0.20848291148719236,-1.641387686575291,-5.95637446807587,15.142901388916107,-9.640363454458438,-83.25840540565433,-66.85473557059387,0.408725961719887,-0.22426903280430088,-2.0413848441132805,0.4895537446356096,7.5550388921832825,-0.025991187333671208,0,0,0
4.281419984518337,-16.368975003842138,7.592739687191053,92.64058009851067,63.562158311883394,-5.2758207126260865,-0.13277316674656114,0.3916670901291997,-5.18118855152762,16.618930797761617,-9.697852517397545,-82.41093770163187,-65.36603438494943,5.385269039347284,-0.1965717834463573,-0.23321688519464434,0.5080117586128579,11.586096415118606,-0.3325407349435559,0,0,1
4.567849516891522,-16.508774454254702,7.3905290307010425,92.80819367344377,62.789476723555936,-6.269866481073708,-0.13513414827981268,0.5142252103076366,-5.404116961413551,17.03849968392088,-7.850966211831805,-85.79457092709347,-64.45016150315384,6.36677477397156,-0.1641502786626193,-0.08981634315528651,0.6135007773718602,13.00069684940636,-0.2892966519470306,0,0,2
4.817699544277882,-16.16221088823138,7.634777041670692,93.20064098579905,62.58381867162909,-7.108593450255303,-0.052435768174672555,0.4287651026314743,-5.620859781232388,16.8658914411137,-8.068543515306544,-86.14488769866686,-64.19677795943807,7.192398149508448,-0.20606137512924652,-0.17065041278568563,0.6633675724542807,13.716079764651047,-0.2814848253470085,0,0,3
4.99896593466085,-16.007700830673734,7.691601342258802,93.42172345662155,62.43934612117464,-7.602739013923048,0.006429433750410534,0.36287597207029415,-5.8109823656479245,16.697627129558796,-8.144760012698995,-86.38981247510017,-64.02068846657876,7.675688633358125,-0.2384572335378796,-0.21780952388055955,0.6293718174499381,14.22627139245964,-0.25234575621340805,0,0,4
5.052237568205541,-15.97176846037761,7.751992547641369,93.50178605149937,62.25862510036727,-7.9860033132339625,0.046321036404187936,0.23556328106015004,-5.89161061436581,16.64313257869996,-8.210358054848,-86.50715858156994,-63.81024264818525,8.022045185842067,-0.2461844171486871,-0.32555176603674413,0.5483840697639374,14.389236738492231,-0.2476256759367809,0,0,5
5.183171013934216,-15.724054026659038,7.746272173854814,93.64227612330627,62.30600809020021,-8.200448319906855,0.1191023958258355,0.12309640528680096,-5.99462736940935,16.54944229173777,-8.267318847177654,-86.65016880505684,-63.77628911412058,8.224576842312482,-0.3019823778268121,-0.4171023568673326,0.4371475134716214,14.603002599198838,-0.23008375133808492,0,0,6
5.2611820195395165,-15.499485317583247,7.778932002486944,93.74432996521634,62.34739411358177,-8.33640195893986,0.19149627330235422,0.036074662665824625,-6.054719800613945,16.40400597562995,-8.356265994623433,-86.76247048377644,-63.777004186269146,8.355313433783614,-0.3593496914040641,-0.4853259472495418,0.2884533340359805,14.65080982281934,-0.2112603924504901,0,0,7
5.352635264318225,-15.253142867643396,7.767997839921257,93.83907839054798,62.42168617413891,-8.451231431724699,0.25621659970108723,-0.04095999338245896,-6.069874709721734,16.26648213241199,-8.390572167112863,-86.79738379913644,-63.847702279644146,8.431824837567278,-0.4115571944812614,-0.5622146233213747,0.09981322070706145,14.72717888387229,-0.20234426093967192,0,0,8
5.385468837432123,-15.115463695668804,7.713792710968849,93.84608457546955,62.472714964856834,-8.546510573986573,0.3047746260884012,-0.15038823621562386,-6.050988809779826,16.260427326111895,-8.460650972243185,-86.81457940946648,-63.85097900343673,8.516450721998728,-0.45876203857590436,-0.658825730048142,-0.051562106014150726,14.749607800485663,-0.19712453856699388,0,0,9
5.453558566381157,-14.81187923545424,7.692031265895496,93.91396125091441,62.659843475399086,-8.58258532482338,0.3842817394319505,-0.21256076811230432,-6.08699031000814,16.121316630909735,-8.52913654928526,-86.89119556209224,-63.91147431485679,8.5539900102364,-0.49626648979403515,-0.6891592484953919,-0.17319067819855316,14.746137897148909,-0.1930222301650594,0,0,10
5.524392323829244,-14.522188924140394,7.687641239847565,93.9944038269577,62.84973435218091,-8.607832671423425,0.4396116394555306,-0.25211565838684297,-6.090708494237566,15.963172545529357,-8.651991442221597,-86.9618870765989,-63.992227494402435,8.587381174609545,-0.5278095879382482,-0.7420926559119622,-0.3434672831485262,14.661369120584201,-0.172539944883319,0,0,11
5.569606468587436,-14.237156625071703,7.65840694901299,94.02972012088806,62.99349120022954,-8.627926070849828,0.4759549505204605,-0.2979515759470403,-6.103342209767973,15.816151184332016,-8.786484715436382,-87.04783701876423,-64.03389545089395,8.66198675142475,-0.5362599523914218,-0.7725889350759488,-0.36672786030323085,14.480212378040896,-0.16290315563041727,0,0,12
5.610220054052801,-13.945654236843465,7.687225610766485,94.09460146244054,63.19321162286034,-8.647155783738233,0.5293945449758322,-0.323521017123184,-6.094330202044965,15.74632096424748,-8.905778760787234,-87.10552901880969,-64.12519263289313,8.689848425598383,-0.5712767371656161,-0.8139173855615762,-0.397707974777731,14.399239522418155,-0.16706757568591235,0,0,13
5.560401934907198,-13.864960831390784,7.786655719418924,94.100195930313,63.32991378403683,-8.687322779070335,0.5639110803963918,-0.4051822440258652,-5.998444164494917,15.768680844445138,-9.087322579038318,-87.10307375144876,-64.21456528867907,8.743094800769596,-0.5854242486237294,-0.9009161978144303,-0.4018918657756734,14.269070643671995,-0.18700666052431142,0,0,14
5.611212992803392,-13.538100836376753,7.847050875548129,94.19004769257042,63.48696938573237,-8.69930866966797,0.5912549180972586,-0.40376359248148347,-5.988056300540975,15.675312688565558,-9.219153120275996,-87.16570031617155,-64.29640730435966,8.784628633654112,-0.6130148083842908,-0.9131150580847724,-0.4594644408070555,14.145111123685554,-0.16605096842177283,0,0,15
5.676657304109515,-13.300900977684933,7.904737399357508,94.29174366159597,63.559377436442425,-8.74996377925628,0.5930079008837763,-0.41114285995204686,-5.994252989665468,15.551789584450672,-9.33816616181811,-87.23889848245446,-64.37184172582822,8.835539655539439,-0.621676674425143,-0.9416296713237239,-0.489162338949336,14.124106749725835,-0.18435934857755173,0,0,16
5.682352828103659,-13.12614527010332,7.995594277480007,94.3475842523972,63.6318974459374,-8.777435415994027,0.580873358887957,-0.40659218904884253,-6.000554266061628,15.36011066294146,-9.500200019920074,-87.33688691019348,-64.49763716892498,8.85986510809748,-0.6349840940792798,-0.9439592319551117,-0.48870890069445966,14.050709618431794,-0.19539749939993667,0,0,17
5.746506233656651,-12.841533998351974,8.062482398305063,94.45639046636097,63.78456799518797,-8.78437113240802,0.5877497341244553,-0.35710403325538265,-6.064766581996211,15.020105158687306,-9.596584857060469,-87.46462904243404,-64.7422093192933,8.849578717487589,-0.6607686402591743,-0.8731208833866553,-0.45245505722557394,13.99514035919494,-0.2075096844235292,0,0,18
5.791576944442272,-12.715232807633848,8.071497377530815,94.51008143148991,63.83152575424319,-8.84713700870418,0.5688620251647207,-0.35021068101537084,-6.106807250111285,14.799708244936381,-9.684910377754683,-87.56103765699905,-64.8717065167116,8.907186480536916,-0.666133100850324,-0.8646553585042477,-0.41406575153912123,13.949903403005854,-0.20985918180282018,0,0,19
5.814232681919204,-12.486813605703832,8.099110977379848,94.55648409274134,64.04197307038072,-8.840153431430059,0.5821082703287302,-0.29759992216876807,-6.149805852257455,14.460182154980737,-9.801941722773789,-87.6818355784142,-65.22026331594104,8.877945436068634,-0.7097683304515964,-0.7982868712709003,-0.38247170922370993,13.859531163434271,-0.22084920647121656,0,0,20
5.861286708885069,-12.364373450987907,9.862814402565709,91.44518008458411,64.16022643602258,-8.854185104346334,0.5728728503306298,-0.25036720983162014,-6.199565061021467,14.13390734275376,-9.878563714184146,-87.78292107257406,-65.47179371956192,8.883028043000373,-0.732017313192633,-0.7353920525051333,-0.3812965365697614,13.738238390966519,-0.207544174457499,0,0,21
5.968697409999042,-12.06180009746854,9.908621859431072,91.58961406860743,64.32046544142882,-8.871623173475207,0.5692764244706091,-0.15210220784563366,-6.284238489275292,13.714974519718302,-9.93641808962626,-87.91511523940613,-65.84895041565075,8.840815763563846,-0.7651740939444042,-0.6422852534675654,-0.4351052557991302,13.668755652912754,-0.21115591304322504,0,0,22
6.05962601087213,-11.687028758323143,9.938970420114199,91.71590364881652,64.66515140060405,-8.820956129292993,0.5972893927278885,-0.03144599115450468,-6.326028574825192,13.296640264235615,-9.979089004472605,-87.99772229148127,-66.37919435968155,8.736764246795598,-0.8328854323455911,-0.49549714093154895,-0.5091680298060779,13.52118484256467,-0.20595660086174214,0,0,23
6.138581717017008,-11.329558074185512,9.998991037887333,91.83959312594263,64.91133029191802,-8.820844188973883,0.5970435433386351,0.1304807021534906,-6.3871126641199085,12.81676883649362,-10.037886927359104,-88.11144361741111,-66.97444457829437,8.60480936392027,-0.9013065499055829,-0.34795490266133555,-0.6451684458344523,13.329910890404054,-0.18325713851292147,0,0,24
6.570572399000097,-10.407004037366294,9.960137346666729,92.27963708975689,65.31832242287062,-8.73297013443541,0.6207664815875042,0.4380654167958219,-6.769523429804698,11.791649699664434,-11.787190811025802,-85.31827829952717,-67.5228667326906,8.476493235187544,-0.9355212251838994,-0.017338512227799543,-0.7541914004632467,13.218093759038798,-0.17960408834274594,0,0,25
6.812522031950866,-9.803075903349555,9.957582049347943,92.52955549603841,65.54779109927657,-8.78201650501231,0.5957785699413649,0.6058912567619877,-6.96226496488011,11.1684454931901,-11.793694024106966,-85.5273699433264,-67.93969272014348,8.416826497083287,-0.9215184557576631,0.16849505677811935,-0.9868601620088888,12.854035315618466,-0.10632377142917288,0,0,26
7.08423464109679,-9.071246948403436,9.957255300893008,92.81225129844763,65.918001253334,-8.691259231162102,0.5712827558518057,0.802914790443654,-7.228751198650505,10.398648971929996,-11.779575089549969,-85.80454289328551,-68.56675256258771,8.30024620249409,-0.9570319845570313,0.40941754727916346,-1.111369344923399,12.642644752168561,-0.07980044058481989,0,0,27
7.347441103405109,-8.373636137770532,9.926247750655419,93.06570467061564,66.3019626404265,-8.641382682119788,0.5669987192217207,1.0145076773635717,-7.424719571221926,9.716007257198628,-11.760618310323501,-85.99848300860907,-69.14916891537476,8.162962398732066,-0.9535139830142794,0.6193042528818773,-1.331914181109993,12.402013144639707,-0.025990999928970967,0,0,28
7.836839525362155,-7.273272818656163,9.81971600534058,93.49431882598314,66.80121239038948,-8.478786793088819,0.5542146918658436,1.3043217791410826,-7.841262072849738,8.696600846916551,-11.666569699550822,-86.37238251934362,-69.9760330635547,7.931612895282509,-1.0282509256884185,0.9473825109017452,-1.5331702009904924,12.201998347389678,0.037141668677277244,0,0,29
8.43267961534468,-6.055671564133787,11.393946862425208,90.79137722961711,67.29720216028231,-8.270228189230513,0.5382826645915619,1.6450125828837756,-8.363539317923934,7.486325275039498,-11.51423009889873,-86.78941472952897,-70.61279080051524,7.720406196523053,-0.9772561372179885,1.3113967837325373,-1.600115759370797,11.867195454810734,0.06808140843898158,0,0,30
8.542909477038577,-5.241893700314149,11.38849931546541,90.88778545955485,68.07799691924468,-8.037831728970252,0.5794549668714033,1.812822596223881,-8.413245165835056,7.026279061023503,-11.473861110637973,-86.81393662398995,-71.37196315708874,7.522059713086777,-1.011614795854444,1.445546806334341,-1.8089004773095332,11.462839192903292,0.11554442936819631,0,0,31
8.912734338517149,-4.226940542656015,11.249688589491608,91.13787905935789,68.59282565306118,-7.7929909769609775,0.5518407421296144,2.032831237848674,-8.716491904605281,6.244755010851791,-11.33561443331387,-87.00832742135181,-71.82599458889197,7.302230507319697,-0.9639768597129253,1.6008604557402382,-1.959859041995113,11.157556935653131,0.14001320945244097,0,0,32
