theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15,theta16,theta17,theta18,theta19,theta20,theta21,frame
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.955218823474738,10.124735860189839,45.866298384966925,137.2205416871037,140.54775468207123,0.0,10.846455991383456,-4.5301243028558815,-11.797309347668417,-12.497283379226971,-55.41229595900225,-127.09815394387681,-140.17322330035864,0.0,-7.4793267476493375,-7.057227271771136,-4.139992772558148,7.6767637577301615,-2.4052022056058338,0.0,0.0,0.0
10.901285004984768,2.076147801759125,48.66124621679908,152.4010734144428,132.91899255503543,0.0,11.61067552588899,-1.7126352393529107,-9.78973916568325,-6.263574127227879,-57.20436332101249,-142.32900883717593,-131.8689597245646,0.0,-8.75381402818091,-5.311178088202155,-4.246485876783475,8.930110898200201,-2.1265245378368927,0.0,0.0,1.0
10.912220137845958,1.8003931936978388,47.299582718953744,154.19321623884537,132.86452722684442,0.0,11.652978576007767,-1.5200730123422792,-10.021049498341254,-6.471345349571727,-56.13406827300791,-143.62131673373864,-130.02539300145108,0.0,-8.80140224246489,-5.234711263267783,-3.179002799707754,9.444620435259795,-2.2566627715187972,0.0,0.0,2.0
11.893833581019036,2.3376174990021306,36.67110540252166,158.4842579366765,138.0111324995853,0.0,11.642102399125502,-1.5816573720455092,-11.212146550905912,-3.3593949453007634,-46.58079970349036,-152.32898797016557,-132.4411620601946,0.0,-8.956477606037584,-5.043628457806898,-2.202894314789281,8.822300518402065,-2.4441157149322454,0.0,0.0,3.0
12.48670680758084,3.513257362227964,22.44859879302455,161.90325814878426,144.80434680112756,0.0,11.481908767011145,-1.8109790328853543,-12.160897392661116,-2.068878932377447,-36.81181099323395,-158.19407017189047,-137.45846319678282,0.0,-9.032552444682555,-4.931999279690004,-1.442970011955779,9.549432402681884,-2.686482736307858,0.0,0.0,4.0
23.505442281110255,-0.09260333317186659,14.495143567840064,-179.6300324088154,151.00913394226083,0.0,11.416731327429169,-0.7935523945993371,-13.280230501390104,-2.9708319007065818,-27.856387193631615,-161.04605973502177,-141.92884097517876,0.0,-8.940327728618238,-5.074252310178978,-1.4446573550377322,10.480202646285003,-2.7271785942499185,0.0,0.0,5.0
25.207245844690423,-0.005831368020644555,12.961148053160382,-179.97400080182803,154.07770131498648,0.0,11.404742334197525,-1.1187942268075637,-14.128758562359124,-3.617325436842268,-24.76393993989519,-161.1508201208351,-143.64394563770185,0.0,-8.802518931626782,-5.298965285891103,-1.4704747642108276,11.387547625952957,-2.588486945130326,0.0,0.0,6.0
25.221924914852917,-0.21859407584489068,13.773253719769823,-179.0819206153972,152.45009056867863,0.0,11.411670020463138,-0.9907689039168665,-13.991921698753448,-2.633776928082737,-26.140097375594486,-165.33455121581397,-141.49046662108265,0.0,-9.127293887812678,-4.698692893121964,-1.0292918185687656,11.504234069456212,-2.4619471689537535,0.0,0.0,7.0
23.691685993443386,0.0196538473328408,15.321765754710091,179.92562110996522,149.35644388363988,0.0,11.415966591564473,-0.9546608854149204,-13.527517500290413,-1.2905982017206923,-30.091833185344345,-167.14323558231465,-138.5511105490483,0.0,-9.341846946144113,-4.26500113449364,-0.19340513202879814,10.92116806722308,-2.1872819616173023,0.0,0.0,8.0
23.784153288777137,-0.31627520511637874,16.89358681099462,-178.9117490637129,146.20707827539147,0.0,11.419732667515332,-0.8317900639943836,-13.493030167623722,-0.8864798122156148,-30.590321225480167,-169.2982367001494,-136.64447129102058,0.0,-9.458581532373106,-3.9884300641787482,1.1674858269626867,10.136477789874503,-1.9638044871919023,0.0,0.0,9.0
24.287753161484716,0.12413433585730062,18.29350827060755,179.6045283929231,143.4121699483314,0.0,11.413787363929217,-1.2718064148527382,-13.759807111320667,-1.1758900650365176,-31.431957563723447,-168.5307218060385,-135.2894616108554,0.0,-9.406686618864489,-4.126630075640427,2.1917542101667995,9.671170221553691,-1.7118763757454387,0.0,0.0,10.0
26.51118657636339,-0.24384594679286128,20.163149158405602,-179.29260543536284,139.67087555048516,0.0,11.403863843122386,-1.5863085947638997,-13.884351341967616,-1.7883142444086388,-33.71479234118654,-166.25232953806218,-133.18772674108536,0.0,-9.301983502377702,-4.382901754275458,2.7086443651745924,8.856724378975985,-1.589369728281162,0.0,0.0,11.0
15.292255674261414,6.7174792863937025,22.312818791549116,159.55796741096677,137.88001885548508,0.0,11.236427070829853,-3.0616876271071773,-14.335566445143357,-2.668236171392107,-33.81129259252625,-163.82938539364977,-132.79060492058244,0.0,-9.122617603605622,-4.758037098830101,2.985213710378096,8.680634426185557,-1.485370514445888,0.0,0.0,12.0
15.474100923176545,7.022543241560315,24.205928105964734,157.75812493463363,137.44305083202153,0.0,11.210834662891001,-3.260976680090655,-14.600147483022141,-3.63723957052754,-33.30900959879497,-161.20757687978426,-133.07848311898454,0.0,-8.917649866574173,-5.137744389389548,2.810131387230324,8.441376169193898,-1.5152068907685716,0.0,0.0,13.0
15.530381681937444,7.278173439513035,25.328194204142452,156.91057226552468,136.68596611450852,0.0,11.199282788680597,-3.349116693236956,-14.814871555054413,-4.54583898564374,-33.133783623614555,-158.92482730004915,-132.7826576324376,0.0,-8.72860712746367,-5.453954016230765,2.5433287284876718,8.499170316039473,-1.5947436871232523,0.0,0.0,14.0
14.899596636613843,6.272229520478161,28.705634577563487,158.44923195594762,135.21713288373545,0.0,11.360774162320341,-2.765776752122786,-14.45336671775857,-4.6109340076495595,-34.127033824699794,-158.76666920924401,-132.00182334219082,0.0,-8.773464799916896,-5.380779168832203,2.2098003180892984,8.494244083227883,-1.6364483179051659,0.0,0.0,15.0
14.202560463888409,5.537944371383272,32.0810900385821,160.41495121366083,133.17879086776696,0.0,11.48779045093865,-2.13481236382817,-13.864811878299507,-4.373463133614979,-35.90638081466426,-159.42449338152156,-130.66813561297212,0.0,-8.912863865790426,-5.145647783939915,1.8800627269864707,8.484153687196423,-1.6303585017000217,0.0,0.0,16.0
13.80604919954895,4.493614334631314,33.63516854503572,162.09421640253385,131.92984944658735,0.0,11.556991320745354,-1.7146843010057804,-13.591717009620305,-4.226920569169657,-37.178722738772585,-159.90363849727734,-129.5202420316696,0.0,-8.995037618725537,-4.999762976488596,1.6526648837040023,8.515376335097862,-1.6112769188716445,0.0,0.0,17.0
