theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,frame
-9.474727793309443,-12.503044879325296,36.23802071907337,42.42862743735394,-0.9804007735948221,-2.50728406292344,-2.154594668250981,-5.800034629455311,16.687177292197138,-20.02264055641448,23.942730210626273,-5.119682740587686,-4.51864468709003,2.4338538561748466,0
-7.376336846011217,-14.876544829009347,37.46541250675653,44.96439732967834,-3.7501986735134336,-3.6275907902396143,-3.627096545009691,-7.331303101650466,18.710595084767903,-21.980532462653017,21.676946259471457,-4.2725984260233405,-6.146425575911876,4.298586760138313,1
-4.2407641055871785,-17.70614204798332,34.162444427013455,45.419117505439196,-4.391485954118372,-4.034698044790192,-3.209972129825854,-9.52651475297548,22.77854367361535,-19.91101294952875,11.54723569533527,-5.332229700240517,-7.481378259351967,4.9009891094952165,2
-1.3395844139732243,-21.74981231686315,27.80861066705226,41.99764888943356,-4.944682143012288,-4.641776658722546,-3.303191488793559,-12.437910170183878,27.946976994199673,-15.089642282183535,-3.4632918303546103,-7.382314001452459,-8.91730453373619,6.233764915178209,3
1.9149723764199242,-26.984460506081742,27.153476168253206,35.4233932102393,-5.120339993647848,-5.56851641700332,-2.7182968037785953,-17.91478688994778,31.467286211724158,-10.955238913366399,-17.527810679925185,-9.125317327446059,-9.830181982577576,7.419343691483128,4
6.74414622201047,-31.447630062450955,26.765569923875116,28.045120669948783,-4.764430922233483,-6.855218580926967,-1.3750305309603181,-25.67600517272319,35.490420635659014,-7.081771669754341,-27.74432206071358,-10.284050012365269,-10.314003638396022,8.421114018798765,5
10.210552260364809,-36.95293108186886,29.576360012691953,19.339218996164007,-4.0956966803900645,-8.180297231513787,-0.1972479586540092,-36.17454404944159,38.64477065065767,-1.5579783201070811,-33.10601427406607,-10.247111379326006,-10.244213689632653,9.655501966346566,6
15.56853224690696,-40.97092924318912,29.043704118335377,11.870713248445105,-3.3258055743508246,-9.66218420130132,0.6319048785898532,-42.71410284612119,42.22662209250022,6.391862154852807,-35.73713189662075,-9.841627073978216,-10.264529438866248,11.047997456804222,7
20.04257375081086,-44.79395971355407,29.033773833107453,6.090434919890255,-2.7682761474044733,-10.822535819740107,1.327172091313867,-47.492238321276275,50.07542920204946,10.933403415625968,-36.26800294211319,-8.773869400303427,-10.258719934066225,12.036598131072315,8
22.57742326082839,-46.610869290121485,30.615222574750412,1.828145970273071,-2.3450103936806572,-11.5479570669809,1.8144572306696303,-54.974274547613945,51.036030312174745,16.481513331177226,-36.419536236076695,-7.846462220547957,-9.866502072858081,13.551041296463815,9
23.821980155270847,-46.600948708250726,29.624814828547464,-0.8005797609093506,-1.9550381782581143,-11.996966444328773,1.6784153367390164,-58.86599377903565,52.11965360240032,19.890309157250922,-35.64907308958561,-7.219200953838037,-9.652450669241786,14.88970766404234,10
23.533633494754717,-44.80577422085395,30.024024587444675,-2.756593464470797,-1.6358754116798904,-12.215527613004005,1.577827371264278,-60.845497360050594,50.20997568153395,22.727746761183173,-35.38884117685173,-6.807069376875101,-9.453603237596603,15.813638259616715,11
20.849941825836133,-41.99770281962601,31.013695014789143,-5.516674883086698,-1.058345704033149,-12.427102958220118,1.0497384110910044,-59.385115035868075,46.80787135618791,24.399840878271046,-36.41975054091686,-6.8219071221938785,-9.452198945883971,16.346508511997044,12
17.434948234323457,-38.914782996902815,31.9737480326393,-7.599220212966753,-0.4016312617693229,-12.455941726530105,0.01797028606084133,-54.773750355742244,43.63733937216131,24.7154052646954,-37.2203898924505,-6.958796585715501,-9.47054968060933,16.40973359512142,13
11.391853402128202,-36.488882083569216,34.84630695869672,-9.633827331111522,0.178845203050077,-12.06921710214146,-2.101268668621888,-47.82659013987761,38.30524437401067,24.918467226291497,-37.22912180388376,-7.109572142815916,-9.321374419560307,16.485831083143925,14
6.646775205420492,-31.395442954072372,31.484813851970177,-9.702455911550809,0.47091669752532317,-11.713166549029724,-4.467968697054182,-39.744765165379526,32.04001427682237,23.60489481981292,-36.64130200280232,-7.458442868819518,-9.46835405322418,16.487888320744297,15
3.291594611388038,-27.299550417100285,27.31077697731885,-12.869829411688197,1.3240206475024312,-11.673983006051754,-7.248790038631357,-28.76630164699689,26.12416309957903,22.036330671721448,-35.206750204544214,-7.9567969750651235,-9.62402829554266,16.369043908165875,16
-1.8784389943853597,-23.950746701626592,21.981770255861573,-17.0976289603382,2.5411514218357634,-11.398957304967398,-10.1995201516859,-17.60977920651313,20.93485252146197,17.26885570533525,-33.07073100243457,-8.149347866254734,-9.71697439672654,16.254434599294466,17
-7.4341342232613465,-20.58661846564394,16.739688147109447,-21.63883309604235,3.7079439134723593,-10.910503412825642,-12.889124885912063,-7.142424826433784,17.68050116564607,10.543667161728195,-31.03363479302113,-8.03239369858952,-9.908779359778482,16.160008728902543,18
