Average operating time,Desired Position Motor #1,Present Position Motor #1,Desired Position Motor #2,Present Position Motor #2
31949.9,-176.811,-168.184,-33.728,-61.4732
31949.9,-176.811,-169.446,-33.728,-58.0859
31950,-176.811,-170.651,-33.728,-54.5162
31950,-178.581,-171.833,-22.5588,-50.9618
31950,-178.581,-172.861,-22.5588,-47.4797
31950.1,-178.581,-173.789,-22.5588,-43.7772
31950.1,-178.581,-174.71,-22.5588,-40.1197
31950.1,-179.644,-175.473,-11.3019,-36.8403
31950.2,-179.644,-176.092,-11.3019,-33.7884
31950.2,-179.644,-176.696,-11.3019,-30.6821
31950.3,-180,-177.295,0,-27.4702
31950.3,-180,-177.776,0,-24.2299
31950.4,-180,-178.198,0,-20.7692
31950.4,-179.644,-178.56,11.3019,-17.2859
31950.5,-179.644,-178.838,11.3019,-13.8276
31950.5,-179.644,-178.988,11.3019,-10.1594
31950.5,-178.581,-179.116,22.5588,-6.55881
31950.6,-178.581,-179.192,22.5588,-2.98074
31950.6,-178.581,-179.159,22.5588,0.766815
31950.6,-176.811,-179.045,33.728,4.45274
31950.7,-176.811,-178.944,33.728,8.01304
31950.7,-176.811,-178.723,33.728,11.8139
31950.7,-174.345,-178.37,44.7633,15.5627
31951,-174.345,-178.053,44.7633,19.1739
31950.8,-174.345,-177.655,44.7633,22.9807
31950.8,-171.19,-177.069,55.6219,26.7046
31950.9,-171.19,-176.474,55.6219,30.3502
31950.9,-171.19,-175.777,55.6219,34.099
31950.9,-167.359,-174.928,66.2613,37.805
31951,-167.359,-174.133,66.2613,41.389
31951,-167.359,-173.266,66.2613,45.1105
31951,-167.359,-172.267,66.2613,48.7621
31951.2,-162.869,-171.294,76.64,52.0533
31951,-162.869,-170.517,76.64,55.0756
31951.3,-162.869,-169.737,76.64,58.1321
31951.1,-157.735,-168.823,86.7153,61.267
31951,-157.735,-167.719,86.7153,64.4089
31951.4,-157.735,-166.429,86.7153,67.7357
31951.1,-151.979,-164.97,96.448,71.0424
31951.1,-151.979,-163.57,96.448,74.2839
31951.1,-151.979,-162.083,96.448,77.6877
31951.1,-145.623,-160.438,105.8,80.9967
31951.6,-145.623,-158.812,105.8,84.1636
31951.2,-145.623,-157.123,105.8,87.507
31951.2,-138.692,-155.338,114.735,90.752
31951.2,-138.692,-153.542,114.735,93.8856
31951.3,-138.692,-151.712,114.735,97.1402
31951.3,-131.214,-149.623,123.218,100.312
31951.3,-131.214,-147.709,123.218,103.348
31951.4,-131.214,-145.642,123.218,106.528
31951.4,-123.218,-143.348,131.214,109.575
31951.7,-123.218,-141.239,131.214,112.501
31951.4,-123.218,-138.933,131.214,115.501
31951.5,-123.218,-136.62,131.214,118.417
31951.5,-114.736,-134.239,138.692,120.939
31951.5,-114.736,-132.188,138.692,123.004
31951.6,-114.736,-130.073,138.692,125.064
31951.6,-105.801,-127.796,145.623,127.308
31951.6,-105.801,-125.623,145.623,129.729
31951.6,-105.801,-123.25,145.623,132.319
31951.7,-96.4484,-120.655,151.979,134.817
31951.7,-96.4484,-118.223,151.979,137.189
31951.7,-96.4484,-115.609,151.979,139.721
31951.7,-86.7154,-112.775,157.735,142.06
31951.8,-86.7154,-110.144,157.735,144.241
31951.8,-86.7154,-107.322,157.735,146.533
31951.8,-76.6403,-104.295,162.868,148.704
31951.8,-76.6403,-101.462,162.868,150.697
31951.9,-76.6403,-98.5026,162.868,152.808
31951.9,-66.2618,-95.3194,167.359,154.773
31951.9,-66.2618,-92.3543,167.359,156.545
31951.9,-66.2618,-89.2681,167.359,158.456
31952,-55.6229,-85.9444,171.189,160.225
31952.3,-55.6229,-82.7878,171.189,161.813
31952,-55.6229,-79.5552,171.189,163.514
31952,-44.7638,-76.2135,174.344,165.025
31952,-44.7638,-73.011,174.344,166.302
31952,-44.7638,-69.6321,174.344,167.726
31952.1,-44.7638,-66.1822,174.344,169.084
31952.1,-33.7283,-62.725,176.811,170.079
31952.1,-33.7283,-59.6682,176.811,171.003
31952.1,-33.7283,-56.5388,176.811,172.055
31952.1,-22.5594,-53.2632,178.58,173.012
31952.2,-22.5594,-50.1962,178.58,173.87
31952.2,-22.5594,-47.016,178.58,174.745
31952.2,-11.3016,-43.5639,179.644,175.481
31952.3,-11.3016,-40.3593,179.644,176.156
31952.3,-11.3016,-36.9882,179.644,176.864
31952.3,0,-33.3733,180,177.404
31952.4,0,-30.0331,180,177.934
31952.4,0,-26.5036,180,178.341
31952.4,11.3016,-22.7839,179.644,178.657
31952.5,11.3016,-19.324,179.644,178.839
31952.5,11.3016,-15.7177,179.644,178.974
31952.5,22.5594,-11.9091,178.58,179.083
31952.5,22.5594,-8.43119,178.58,179.091
31952.5,22.5594,-4.74456,178.58,179.053
31952.5,33.7283,-0.880057,176.811,178.995
31952.6,33.7283,2.63802,176.811,178.837
31952.6,33.7283,6.34401,176.811,178.457
31952.6,44.7638,10.2257,174.344,178.131
31952.6,44.7638,13.8177,174.344,177.786
31952.7,44.7638,17.5538,174.344,177.237
31952.7,44.7638,21.305,174.344,176.686
31952.7,55.6229,25.0404,171.189,176.26
31952.8,55.6229,28.344,171.189,175.796
31952.8,55.6229,31.6785,171.189,175.044
31952.8,66.2618,35.1815,167.359,174.177
31952.9,66.2618,38.3868,167.359,173.435
31952.9,66.2618,41.707,167.359,172.511
31952.9,76.6403,45.2537,162.868,171.497
31952.9,76.6403,48.5093,162.868,170.462
31953,76.6403,51.9492,162.868,169.139
31953,86.7154,55.5218,157.735,167.874
31953,86.7154,58.8118,157.735,166.74
31953.1,86.7154,62.2043,157.735,165.336
31953.1,96.4484,65.8221,151.979,163.851
31953.1,96.4484,69.0899,151.979,162.42
31953.1,96.4484,72.4953,151.979,160.769
31953.2,105.801,76.0328,145.623,159.08
31953.5,105.801,79.3228,145.623,157.421
31953.2,105.801,82.777,145.623,155.634
31953.2,114.736,86.1818,138.692,153.684
31953.2,114.736,89.3462,138.692,151.903
31953.3,114.736,92.6226,138.692,149.841
31953.3,123.218,96.036,131.214,147.697
31953.5,123.218,99.1022,131.214,145.737
31953.3,123.218,102.393,131.214,143.477
31953.4,123.218,105.459,131.214,141.209
31953.3,131.214,108.58,123.218,139.199
31953.3,131.214,111.233,123.218,137.575
31953.4,131.214,113.876,123.218,135.876
31953.4,138.692,116.643,114.735,133.877
31953.4,138.692,119.118,114.735,131.593
31953.5,138.692,121.708,114.735,129.105
31953.5,145.623,124.433,105.8,126.58
31953.5,145.623,126.887,105.8,124.047
31953.5,145.623,129.454,105.8,121.291
31953.9,151.979,132.103,96.448,118.427
31953.5,151.979,134.54,96.448,115.84
31953.5,151.979,136.935,96.448,112.94
31953.5,157.735,139.479,86.7153,110.008
31953.5,157.735,141.728,86.7153,107.172
31953.6,157.735,144.04,86.7153,104.105
31953.6,162.869,146.411,76.64,101.083
31953.6,162.869,148.484,76.64,98.1002
31953.6,162.869,150.619,76.64,94.931
31953.6,167.359,152.809,66.2613,91.7535
31953.7,167.359,154.68,66.2613,88.6412
31953.8,167.359,156.618,66.2613,85.3428
31953.8,167.359,158.547,66.2613,82.0278
31953.8,171.19,160.303,55.6219,79.0317
31953.8,171.19,161.665,55.6219,76.301
31953.9,171.19,162.976,55.6219,73.3985
31953.8,174.345,164.394,44.7633,70.5244
31953.9,174.345,165.712,44.7633,67.5508
31953.9,174.345,167.105,44.7633,64.3164
31953.9,176.811,168.494,33.728,60.9742
31953.9,176.811,169.656,33.728,57.7304
31954,176.811,170.82,33.728,54.2756
31953.9,178.581,172.008,22.5588,50.7852
31954,178.581,172.977,22.5588,47.3647
31954.2,178.581,173.922,22.5588,43.6563
31953.9,179.644,174.858,11.3019,40.2027
31954,179.644,175.572,11.3019,36.659
31954.1,179.644,176.293,11.3019,32.9671
31954,180,177,0,29.312
31954.1,180,177.51,0,25.6142
31954.1,180,178.004,0,21.9947
31954.2,179.644,178.418,-11.3019,18.2767
31954.1,179.644,178.701,-11.3019,14.6655
31954.3,179.644,178.866,-11.3019,10.8504
31954.2,178.581,179.014,-22.5588,7.07793
31954.1,178.581,179.118,-22.5588,3.33274
31954.2,178.581,179.098,-22.5588,-0.391111
31954.5,178.581,179.013,-22.5588,-4.11141
31954.2,176.811,178.934,-33.728,-7.63733
31954.2,176.811,178.851,-33.728,-10.6916
31954.3,176.811,178.653,-33.728,-13.9117
31954.3,174.345,178.29,-44.7633,-17.2231
31954.3,174.345,177.964,-44.7633,-20.5203
31954.3,174.345,177.581,-44.7633,-24.0403
31954.3,171.19,177.021,-55.6219,-27.6847
31954.3,171.19,176.447,-55.6219,-31.0116
31954.6,171.19,175.752,-55.6219,-34.6453
31954.5,167.359,174.92,-66.2613,-38.2388
31954.5,167.359,174.133,-66.2613,-41.6924
31954.7,167.359,173.292,-66.2613,-45.3096
31954.6,162.869,172.254,-76.64,-48.9079
31954.5,162.869,171.277,-76.64,-52.4231
31954.5,162.869,170.184,-76.64,-56.045
31954.5,157.735,168.921,-86.7153,-59.5911
31954.5,157.735,167.757,-86.7153,-63.0199
31954.6,157.735,166.456,-86.7153,-66.6027
31954.6,151.979,164.956,-96.448,-70.2222
31954.6,151.979,163.574,-96.448,-73.4684
31954.6,151.979,162.07,-96.448,-76.973
31954.6,145.623,160.401,-105.8,-80.4326
31954.6,145.623,158.828,-105.8,-83.7084
31954.9,145.623,157.118,-105.8,-87.245
31954.9,145.623,155.249,-105.8,-90.4758
31954.7,138.692,153.504,-114.735,-93.5016
31954.7,138.692,151.966,-114.735,-96.0616
31954.7,138.692,150.413,-114.735,-98.7461
31954.7,131.214,148.702,-123.218,-101.509
31954.7,131.214,146.995,-123.218,-104.292
31955,131.214,145.101,-123.218,-107.259
31954.8,123.218,142.916,-131.214,-110.165
31954.8,123.218,140.889,-131.214,-112.92
31955.1,123.218,138.75,-131.214,-115.803
31954.8,114.736,136.361,-138.692,-118.618
31954.8,114.736,134.122,-138.692,-121.292
31954.9,114.736,131.756,-138.692,-124.111
31954.9,105.801,129.145,-145.623,-126.814
31955.1,105.801,126.717,-145.623,-129.371
31954.9,105.801,124.163,-145.623,-132.034
31954.9,96.4484,121.377,-151.979,-134.599
31955,96.4484,118.804,-151.979,-137.082
31954.9,96.4484,116.086,-151.979,-139.527
31954.8,86.7154,113.14,-157.735,-141.877
31954.9,86.7154,110.45,-157.735,-144.073
31954.9,86.7154,107.591,-157.735,-146.363
31954.9,76.6403,104.6,-162.868,-148.57
31954.9,76.6403,101.669,-162.868,-150.555
31955,76.6403,98.646,-162.868,-152.717
31955,76.6403,95.5181,-162.868,-154.68
31955.2,66.2618,92.4512,-167.359,-156.251
31955.1,66.2618,89.598,-167.359,-157.649
31955,66.2618,86.8158,-167.359,-159.132
31955.2,55.6229,83.8916,-171.189,-160.705
31955.1,55.6229,81.0018,-171.189,-162.28
31955.1,55.6229,77.9987,-171.189,-163.917
31955.3,44.7638,74.817,-174.344,-165.352
31955.1,44.7638,71.8226,-174.344,-166.575
31955.1,44.7638,68.6409,-174.344,-167.941
31955.1,33.7283,65.2827,-176.811,-169.203
31955.1,33.7283,62.114,-176.811,-170.347
31955.1,33.7283,58.7895,-176.811,-171.575
31955.2,22.5594,55.331,-178.58,-172.614
31955.2,22.5594,51.9298,-178.58,-173.497
31955.2,22.5594,48.4433,-178.58,-174.463
31955.2,11.3016,44.9152,-179.644,-175.262
31955.3,11.3016,41.3777,-179.644,-176.009
31955.4,11.3016,37.8217,-179.644,-176.777
31955.3,0,34.0683,-180,-177.338
31955.4,0,30.6162,-180,-177.823
31955.4,0,26.9855,-180,-178.219
31955.4,-11.3016,23.2867,-179.644,-178.551
31955.4,-11.3016,19.6575,-179.644,-178.769
31955.5,-11.3016,15.9429,-179.644,-178.918
31955.5,-11.3016,12.1759,-179.644,-179.044
31955.7,-22.5594,8.55814,-178.58,-179.138
31955.6,-22.5594,5.14407,-178.58,-179.144
31955.6,-22.5594,1.79454,-178.58,-179.109
31955.6,-33.7283,-1.72999,-176.811,-179.052
31955.6,-33.7283,-4.98627,-176.811,-178.91
31955.6,-33.7283,-8.37596,-176.811,-178.585
31955.7,-44.7638,-11.8983,-174.344,-178.244
31955.7,-44.7638,-15.354,-174.344,-177.855
31955.7,-44.7638,-18.8334,-174.344,-177.177
31955.7,-55.6229,-22.411,-171.189,-176.559
31955.8,-55.6229,-25.9025,-171.189,-176.051
31955.8,-55.6229,-29.4665,-171.189,-175.291
31955.8,-66.2618,-33.0972,-167.359,-174.46
31955.8,-66.2618,-36.6425,-167.359,-173.7
31955.8,-66.2618,-40.2352,-167.359,-172.693
31955.9,-76.6403,-43.911,-162.868,-171.554
31955.9,-76.6403,-47.4743,-162.868,-170.51
31956,-76.6403,-51.0612,-162.868,-169.215
31955.9,-86.7154,-54.8117,-157.735,-167.961
31956.1,-86.7154,-58.2286,-157.735,-166.769
31955.9,-86.7154,-61.784,-157.735,-165.389
31955.9,-86.7154,-65.3301,-157.735,-163.896
31955.9,-96.4484,-68.7728,-151.979,-162.676
31955.9,-96.4484,-71.9696,-151.979,-161.586
31956,-96.4484,-75.0846,-151.979,-160.328
31956,-105.801,-78.1938,-145.623,-158.86
31956,-105.801,-81.2859,-145.623,-157.242
31956,-105.801,-84.3514,-145.623,-155.366
31956,-114.736,-87.5072,-138.692,-153.512
31956,-114.736,-90.5863,-138.692,-151.686
31956,-114.736,-93.6662,-138.692,-149.705
31956,-123.218,-96.8213,-131.214,-147.576
31956.1,-123.218,-99.8381,-131.214,-145.624
31956.1,-123.218,-102.903,-131.214,-143.396
31956.1,-131.214,-105.975,-123.218,-141.126
31956.3,-131.214,-108.981,-123.218,-138.965
31956.1,-131.214,-111.937,-123.218,-136.574
31956.1,-138.692,-114.904,-114.735,-134.12
31956.2,-138.692,-117.792,-114.735,-131.736
31956.2,-138.692,-120.624,-114.735,-129.183
31956.2,-145.623,-123.493,-105.8,-126.571
31956.2,-145.623,-126.207,-105.8,-124.04
31956.4,-145.623,-128.87,-105.8,-121.233
31956.2,-151.979,-131.657,-96.448,-118.471
31956.3,-151.979,-134.127,-96.448,-115.769
31956.3,-151.979,-136.666,-96.448,-112.872
31956.4,-151.979,-139.213,-96.448,-109.966
31956.3,-157.735,-141.616,-86.7153,-107.269
31956.3,-157.735,-143.619,-86.7153,-105.012
31956.3,-157.735,-145.59,-86.7153,-102.482
31956.3,-162.869,-147.575,-76.64,-99.8625
31956.5,-162.869,-149.495,-76.64,-97.1413
31956.3,-162.869,-151.451,-76.64,-94.1369
31956.3,-167.359,-153.436,-66.2613,-91.1004
31956.4,-167.359,-155.291,-66.2613,-88.1304
31956.6,-167.359,-157.107,-66.2613,-84.9636
31956.4,-171.19,-159.015,-55.6219,-81.7055
31956.4,-171.19,-160.639,-55.6219,-78.5813
31956.4,-171.19,-162.265,-55.6219,-75.2166
31956.4,-174.345,-163.877,-44.7633,-71.8495
31956.5,-174.345,-165.367,-44.7633,-68.5523
31956.5,-174.345,-166.821,-44.7633,-65.0287
31956.5,-176.811,-168.236,-33.728,-61.5419
31956.5,-176.811,-169.492,-33.728,-58.1559
31956.5,-176.811,-170.699,-33.728,-54.5553
31956.5,-178.581,-171.879,-22.5588,-51.0222
31956.6,-178.581,-172.894,-22.5588,-47.4797
31956.6,-178.581,-173.826,-22.5588,-43.8353
31956.6,-179.644,-174.738,-11.3019,-40.2252
31956.6,-179.644,-175.51,-11.3019,-36.6744
31956.6,-179.644,-176.247,-11.3019,-32.947
31956.7,-179.644,-176.907,-11.3019,-29.3144
31956.7,-180,-177.456,0,-25.9603
31956.7,-180,-177.883,0,-22.8468
31956.7,-180,-178.289,0,-19.6492
31956.7,-179.644,-178.637,11.3019,-16.3721
31956.7,-179.644,-178.9,11.3019,-13.0809
31956.7,-179.644,-179.041,11.3019,-9.56207
31956.7,-178.581,-179.156,22.5588,-6.04563
31956.7,-178.581,-179.217,22.5588,-2.60741
31956.8,-178.581,-179.18,22.5588,1.0797
31956.8,-176.811,-179.068,33.728,4.74785
31956.8,-176.811,-178.964,33.728,8.2963
31956.8,-176.811,-178.738,33.728,12.045
31956.8,-174.345,-178.381,44.7633,15.7357
31956.9,-174.345,-178.063,44.7633,19.3173
31957,-174.345,-177.662,44.7633,23.1253
31956.9,-171.19,-177.072,55.6219,26.7899
31956.9,-171.19,-176.476,55.6219,30.3799
31956.9,-171.19,-175.778,55.6219,34.1547
31956.9,-167.359,-174.936,66.2613,37.8287
31956.9,-167.359,-174.137,66.2613,41.4009
31957.1,-167.359,-173.269,66.2613,45.0987
31957,-162.869,-172.234,76.64,48.7573
31957,-162.869,-171.262,76.64,52.2513
31957,-162.869,-170.186,76.64,55.9727
31957,-162.869,-168.956,76.64,59.5769
31957.2,-157.735,-167.752,86.7153,62.8373
31957.1,-157.735,-166.749,86.7153,65.7837
31957.1,-157.735,-165.832,86.7153,68.8118
31957.1,-151.979,-164.795,96.448,71.859
31957.1,-151.979,-163.592,96.448,74.9523
31957.2,-151.979,-162.137,96.448,78.2127
31957.2,-145.623,-160.497,105.8,81.4341
31957.2,-145.623,-158.859,105.8,84.5902
31957.3,-145.623,-157.15,105.8,87.8839
31957.2,-138.692,-155.32,114.735,91.0969
31957.4,-138.692,-153.516,114.735,94.176
31957.3,-138.692,-151.611,114.735,97.4163
31957.2,-131.214,-149.594,123.218,100.556
31957.2,-131.214,-147.622,123.218,103.556
31957.2,-131.214,-145.561,123.218,106.681
31957.2,-123.218,-143.347,131.214,109.673
31957.2,-123.218,-141.179,131.214,112.558
31957.3,-123.218,-138.929,131.214,115.539
31957.3,-114.736,-136.534,138.692,118.441
31957.3,-114.736,-134.205,138.692,121.192
31957.3,-114.736,-131.798,138.692,124.038
31957.3,-105.801,-129.243,145.623,126.783
31957.3,-105.801,-126.749,145.623,129.391
31957.4,-105.801,-124.189,145.623,132.105
31957.4,-105.801,-121.484,145.623,134.641
31957.5,-96.4484,-118.864,151.979,136.761
31957.4,-96.4484,-116.411,151.979,138.61
31957.4,-96.4484,-113.993,151.979,140.487
31957.4,-86.7154,-111.506,157.735,142.514
31957.4,-86.7154,-108.956,157.735,144.61
31957.5,-86.7154,-106.326,157.735,146.833
31957.5,-76.6403,-103.579,162.868,148.958
31957.5,-76.6403,-100.8,162.868,150.937
31957.5,-76.6403,-97.9381,162.868,152.996
31957.5,-66.2618,-94.9415,167.359,154.894
31957.6,-66.2618,-91.9642,167.359,156.658
31957.7,-66.2618,-88.9231,167.359,158.551
31957.6,-55.6229,-85.7177,171.189,160.297
31957.6,-55.6229,-82.5819,171.189,161.844
31957.6,-55.6229,-79.3916,171.189,163.514
31957.6,-44.7638,-76.1138,174.344,165.024
31957.7,-44.7638,-72.8382,174.344,166.304
31957.7,-44.7638,-69.4908,174.344,167.721
31957.7,-33.7283,-66.066,176.811,169.084
31957.7,-33.7283,-62.6655,176.811,170.209
31957.7,-33.7283,-59.2141,176.811,171.406
31957.7,-22.5594,-55.6788,178.58,172.462
31957.7,-22.5594,-52.2296,178.58,173.428
31957.8,-22.5594,-48.6771,178.58,174.421
31957.8,-22.5594,-45.0845,178.58,175.204
31957.8,-11.3016,-41.5814,179.644,175.826
31957.8,-11.3016,-38.2936,179.644,176.439
31958,-11.3016,-35.0043,179.644,177.109
31957.8,0,-31.7172,180,177.608
31957.8,0,-28.4093,180,178.097
31957.8,0,-25.0748,180,178.476
31957.8,11.3016,-21.6041,179.644,178.759
31957.9,11.3016,-18.2187,179.644,178.917
31957.9,11.3016,-14.7386,179.644,179.025
31957.9,22.5594,-11.2098,178.58,179.132
31957.9,22.5594,-7.66661,178.58,179.137
31957.9,22.5594,-4.13419,178.58,179.095
31957.9,33.7283,-0.481987,176.811,179.028
31957.9,33.7283,3.12288,176.811,178.86
31958,33.7283,6.77436,176.811,178.483
31957.9,44.7638,10.5062,174.344,178.152
31957.9,44.7638,14.1541,174.344,177.801
31957.9,44.7638,17.807,174.344,177.229
31957.9,55.6229,21.5582,171.189,176.674
31957.9,55.6229,25.1967,171.189,176.124
31957.9,55.6229,28.9085,171.189,175.309
31958,55.6229,32.6482,171.189,174.436
31957.9,66.2618,36.2617,167.359,173.737
31958,66.2618,39.642,167.359,173.1
31958,66.2618,42.9456,167.359,172.244
31957.9,76.6403,46.2916,162.868,171.269
31958.2,76.6403,49.5665,162.868,170.261
31958,76.6403,52.873,162.868,168.992
31958.3,86.7154,56.262,157.735,167.789
31958,86.7154,59.5893,157.735,166.633
31958.2,86.7154,62.9187,157.735,165.224
31958,96.4484,66.3407,151.979,163.758
31958,96.4484,69.6357,151.979,162.331
31958,96.4484,72.9809,151.979,160.689
31958,105.801,76.3534,145.623,158.997
31958,105.801,79.6735,145.623,157.393
31958,105.801,83.0022,145.623,155.567
31958,114.736,86.3811,138.692,153.666
31958,114.736,89.6166,138.692,151.84
31958,114.736,92.8414,138.692,149.786
31958,123.218,96.0976,131.214,147.686
31958,123.218,99.2628,131.214,145.655
31958,123.218,102.435,131.214,143.38
31958,131.214,105.587,123.218,141.135
31958,131.214,108.618,123.218,138.903
31958.1,131.214,111.629,123.218,136.516
31958.1,131.214,114.672,123.218,134.068
31958.1,138.692,117.536,114.735,131.941
31958.1,138.692,120.123,114.735,130.046
31958.1,138.692,122.631,114.735,127.999
31958.1,145.623,125.152,105.8,125.805
31958.1,145.623,127.584,105.8,123.448
31958.1,145.623,130.056,105.8,120.836
31958.3,151.979,132.541,96.448,118.135
31958.1,151.979,134.915,96.448,115.463
31958.1,151.979,137.31,96.448,112.621
31958.2,157.735,139.705,86.7153,109.748
31958.1,157.735,141.973,86.7153,106.943
31958.2,157.735,144.263,86.7153,103.922
31958.2,162.869,146.543,76.64,100.902
31958.5,162.869,148.666,76.64,97.9247
31958.2,162.869,150.776,76.64,94.7698
31958.2,167.359,152.88,66.2613,91.5935
31958.2,167.359,154.8,66.2613,88.4954
31958.2,167.359,156.726,66.2613,85.2207
31958.2,171.19,158.646,55.6219,81.9567
31958.3,171.19,160.374,55.6219,78.7615
31958.3,171.19,162.037,55.6219,75.3576
31958.3,174.345,163.723,44.7633,71.9692
31958.3,174.345,165.261,44.7633,68.6282
31958.3,174.345,166.744,44.7633,65.1437
31958.3,174.345,168.163,44.7633,61.6723
31958.3,176.811,169.375,33.728,58.5031
31958.3,176.811,170.376,33.728,55.571
31958.3,176.811,171.307,33.728,52.512
31958.3,178.581,172.312,22.5588,49.3333
31958.4,178.581,173.259,22.5588,46.1748
31958.4,178.581,174.191,22.5588,42.7603
31958.4,179.644,175.065,11.3019,39.3079
31958.4,179.644,175.755,11.3019,35.9099
31958.4,179.644,176.455,11.3019,32.3129
31958.4,180,177.102,0,28.7585
31958.4,180,177.607,0,25.2409
31958.4,180,178.089,0,21.4495
31958.4,179.644,178.472,-11.3019,17.8477
31958.4,179.644,178.749,-11.3019,14.2649
31958.4,179.644,178.909,-11.3019,10.5102
31958.4,178.581,179.045,-22.5588,6.74963
31958.4,178.581,179.143,-22.5588,3.136
31958.4,178.581,179.114,-22.5588,-0.629333
31958.4,176.811,179.027,-33.728,-4.40059
31958.4,176.811,178.928,-33.728,-8.08415
31958.4,176.811,178.705,-33.728,-11.8921
31958.4,174.345,178.345,-44.7633,-15.6397
31958.4,174.345,178.004,-44.7633,-19.2296
31958.5,174.345,177.614,-44.7633,-23.0317
31958.5,174.345,177.066,-44.7633,-26.669
31958.5,171.19,176.502,-55.6219,-30.0539
31958.5,171.19,176.047,-55.6219,-33.1639
31958.5,171.19,175.574,-55.6219,-36.3733
31958.5,167.359,174.903,-66.2613,-39.6148
31958.5,167.359,174.104,-66.2613,-42.8599
31958.5,167.359,173.193,-66.2613,-46.3313
31958.5,162.869,172.139,-76.64,-49.7529
31958.5,162.869,171.149,-76.64,-53.0785
31958.5,162.869,170.101,-76.64,-56.6281
31958.5,157.735,168.904,-86.7153,-60.0723
31958.5,157.735,167.71,-86.7153,-63.4667
31958.5,157.735,166.408,-86.7153,-66.9701
31958.5,151.979,164.959,-96.448,-70.4166
31958.5,151.979,163.546,-96.448,-73.7375
31958.6,151.979,162.075,-96.448,-77.2279
31958.6,145.623,160.464,-105.8,-80.6353
31958.6,145.623,158.839,-105.8,-83.8862
31958.6,145.623,157.122,-105.8,-87.3209
31958.6,138.692,155.274,-114.735,-90.6596
31958.6,138.692,153.486,-114.735,-93.7932
31958.8,138.692,151.611,-114.735,-97.1022
31958.6,131.214,149.588,-123.218,-100.277
31958.6,131.214,147.604,-123.218,-103.309
31958.6,131.214,145.569,-123.218,-106.478
31958.6,131.214,143.339,-123.218,-109.496
31958.8,123.218,141.186,-131.214,-112.16
31958.6,123.218,139.226,-131.214,-114.509
31958.7,123.218,137.303,-131.214,-116.919
31958.7,114.736,135.233,-138.692,-119.442
31958.7,114.736,133.138,-138.692,-121.943
31958.7,114.736,130.956,-138.692,-124.681
31958.7,105.801,128.562,-145.623,-127.292
31958.7,105.801,126.191,-145.623,-129.781
31958.7,105.801,123.738,-145.623,-132.379
31958.7,96.4484,121.112,-151.979,-134.874
31958.7,96.4484,118.529,-151.979,-137.215
31958.8,96.4484,115.88,-151.979,-139.7
31958.7,86.7154,113.068,-157.735,-142.126
31958.9,86.7154,110.28,-157.735,-144.334
31958.7,86.7154,107.427,-157.735,-146.601
31958.7,76.6403,104.457,-162.868,-148.744
31958.7,76.6403,101.534,-162.868,-150.712
31958.7,76.6403,98.5291,-162.868,-152.837
31958.7,66.2618,95.4385,-167.359,-154.795
31958.8,66.2618,92.363,-167.359,-156.587
31958.8,66.2618,89.2408,-167.359,-158.488
31958.7,55.6229,86.0161,-171.189,-160.235
31958.7,55.6229,82.82,-171.189,-161.836
31958.8,55.6229,79.6046,-171.189,-163.477
31958.8,55.6229,76.2271,-171.189,-164.979
31958.7,44.7638,72.9723,-174.344,-166.174
31958.7,44.7638,69.8774,-174.344,-167.27
31958.8,44.7638,66.8693,-174.344,-168.455
31958.7,33.7283,63.7428,-176.811,-169.655
31958.7,33.7283,60.635,-176.811,-170.707
31958.7,33.7283,57.4949,-176.811,-171.844
31958.7,22.5594,54.2272,-178.58,-172.805
31958.7,22.5594,50.9709,-178.58,-173.663
31958.7,22.5594,47.6264,-178.58,-174.603
31958.7,11.3016,44.1929,-179.644,-175.379
31958.8,11.3016,40.791,-179.644,-176.097
31958.8,11.3016,37.3433,-179.644,-176.851
31958.8,0,33.7434,-180,-177.397
31958.8,0,30.2361,-180,-177.871
31958.8,0,26.6585,-180,-178.259
31958.8,-11.3016,22.9769,-179.644,-178.59
31958.8,-11.3016,19.3885,-179.644,-178.796
31958.8,-11.3016,15.7507,-179.644,-178.932
31958.8,-22.5594,12.011,-178.58,-179.051
31958.8,-22.5594,8.37094,-178.58,-179.065
31958.8,-22.5594,4.65562,-178.58,-179.041
31958.8,-22.5594,0.918788,-178.58,-178.996
31958.8,-33.7283,-2.70401,-176.811,-178.937
31958.9,-33.7283,-6.11808,-176.811,-178.823
31958.9,-33.7283,-9.52642,-176.811,-178.502
31958.9,-44.7638,-12.9061,-174.344,-178.172
31958.9,-44.7638,-16.262,-174.344,-177.793
31958.9,-44.7638,-19.6482,-174.344,-177.132
31958.9,-55.6229,-23.1296,-171.189,-176.52
31958.9,-55.6229,-26.5401,-171.189,-176.019
31958.9,-55.6229,-30.0331,-171.189,-175.265
31958.9,-66.2618,-33.6014,-167.359,-174.44
31958.9,-66.2618,-37.0886,-167.359,-173.688
31958.9,-66.2618,-40.6397,-167.359,-172.679
31958.9,-76.6403,-44.2066,-162.868,-171.545
31958.9,-76.6403,-47.7225,-162.868,-170.507
31958.9,-76.6403,-51.2585,-162.868,-169.217
31958.9,-86.7154,-54.8512,-157.735,-167.943
31959,-86.7154,-58.324,-157.735,-166.719
31959,-86.7154,-61.8436,-157.735,-165.319
31959,-96.4484,-65.414,-151.979,-163.851
31959.1,-96.4484,-68.8733,-151.979,-162.38
