Average timer callback time, Average topic callback time,Desired Position Motor #1,Present Position Motor #1,Desired Position Motor #2,Present Position Motor #2
31944.8,10.6842,-11.3016,18.9015,-179.644,-178.859
31944.9,10.6842,-11.3016,15.3555,-179.644,-178.977
31944.8,10.6797,-22.5594,11.7197,-178.58,-179.092
31944.9,10.6797,-22.5594,8.13067,-178.58,-179.111
31944.9,10.6797,-22.5594,4.48133,-178.58,-179.078
31944.9,10.6753,-33.7283,0.743781,-176.811,-179.019
31945,10.6753,-33.7283,-2.92994,-176.811,-178.879
31945.1,10.6753,-33.7283,-6.57138,-176.811,-178.547
31945.1,10.671,-44.7638,-10.3204,-174.344,-178.206
31945.2,10.671,-44.7638,-13.9733,-174.344,-177.833
31945.3,10.671,-44.7638,-17.6965,-174.344,-177.173
31945.3,10.6603,-55.6229,-21.4656,-171.189,-176.535
31945.2,10.6603,-55.6229,-25.143,-171.189,-176.021
31945.3,10.6603,-55.6229,-28.8289,-171.189,-175.278
31945.3,10.6603,-55.6229,-32.5736,-171.189,-174.471
31945.4,10.6561,-66.2618,-36.1957,-167.359,-173.841
31945.4,10.6561,-66.2618,-39.5545,-167.359,-173.207
31945.4,10.6561,-66.2618,-42.8316,-167.359,-172.294
31945.5,10.6456,-76.6403,-46.194,-162.868,-171.233
31945.5,10.6456,-76.6403,-49.4675,-162.868,-170.234
31945.6,10.6456,-76.6403,-52.774,-162.868,-168.99
31945.6,10.6415,-86.7154,-56.1659,-157.735,-167.78
31945.6,10.6415,-86.7154,-59.5096,-157.735,-166.586
31945.8,10.6415,-86.7154,-62.819,-157.735,-165.205
31945.7,10.6312,-96.4484,-66.2245,-151.979,-163.762
31945.8,10.6312,-96.4484,-69.5518,-151.979,-162.324
31945.8,10.6312,-96.4484,-72.9142,-151.979,-160.655
31945.8,10.6211,-105.801,-76.339,-145.623,-159
31945.8,10.6211,-105.801,-79.6362,-145.623,-157.382
31945.9,10.6211,-105.801,-82.942,-145.623,-155.524
31945.9,10.6111,-114.736,-86.3087,-138.692,-153.669
31945.9,10.6111,-114.736,-89.5693,-138.692,-151.801
31946,10.6111,-114.736,-92.7955,-138.692,-149.729
31946,10.6258,-123.218,-96.0984,-131.214,-147.673
31946,10.6258,-123.218,-99.2392,-131.214,-145.655
31946.1,10.6258,-123.218,-102.401,-131.214,-143.41
31946.1,10.6159,-131.214,-105.567,-123.218,-141.113
31946.2,10.6159,-131.214,-108.596,-123.218,-138.917
31946.2,10.6159,-131.214,-111.63,-123.218,-136.48
31946.3,10.6159,-131.214,-114.663,-123.218,-134.059
31946.3,10.6061,-138.692,-117.542,-114.735,-131.908
31946.3,10.6061,-138.692,-120.132,-114.735,-130.048
31946.6,10.6061,-138.692,-122.623,-114.735,-128.025
31946.4,10.6024,-145.623,-125.152,-105.8,-125.798
31946.4,10.6024,-145.623,-127.574,-105.8,-123.443
31946.5,10.6024,-145.623,-130.028,-105.8,-120.777
31946.5,10.5928,-151.979,-132.526,-96.448,-118.103
31946.7,10.5928,-151.979,-134.921,-96.448,-115.462
31946.6,10.5928,-151.979,-137.324,-96.448,-112.582
31946.6,10.5774,-157.735,-139.73,-86.7153,-109.737
31946.7,10.5774,-157.735,-141.993,-86.7153,-106.945
31947,10.5774,-157.735,-144.259,-86.7153,-103.922
31946.7,10.5917,-162.869,-146.548,-76.64,-100.889
31946.8,10.5917,-162.869,-148.666,-76.64,-97.9354
31946.9,10.5917,-162.869,-150.769,-76.64,-94.7508
31947,10.5765,-167.359,-152.876,-66.2613,-91.5591
31946.9,10.5765,-167.359,-154.814,-66.2613,-88.5132
31947.1,10.5765,-167.359,-156.705,-66.2613,-85.2184
31947,10.5673,-171.19,-158.611,-55.6219,-81.9508
31947,10.5673,-171.19,-160.359,-55.6219,-78.7769
31947.1,10.5673,-171.19,-162.049,-55.6219,-75.3778
31947.2,10.5673,-171.19,-163.724,-55.6219,-71.9668
31947.2,10.5523,-174.345,-165.21,-44.7633,-68.9019
31947.2,10.5523,-174.345,-166.414,-44.7633,-66.0693
31947.3,10.5523,-174.345,-167.501,-44.7633,-63.0921
31947.3,10.5376,-176.811,-168.642,-33.728,-60.013
31947.5,10.5376,-176.811,-169.789,-33.728,-56.9197
31947.4,10.5376,-176.811,-170.989,-33.728,-53.555
31947.4,10.5345,-178.581,-172.143,-22.5588,-50.1748
31947.4,10.5345,-178.581,-173.102,-22.5588,-46.8504
31947.5,10.5345,-178.581,-173.987,-22.5588,-43.3031
31947.5,10.5543,-179.644,-174.88,-11.3019,-39.7594
31947.6,10.5543,-179.644,-175.626,-11.3019,-36.3058
31947.6,10.5543,-179.644,-176.344,-11.3019,-32.608
31947.5,10.5739,-180,-176.988,0,-29.0133
31947.7,10.5739,-180,-177.533,0,-25.4519
31947.7,10.5739,-180,-178.013,0,-21.715
31947.7,10.565,-179.644,-178.388,11.3019,-18.035
31947.7,10.565,-179.644,-178.691,11.3019,-14.4356
31947.7,10.565,-179.644,-178.867,11.3019,-10.6347
31947.8,10.5618,-178.581,-179.022,22.5588,-6.87289
31947.8,10.5618,-178.581,-179.124,22.5588,-3.26637
31947.9,10.5618,-178.581,-179.098,22.5588,0.557037
31947.9,10.5475,-176.811,-179.005,33.728,4.2797
31948,10.5475,-176.811,-178.918,33.728,7.904
31948,10.5475,-176.811,-178.705,33.728,11.7215
31948.1,10.5475,-176.811,-178.355,33.728,15.4939
31948.1,10.5944,-174.345,-178.047,44.7633,18.8871
31948.1,10.5944,-174.345,-177.79,44.7633,22.0172
31948.2,10.5944,-174.345,-177.429,44.7633,25.2705
31948.8,10.5856,-171.19,-176.894,55.6219,28.5938
31948.2,10.5856,-171.19,-176.337,55.6219,31.8542
31948.2,10.5856,-171.19,-175.653,55.6219,35.3624
31948.2,10.5714,-167.359,-174.839,66.2613,38.8184
31948.3,10.5714,-167.359,-174.061,66.2613,42.2163
31948.7,10.5714,-167.359,-173.21,66.2613,45.7742
31948.3,10.5683,-162.869,-172.219,76.64,49.3381
31948.4,10.5683,-162.869,-171.229,76.64,52.8047
31948.4,10.5683,-162.869,-170.157,76.64,56.3757
31948.5,10.5543,-157.735,-168.928,86.7153,59.9348
31948.5,10.5543,-157.735,-167.694,86.7153,63.3493
31948.6,10.5543,-157.735,-166.397,86.7153,66.9132
31948.6,10.5459,-151.979,-164.972,96.448,70.3443
31948.6,10.5459,-151.979,-163.584,96.448,73.7055
31948.7,10.5459,-151.979,-162.111,96.448,77.1876
31948.6,10.5484,-145.623,-160.474,105.8,80.5796
31948.7,10.5484,-145.623,-158.838,105.8,83.8886
31948.7,10.5484,-145.623,-157.139,105.8,87.296
31948.8,10.5401,-138.692,-155.335,114.735,90.5979
31948.8,10.5401,-138.692,-153.525,114.735,93.7754
31948.8,10.5401,-138.692,-151.657,114.735,97.0453
31948.9,10.5401,-138.692,-149.636,114.735,100.245
31948.9,10.5266,-131.214,-147.692,123.218,103.068
31949.1,10.5266,-131.214,-145.914,123.218,105.562
31949.1,10.5266,-131.214,-144.152,123.218,108.128
31949.1,10.5185,-123.218,-142.267,131.214,110.772
31949.1,10.5185,-123.218,-140.345,131.214,113.402
31949.2,10.5185,-123.218,-138.268,131.214,116.224
31949.2,10.5053,-114.736,-136.031,138.692,118.974
31949.2,10.5053,-114.736,-133.83,138.692,121.632
31949.3,10.5053,-114.736,-131.513,138.692,124.41
31949.3,10.4869,-105.801,-129.028,145.623,127.061
31949.4,10.4869,-105.801,-126.574,145.623,129.602
31949.4,10.4869,-105.801,-124.034,145.623,132.225
31949.4,10.4688,-96.4484,-121.358,151.979,134.74
31949.5,10.4688,-96.4484,-118.747,151.979,137.103
31949.9,10.4688,-96.4484,-116.033,151.979,139.622
31949.6,10.456,-86.7154,-113.205,157.735,141.971
31949.7,10.456,-86.7154,-110.422,157.735,144.168
31949.6,10.456,-86.7154,-107.548,157.735,146.458
31949.6,10.4485,-76.6403,-104.564,162.868,148.648
31949.7,10.4485,-76.6403,-101.599,162.868,150.658
31949.7,10.4485,-76.6403,-98.5901,162.868,152.769
31949.7,10.441,-66.2618,-95.4873,167.359,154.714
31949.8,10.441,-66.2618,-92.4117,167.359,156.497
31950.1,10.441,-66.2618,-89.2989,167.359,158.418
31949.9,10.441,-66.2618,-86.0397,167.359,160.193
31950,10.4337,-55.6229,-82.8724,171.189,161.575
31949.9,10.4337,-55.6229,-79.9001,171.189,162.785
31950,10.4337,-55.6229,-76.9831,171.189,164.167
31950,10.4264,-44.7638,-73.975,174.344,165.523
31950,10.4264,-44.7638,-70.9497,174.344,166.815
31950.1,10.4264,-44.7638,-67.8999,174.344,168.274
31950.1,10.4192,-33.7283,-64.6896,176.811,169.5
31950.1,10.4192,-33.7283,-61.5179,176.811,170.537
31950.2,10.4192,-33.7283,-58.2702,176.811,171.685
31950.2,10.4121,-22.5594,-54.8949,178.58,172.705
31950.3,10.4121,-22.5594,-51.5576,178.58,173.618
31950.3,10.4121,-22.5594,-48.1292,178.58,174.579
31950.3,10.405,-11.3016,-44.6182,179.644,175.324
31950.4,10.405,-11.3016,-41.131,179.644,176.032
31950.4,10.405,-11.3016,-37.6431,179.644,176.756
31950.4,10.398,0,-34.0167,180,177.313
31950.5,10.398,0,-30.485,180,177.823
31950.5,10.398,0,-26.8751,180,178.281
31950.5,10.3861,11.3016,-23.2222,179.644,178.628
31950.6,10.3861,11.3016,-19.6037,179.644,178.81
31950.7,10.3861,11.3016,-15.983,179.644,178.943
31950.6,10.3744,22.5594,-12.1967,178.58,179.064
31950.7,10.3744,22.5594,-8.56603,178.58,179.078
31950.7,10.3744,22.5594,-4.86291,178.58,179.045
31951,10.3744,22.5594,-1.10025,178.58,178.984
31950.8,10.3627,33.7283,2.58423,176.811,178.925
31950.8,10.3627,33.7283,5.99974,176.811,178.761
31950.9,10.3627,33.7283,9.37006,176.811,178.394
31950.9,10.3512,44.7638,12.8164,174.344,178.093
31951,10.3512,44.7638,16.1824,174.344,177.767
31951,10.3512,44.7638,19.5965,174.344,177.201
31951,10.3447,55.6229,23.0981,171.189,176.632
31951,10.3447,55.6229,26.5351,171.189,176.092
31951.1,10.3447,55.6229,30.0403,171.189,175.279
31951.1,10.3382,66.2618,33.5835,167.359,174.394
31951.1,10.3382,66.2618,37.0872,167.359,173.576
31951.2,10.3382,66.2618,40.616,167.359,172.61
31951.2,10.3317,76.6403,44.2309,162.868,171.578
31951.2,10.3317,76.6403,47.721,162.868,170.508
31951.3,10.3317,76.6403,51.2936,162.868,169.21
31951.3,10.3254,86.7154,54.8684,157.735,167.942
31951.3,10.3254,86.7154,58.3857,157.735,166.771
31951.4,10.3254,86.7154,61.8787,157.735,165.335
31951.3,10.319,96.4484,65.48,151.979,163.833
31951.3,10.319,96.4484,68.9199,151.979,162.391
31951.5,10.319,96.4484,72.3748,151.979,160.728
31951.7,10.319,96.4484,75.8685,151.979,159.044
31951.4,10.3175,105.801,79.2274,145.623,157.663
31951.4,10.3175,105.801,82.3208,145.623,156.471
31951.4,10.3175,105.801,85.3232,145.623,155.106
31951.4,10.3113,114.736,88.378,138.692,153.458
31951.5,10.3113,114.736,91.3373,138.692,151.688
31951.6,10.3113,114.736,94.3368,138.692,149.62
31951.5,10.3005,123.218,97.3758,131.214,147.552
31951.6,10.3005,123.218,100.334,131.214,145.574
31951.6,10.3005,123.218,103.317,131.214,143.322
31951.6,10.2991,131.214,106.323,123.218,141.07
31951.7,10.2991,131.214,109.243,123.218,138.865
31951.7,10.2991,131.214,112.128,123.218,136.449
31951.8,10.293,138.692,115.101,114.735,134.005
31951.7,10.293,138.692,117.935,114.735,131.665
31951.8,10.293,138.692,120.748,114.735,129.071
31951.8,10.2917,145.623,123.585,105.8,126.51
31951.8,10.2917,145.623,126.263,105.8,123.97
31952.3,10.2917,145.623,128.957,105.8,121.217
31951.8,10.2903,151.979,131.643,96.448,118.457
31952.1,10.2903,151.979,134.171,96.448,115.772
31951.9,10.2903,151.979,136.707,96.448,112.868
31951.9,10.2798,157.735,139.223,86.7153,109.954
31952,10.2798,157.735,141.579,86.7153,107.122
31952,10.2798,157.735,143.923,86.7153,104.053
31952.1,10.2798,157.735,146.244,86.7153,101.015
31952.1,10.274,162.869,148.369,76.64,98.2779
31952.3,10.274,162.869,150.257,76.64,95.7914
31952.1,10.274,162.869,152.03,76.64,93.2172
31952.1,10.2636,167.359,153.818,66.2613,90.4367
31952.2,10.2636,167.359,155.559,66.2613,87.5959
31952.2,10.2636,167.359,157.344,66.2613,84.4563
31952.3,10.2534,171.19,159.124,55.6219,81.3239
31952.2,10.2534,171.19,160.756,55.6219,78.2163
31952.3,10.2534,171.19,162.32,55.6219,74.9156
31952.3,10.2477,174.345,163.996,44.7633,71.5982
31952.3,10.2477,174.345,165.412,44.7633,68.3508
31952.3,10.2477,174.345,166.837,44.7633,64.896
31952.3,10.2422,176.811,168.271,33.728,61.4447
31952.4,10.2422,176.811,169.479,33.728,58.0954
31952.4,10.2422,176.811,170.693,33.728,54.5375
31952.4,10.2411,178.581,171.909,22.5588,51.021
31952.5,10.2411,178.581,172.896,22.5588,47.5496
31952.5,10.2411,178.581,173.838,22.5588,43.853
31952.5,10.2356,179.644,174.788,11.3019,40.1801
31952.6,10.2356,179.644,175.516,11.3019,36.6353
31952.6,10.2356,179.644,176.254,11.3019,32.9221
31952.6,10.2301,180,176.964,0,29.1757
31952.6,10.2301,180,177.48,0,25.6201
31952.8,10.2301,180,177.982,0,21.9247
31952.7,10.2301,180,178.396,0,18.2021
31952.7,10.2247,179.644,178.702,-11.3019,14.7745
31952.8,10.2247,179.644,178.933,-11.3019,11.6255
31952.8,10.2247,179.644,179.06,-11.3019,8.41007
31952.9,10.2193,178.581,179.164,-22.5588,5.09867
31952.8,10.2193,178.581,179.243,-22.5588,1.78133
31952.9,10.2193,178.581,179.197,-22.5588,-1.7517
31952.9,10.2533,176.811,179.075,-33.728,-5.2883
31953,10.2533,176.811,178.974,-33.728,-8.76207
31952.9,10.2533,176.811,178.745,-33.728,-12.4089
31953,10.2478,174.345,178.375,-44.7633,-16.0664
31953.1,10.2478,174.345,178.033,-44.7633,-19.571
31953,10.2478,174.345,177.63,-44.7633,-23.2616
31953.1,10.2468,171.19,177.074,-55.6219,-26.9321
31953.3,10.2468,171.19,176.503,-55.6219,-30.4569
31953.2,10.2468,171.19,175.774,-55.6219,-34.2305
31953.1,10.2414,167.359,174.956,-66.2613,-37.9188
31953.1,10.2414,167.359,174.172,-66.2613,-41.4933
31953.2,10.2414,167.359,173.312,-66.2613,-45.235
31953.2,10.2403,162.869,172.265,-76.64,-48.851
31953.2,10.2403,162.869,171.293,-76.64,-52.3745
31953.2,10.2403,162.869,170.212,-76.64,-56.0747
31953.2,10.2393,157.735,168.956,-86.7153,-59.6207
31953.3,10.2393,157.735,167.788,-86.7153,-63.1087
31953.3,10.2393,157.735,166.492,-86.7153,-66.7567
31953.3,10.2393,157.735,165.044,-86.7153,-70.2424
31953.3,10.2383,151.979,163.613,-96.448,-73.3784
31953.6,10.2383,151.979,162.437,-96.448,-76.2394
31953.3,10.2383,151.979,161.226,-96.448,-79.136
31953.6,10.2373,145.623,159.904,-105.8,-82.1108
31953.6,10.2373,145.623,158.455,-105.8,-85.0844
31953.4,10.2373,145.623,156.837,-105.8,-88.2596
31953.5,10.2321,138.692,155.082,-114.735,-91.379
31953.4,10.2321,138.692,153.333,-114.735,-94.3893
31953.4,10.2321,138.692,151.536,-114.735,-97.5609
31953.4,10.2269,131.214,149.464,-123.218,-100.648
31953.4,10.2269,131.214,147.554,-123.218,-103.61
31953.4,10.2269,131.214,145.535,-123.218,-106.707
31953.5,10.2259,123.218,143.286,-131.214,-109.707
31953.4,10.2259,123.218,141.175,-131.214,-112.582
31953.5,10.2259,123.218,138.955,-131.214,-115.58
31953.5,10.225,114.736,136.515,-138.692,-118.473
31953.5,10.225,114.736,134.234,-138.692,-121.198
31953.5,10.225,114.736,131.839,-138.692,-124.056
31953.8,10.2241,105.801,129.214,-145.623,-126.796
31953.5,10.2241,105.801,126.707,-145.623,-129.389
31953.5,10.2241,105.801,124.249,-145.623,-132.07
31953.6,10.2241,105.801,121.551,-145.623,-134.639
31953.5,10.2231,96.4484,118.849,-151.979,-136.787
31953.6,10.2231,96.4484,116.508,-151.979,-138.612
31953.6,10.2231,96.4484,114.112,-151.979,-140.465
31953.6,10.2593,86.7154,111.517,-157.735,-142.46
31953.6,10.2593,86.7154,109.089,-157.735,-144.574
31953.6,10.2593,86.7154,106.446,-157.735,-146.833
31953.6,10.3033,76.6403,103.568,-162.868,-148.933
31953.6,10.3033,76.6403,100.868,-162.868,-150.888
31953.7,10.3033,76.6403,97.9926,-162.868,-152.975
31953.6,10.3184,66.2618,94.912,-167.359,-154.882
31953.7,10.3184,66.2618,92.0101,-167.359,-156.672
31953.7,10.3184,66.2618,88.9733,-167.359,-158.56
31953.7,10.3171,55.6229,85.7163,-171.189,-160.29
31953.7,10.3171,55.6229,82.6716,-171.189,-161.869
31953.7,10.3171,55.6229,79.4877,-171.189,-163.499
31953.7,10.3117,44.7638,76.0478,-174.344,-165.016
31953.8,10.3117,44.7638,72.8912,-174.344,-166.312
31953.7,10.3117,44.7638,69.5525,-174.344,-167.737
31953.6,10.3347,33.7283,66.0502,-176.811,-169.049
31953.7,10.3347,33.7283,62.758,-176.811,-170.214
31953.7,10.3347,33.7283,59.3432,-176.811,-171.46
31953.6,10.3454,22.5594,55.7025,-178.58,-172.495
31953.6,10.3454,22.5594,52.3537,-178.58,-173.404
31953.6,10.3454,22.5594,48.845,-178.58,-174.387
31953.7,10.3454,22.5594,45.2451,-178.58,-175.204
31953.6,10.352,11.3016,41.6345,-179.644,-175.848
31953.7,10.352,11.3016,38.4356,-179.644,-176.508
31953.7,10.352,11.3016,35.1736,-179.644,-177.178
31953.7,10.3506,0,31.7237,-180,-177.632
31953.7,10.3506,0,28.5398,-180,-178.059
31953.7,10.3506,0,25.191,-180,-178.445
31953.7,10.3452,-11.3016,21.6672,-179.644,-178.752
31953.7,10.3452,-11.3016,18.332,-179.644,-178.905
31954,10.3452,-11.3016,14.9122,-179.644,-179.015
31953.7,10.3557,-22.5594,11.1954,-178.58,-179.132
31953.8,10.3557,-22.5594,7.80575,-178.58,-179.144
31954,10.3557,-22.5594,4.22743,-178.58,-179.108
31953.8,10.3543,-33.7283,0.466208,-176.811,-179.035
31953.8,10.3543,-33.7283,-3.04757,-176.811,-178.903
31953.9,10.3543,-33.7283,-6.67395,-176.811,-178.549
31953.9,10.3647,-44.7638,-10.5141,-174.344,-178.206
31953.8,10.3647,-44.7638,-14.0558,-174.344,-177.835
31953.8,10.3647,-44.7638,-17.6929,-174.344,-177.172
31953.8,10.3633,-55.6229,-21.5295,-171.189,-176.546
31954.1,10.3633,-55.6229,-25.0612,-171.189,-176.023
31953.9,10.3633,-55.6229,-28.8411,-171.189,-175.279
31953.9,10.358,-66.2618,-32.5958,-167.359,-174.459
31953.9,10.358,-66.2618,-36.1017,-167.359,-173.71
31953.9,10.358,-66.2618,-39.8263,-167.359,-172.699
31953.9,10.358,-66.2618,-43.5481,-167.359,-171.573
31953.9,10.3527,-76.6403,-47.2405,-162.868,-170.714
31954.1,10.3527,-76.6403,-50.4896,-162.868,-169.96
31954,10.3527,-76.6403,-53.8011,-162.868,-168.961
31954,10.3436,-86.7154,-57.2037,-157.735,-167.797
31954,10.3436,-86.7154,-60.3302,-157.735,-166.54
31954,10.3436,-86.7154,-63.5843,-157.735,-165.081
31954.2,10.35,-96.4484,-67.0163,-151.979,-163.639
31954.1,10.35,-96.4484,-70.1342,-151.979,-162.212
31954.1,10.35,-96.4484,-73.4206,-151.979,-160.581
31954.1,10.341,-105.801,-76.8354,-145.623,-158.929
31954.1,10.341,-105.801,-79.9855,-145.623,-157.306
31954.2,10.341,-105.801,-83.2626,-145.623,-155.442
31954.2,10.3359,-114.736,-86.6702,-138.692,-153.581
31954.2,10.3359,-114.736,-89.7909,-138.692,-151.739
31954.2,10.3359,-114.736,-92.9877,-138.692,-149.697
31954.3,10.3308,-123.218,-96.3716,-131.214,-147.691
31954.2,10.3308,-123.218,-99.3927,-131.214,-145.632
31954.4,10.3308,-123.218,-102.53,-131.214,-143.405
31954.2,10.3409,-131.214,-105.775,-123.218,-141.14
31954.2,10.3409,-131.214,-108.697,-123.218,-138.958
31954.3,10.3409,-131.214,-111.702,-123.218,-136.537
31954.2,10.3434,-138.692,-114.796,-114.735,-134.144
31954.3,10.3434,-138.692,-117.624,-114.735,-131.764
31954.3,10.3434,-138.692,-120.507,-114.735,-129.236
31954.3,10.3434,-138.692,-123.391,-114.735,-126.612
31954.3,10.3421,-145.623,-126.186,-105.8,-124.29
31954.3,10.3421,-145.623,-128.543,-105.8,-122.153
31954.3,10.3421,-145.623,-130.903,-105.8,-119.95
31954.3,10.3408,-151.979,-133.34,-96.448,-117.532
31954.3,10.3408,-151.979,-135.527,-96.448,-115.026
31954.6,10.3408,-151.979,-137.825,-96.448,-112.249
31954.3,10.3619,-157.735,-140.222,-86.7153,-109.476
31954.3,10.3619,-157.735,-142.343,-86.7153,-106.733
31954.3,10.3619,-157.735,-144.567,-86.7153,-103.772
31954.3,10.3569,-162.869,-146.858,-76.64,-100.76
31954.3,10.3569,-162.869,-148.862,-76.64,-97.843
31954.3,10.3569,-162.869,-150.937,-76.64,-94.7105
31954.3,10.3667,-167.359,-153.08,-66.2613,-91.5378
31954.3,10.3667,-167.359,-154.931,-66.2613,-88.4717
31954.6,10.3667,-167.359,-156.814,-66.2613,-85.1733
31954.5,10.3653,-171.19,-158.762,-55.6219,-81.8844
31954.3,10.3653,-171.19,-160.469,-55.6219,-78.6975
31954.4,10.3653,-171.19,-162.123,-55.6219,-75.2984
31954.3,10.3603,-174.345,-163.819,-44.7633,-71.8507
31954.4,10.3603,-174.345,-165.271,-44.7633,-68.5807
31954.7,10.3603,-174.345,-166.75,-44.7633,-65.0797
31954.7,10.3603,-174.345,-168.224,-44.7633,-61.5905
31954.6,10.37,-176.811,-169.444,-33.728,-58.4107
31954.5,10.37,-176.811,-170.376,-33.728,-55.4856
31954.5,10.37,-176.811,-171.293,-33.728,-52.4824
31954.5,10.3613,-178.581,-172.316,-22.5588,-49.3618
31954.5,10.3613,-178.581,-173.237,-22.5588,-46.208
31954.5,10.3613,-178.581,-174.194,-22.5588,-42.7911
31954.6,10.3527,-179.644,-175.065,-11.3019,-39.3896
31954.6,10.3527,-179.644,-175.771,-11.3019,-36.0083
31954.6,10.3527,-179.644,-176.45,-11.3019,-32.4267
31954.6,10.3442,-180,-177.094,0,-28.8699
31954.7,10.3442,-180,-177.609,0,-25.363
31954.7,10.3442,-180,-178.071,0,-21.6759
31954.6,10.343,-179.644,-178.447,11.3019,-18.0089
31954.7,10.343,-179.644,-178.733,11.3019,-14.4
31954.7,10.343,-179.644,-178.907,11.3019,-10.5908
31954.7,10.3525,-178.581,-179.05,22.5588,-6.85511
31954.9,10.3525,-178.581,-179.148,22.5588,-3.26163
31954.7,10.3525,-178.581,-179.114,22.5588,0.564148
31954.7,10.3656,-176.811,-179.02,33.728,4.31763
31954.8,10.3656,-176.811,-178.926,33.728,7.92533
31954.7,10.3656,-176.811,-178.713,33.728,11.7191
31954.8,10.3786,-174.345,-178.361,44.7633,15.4548
31954.8,10.3786,-174.345,-178.037,44.7633,19.1182
31954.9,10.3786,-174.345,-177.634,44.7633,22.893
31954.8,10.3786,-174.345,-177.049,44.7633,26.6228
31954.8,10.3737,-171.19,-176.494,55.6219,30.016
31954.8,10.3737,-171.19,-176.047,55.6219,33.1366
31954.8,10.3737,-171.19,-175.542,55.6219,36.3046
31954.8,10.3901,-167.359,-174.869,66.2613,39.5911
31954.8,10.3901,-167.359,-174.096,66.2613,42.8433
31954.8,10.3901,-167.359,-173.178,66.2613,46.2862
31954.8,10.4205,-162.869,-172.135,76.64,49.7055
31954.8,10.4205,-162.869,-171.158,76.64,53.0619
31954.9,10.4205,-162.869,-170.118,76.64,56.608
31954.9,10.4155,-157.735,-168.915,86.7153,60.0794
31954.9,10.4155,-157.735,-167.696,86.7153,63.4702
31954.9,10.4155,-157.735,-166.39,86.7153,67.0258
31954.9,10.4105,-151.979,-164.956,96.448,70.4652
31955,10.4105,-151.979,-163.564,96.448,73.805
31955,10.4105,-151.979,-162.09,96.448,77.2539
31955,10.4196,-145.623,-160.454,105.8,80.627
31955,10.4196,-145.623,-158.812,105.8,83.917
31955,10.4196,-145.623,-157.113,105.8,87.3161
31955.1,10.4181,-138.692,-155.305,114.735,90.643
31955,10.4181,-138.692,-153.504,114.735,93.837
31955.1,10.4181,-138.692,-151.604,114.735,97.1236
31955.3,10.4306,-131.214,-149.592,123.218,100.309
31955.1,10.4306,-131.214,-147.623,123.218,103.339
31955.1,10.4306,-131.214,-145.556,123.218,106.496
31955.3,10.4306,-131.214,-143.358,123.218,109.515
31955.1,10.4256,-123.218,-141.16,131.214,112.194
31955.1,10.4256,-123.218,-139.256,131.214,114.522
31955.1,10.4256,-123.218,-137.305,131.214,116.939
31955.1,10.4276,-114.736,-135.245,138.692,119.454
31955.1,10.4276,-114.736,-133.173,138.692,121.95
31955.1,10.4276,-114.736,-130.961,138.692,124.621
31955.1,10.4227,-105.801,-128.57,145.623,127.213
31955.1,10.4227,-105.801,-126.206,145.623,129.713
31955.2,10.4227,-105.801,-123.742,145.623,132.302
31955.2,10.4178,-96.4484,-121.116,151.979,134.818
31955.2,10.4178,-96.4484,-118.553,151.979,137.173
31955.2,10.4178,-96.4484,-115.879,151.979,139.699
31955.4,10.413,-86.7154,-113.08,157.735,142.044
31955.2,10.413,-86.7154,-110.316,157.735,144.223
31955.2,10.413,-86.7154,-107.446,157.735,146.497
31955.2,10.415,-76.6403,-104.488,162.868,148.667
31955.2,10.415,-76.6403,-101.531,162.868,150.682
31955.2,10.415,-76.6403,-98.5191,162.868,152.786
31955.2,10.4102,-66.2618,-95.4206,167.359,154.734
31955.2,10.4102,-66.2618,-92.3343,167.359,156.526
31955.4,10.4102,-66.2618,-89.23,167.359,158.434
31955.2,10.4088,-55.6229,-85.8985,171.189,160.21
31955.2,10.4088,-55.6229,-82.8272,171.189,161.811
31955.3,10.4088,-55.6229,-79.5896,171.189,163.495
31955.2,10.4088,-55.6229,-76.258,171.189,165.003
31955.2,10.404,-44.7638,-73.0003,174.344,166.164
31955.2,10.404,-44.7638,-69.9147,174.344,167.234
31955.2,10.404,-44.7638,-66.9016,174.344,168.498
31955.3,10.3993,-33.7283,-63.7636,176.811,169.705
31955.3,10.3993,-33.7283,-60.6967,176.811,170.708
31955.3,10.3993,-33.7283,-57.5329,176.811,171.821
31955.3,10.408,-22.5594,-54.2544,178.58,172.809
31955.4,10.408,-22.5594,-50.9981,178.58,173.703
31955.4,10.408,-22.5594,-47.6744,178.58,174.635
31955.3,10.4067,-11.3016,-44.2532,179.644,175.365
31955.4,10.4067,-11.3016,-40.8204,179.644,176.06
31955.4,10.4067,-11.3016,-37.3626,179.644,176.781
31955.4,10.402,0,-33.7527,180,177.345
31955.4,10.402,0,-30.2562,180,177.839
31955.4,10.402,0,-26.6886,180,178.295
31955.4,10.4073,11.3016,-23.0328,179.644,178.639
31955.4,10.4073,11.3016,-19.4402,179.644,178.823
31955.4,10.4073,11.3016,-15.7844,179.644,178.955
31955.4,10.4125,22.5594,-12.0239,178.58,179.074
31955.5,10.4125,22.5594,-8.35875,178.58,179.087
31955.5,10.4125,22.5594,-4.69292,178.58,179.051
31955.5,10.4079,33.7283,-0.894402,176.811,178.989
31955.5,10.4079,33.7283,2.75852,176.811,178.816
31955.5,10.4079,33.7283,6.43008,176.811,178.444
31955.5,10.4079,33.7283,10.2315,176.811,178.136
31955.5,10.4033,44.7638,13.8593,174.344,177.921
