Average timer callback time, Average topic callback time,Desired Position Motor #1,Present Position Motor #1,Desired Position Motor #2,Present Position Motor #2
31930.1,10.8125,-55.6229,15.5699,-171.189,-175.991
31930.1,10.8054,-66.2618,9.34926,-167.359,-175.509
31930.6,10.8054,-66.2618,3.10566,-167.359,-174.517
31930.2,10.8023,-76.6403,-3.30003,-162.868,-173.211
31930.2,10.7954,-86.7154,-9.40162,-157.735,-171.718
31930.3,10.7954,-86.7154,-15.6718,-157.735,-169.862
31930.3,10.7885,-96.4484,-21.9017,-151.979,-167.795
31930.4,10.7885,-96.4484,-28.1733,-151.979,-165.653
31930.5,10.7816,-105.801,-34.4442,-145.623,-163.319
31930.5,10.771,-114.736,-40.7595,-138.692,-160.865
31930.6,10.771,-114.736,-47.0942,-138.692,-158.121
31930.7,10.7605,-123.218,-53.3435,-131.214,-155.073
31930.7,10.75,-131.214,-59.6101,-123.218,-151.93
31930.8,10.75,-131.214,-65.9039,-123.218,-148.364
31930.9,10.7434,-138.692,-72.1762,-114.735,-144.584
31930.9,10.7368,-145.623,-78.4657,-105.8,-140.64
31931,10.7368,-145.623,-84.7394,-105.8,-136.405
31931.1,10.7453,-151.979,-90.9844,-96.448,-131.957
31931.1,10.7388,-157.735,-97.2725,-86.7153,-127.419
31931.2,10.7388,-157.735,-103.607,-86.7153,-122.545
31931.2,10.7472,-162.869,-109.834,-76.64,-117.46
31931.3,10.7472,-162.869,-115.927,-76.64,-112.297
31931.4,10.7407,-167.359,-121.904,-66.2613,-107.067
31931.5,10.7306,-171.19,-127.667,-55.6219,-101.832
31931.5,10.7306,-171.19,-133.234,-55.6219,-96.3662
31931.6,10.7206,-174.345,-138.577,-44.7633,-90.7378
31931.7,10.7106,-176.811,-143.606,-33.728,-85.0513
31931.8,10.7106,-176.811,-148.403,-33.728,-79.2296
31931.8,10.7044,-178.581,-152.89,-22.5588,-73.3428
31932.2,10.6945,-179.644,-157.004,-11.3019,-67.4276
31932.4,10.6945,-179.644,-160.779,-11.3019,-61.4554
31932,10.7029,-180,-164.262,0,-55.2332
31932.1,10.7029,-180,-167.176,0,-49.0655
31932.2,10.6968,-179.644,-169.665,11.3019,-43.0637
31932.2,10.6906,-178.581,-171.648,22.5588,-36.7727
31932.3,10.6906,-178.581,-173.168,22.5588,-30.547
31932.3,10.681,-176.811,-174.236,33.728,-24.2892
31932.4,10.6714,-174.345,-175.021,44.7633,-18.0978
31932.6,10.6714,-174.345,-175.539,44.7633,-12.0012
31932.5,10.669,-171.19,-175.659,55.6219,-5.64859
31932.5,10.6631,-167.359,-175.469,66.2613,0.623407
31932.6,10.6631,-167.359,-174.915,66.2613,6.93807
31932.7,10.6572,-162.869,-173.964,76.64,13.1425
31932.8,10.6572,-162.869,-172.794,76.64,19.2735
31932.8,10.6514,-157.735,-171.422,86.7153,25.5941
31932.9,10.6456,-151.979,-169.944,96.448,31.8969
31932.9,10.6456,-151.979,-168.25,96.448,38.2305
31933,10.6434,-145.623,-166.247,105.8,44.5156
31933,10.6376,-138.692,-164.048,114.735,50.8456
31933.1,10.6376,-138.692,-161.642,114.735,57.0844
31933.1,10.6319,-131.214,-158.894,123.218,63.4181
31933.2,10.6263,-123.218,-155.99,131.214,69.7114
31933.2,10.6263,-123.218,-152.876,131.214,76.0237
31933.3,10.6172,-114.736,-149.428,138.692,82.2874
31933.4,10.6172,-114.736,-145.853,138.692,88.5665
31933.4,10.6117,-105.801,-142.104,145.623,94.848
31933.5,10.6027,-96.4484,-138.266,151.979,101.097
31933.6,10.6027,-96.4484,-134.256,151.979,107.4
