Timestamp,Motor 1 Desired Position,Motor 2 Desired Position,Motor 3 Desired Position,Motor 4 Desired Position,Motor 5 Desired Position,Motor 6 Desired Position,Motor 7 Desired Position,Motor 8 Desired Position,Motor 9 Desired Position,Motor 10 Desired Position,Motor 11 Desired Position,Motor 12 Desired Position,Motor 13 Desired Position,Motor 14 Desired Position,Motor 15 Desired Position,Motor 16 Desired Position,Motor 17 Desired Position,Motor 18 Desired Position,Motor 19 Desired Position,Motor 20 Desired Position,Motor 21 Desired Position,Motor 1 Present Position,Motor 2 Present Position,Motor 3 Present Position,Motor 4 Present Position,Motor 5 Present Position,Motor 6 Present Position,Motor 7 Present Position,Motor 8 Present Position,Motor 9 Present Position,Motor 10 Present Position,Motor 11 Present Position,Motor 12 Present Position,Motor 13 Present Position,Motor 14 Present Position,Motor 15 Present Position,Motor 16 Present Position,Motor 17 Present Position,Motor 18 Present Position,Motor 19 Present Position,Motor 20 Present Position,Motor 21 Present Position,Motor 1 Present Current,Motor 2 Present Current,Motor 3 Present Current,Motor 4 Present Current,Motor 5 Present Current,Motor 6 Present Current,Motor 7 Present Current,Motor 8 Present Current,Motor 9 Present Current,Motor 10 Present Current,Motor 11 Present Current,Motor 12 Present Current,Motor 13 Present Current,Motor 14 Present Current,Motor 15 Present Current,Motor 16 Present Current,Motor 17 Present Current,Motor 18 Present Current,Motor 19 Present Current,Motor 20 Present Current,Motor 21 Present Current
1.7391e+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68894,6.04276,2.58709,0.131255,0.230952,77.9532,-7.93719,-18.464,-5.1003,-3.30863,1.05435,0,0,0.282074,0,0.0995556,0.0218856,-1.152,-0.634682,4.92099,-4.04166,0,0,0,0,0,-6,2,-5,-44,43,9,0,0,0,-3,-2,0,2,0,1,1
1.7391e+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68894,6.04276,2.58709,0.131255,0.230952,77.9532,-7.93719,-18.464,-5.1003,-3.30863,1.05435,0,0,0.282074,0,0.0995556,0.0218856,-1.152,-0.634682,4.92099,-4.04166,0,0,0,0,0,-6,3,-4,-43,45,9,0,0,0,-3,-2,0,2,0,-1,1
1.7391e+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68894,6.04276,2.58709,0.131255,0.230952,77.9532,-7.93719,-18.464,-5.1003,-3.30863,1.05435,0,0,0.282074,0,0.0995556,0.0218856,-1.152,-0.634682,4.92099,-4.04166,0,0,0,-1,0,-6,2,-5,-43,41,11,0,0,0,-3,-3,0,1,0,1,1
1.7391e+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68894,6.04276,2.58709,0.131255,0.230952,77.9532,-7.93719,-18.464,-5.1003,-3.30863,1.05435,0,0,0.282074,0,0.0995556,0.0218856,-1.152,-0.634682,4.92099,-4.04166,1,0,0,0,0,-6,3,-4,-44,43,10,0,0,0,-2,-3,0,2,0,0,0
1.7391e+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68894,6.04276,2.58709,0.131255,0.230952,77.9532,-7.93719,-18.464,-5.1003,-3.30863,1.05435,0,0,0.282074,0,0.0995556,0.0218856,-1.152,-0.634682,4.92099,-4.04166,0,0,0,0,0,-6,3,-3,-44,38,11,1,0,0,-3,-3,0,2,0,3,0
1.7391e+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68894,6.04276,2.58709,0.131255,0.230952,77.9532,-7.93719,-18.464,-5.1003,-3.30863,1.05435,0,0,0.282074,0,0.0995556,0.0218856,-1.152,-0.634682,4.92099,-4.04166,0,0,0,0,0,-6,2,-5,-42,39,12,0,0,0,-4,-3,0,2,0,1,1
1.7391e+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68894,6.04276,2.58709,0.131255,0.230952,77.9532,-7.93719,-18.464,-5.1003,-3.30863,1.05435,0,0,0.282074,0,0.0995556,0.0218856,-1.152,-0.634682,4.92099,-4.04166,0,0,0,0,0,-6,2,-4,-42,38,11,0,0,0,-3,-2,0,1,0,0,0
1.7391e+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68894,6.04276,2.58709,0.131255,0.230952,77.9532,-7.93719,-18.464,-5.1003,-3.30863,1.05435,0,0,0.282074,0,0.0995556,0.0218856,-1.152,-0.634682,4.92099,-4.04166,0,0,0,0,0,-7,2,-6,-43,38,10,0,0,0,-3,-3,0,1,0,0,0
1.7391e+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68894,6.04276,2.58709,0.131255,0.230952,77.9532,-7.93719,-18.464,-5.1003,-3.30863,1.05435,0,0,0.282074,0,0.0995556,0.0218856,-1.152,-0.634682,4.92099,-4.04166,0,0,0,0,0,-6,2,-4,-46,38,11,0,0,0,-3,-4,0,2,0,1,-2
1.7391e+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68894,6.04276,2.58709,0.131255,0.230952,77.9532,-7.93719,-18.464,-5.1003,-3.30863,1.05435,0,0,0.282074,0,0.0995556,0.0218856,-1.152,-0.634682,4.92099,-4.04166,0,0,0,0,0,-6,2,-4,-46,44,11,0,0,0,-3,-2,0,1,0,-1,0
1.7391e+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68894,6.04276,2.58709,0.131255,0.230952,77.9532,-7.93719,-18.464,-5.1003,-3.30863,1.05435,0,0,0.282074,0,0.0995556,0.0218856,-1.152,-0.634682,4.92099,-4.04166,0,0,0,0,0,-6,2,-4,-44,40,10,0,0,0,-3,-2,0,2,0,-1,1
1.7391e+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68894,6.04276,2.58709,0.131255,0.230952,77.9532,-7.93719,-18.464,-5.1003,-3.30863,1.05435,0,0,0.282074,0,0.0995556,0.0218856,-1.152,-0.634682,4.92099,-4.04166,0,0,0,0,0,-6,2,-3,-44,38,9,0,0,0,-2,-2,0,2,0,0,0
1.7391e+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68894,6.04276,2.58709,0.131255,0.230952,77.9532,-7.93719,-18.464,-5.1003,-3.30863,1.05435,0,0,0.282074,0,0.0995556,0.0218856,-1.152,-0.634682,4.92099,-4.04166,0,0,0,0,0,-7,2,-3,-47,40,7,0,0,0,-3,-4,0,1,0,0,-1
1.7391e+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68894,6.04276,2.58709,0.131255,0.230952,77.9532,-7.93719,-18.464,-5.1003,-3.30863,1.05435,0,0,0.282074,0,0.0995556,0.0218856,-1.152,-0.634682,4.92099,-4.04166,0,0,0,0,0,-6,2,-4,-46,39,10,0,0,0,-3,-3,0,2,0,0,0
1.7391e+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68894,6.04276,2.58709,0.131255,0.230952,77.9532,-7.93719,-18.464,-5.1003,-3.30863,1.05435,0,0,0.282074,0,0.0995556,0.0218856,-1.152,-0.634682,4.92099,-4.04166,0,0,0,0,0,-6,2,-2,-44,36,8,0,0,0,-2,-3,0,2,0,0,0
1.7391e+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68894,6.04276,2.58709,0.131255,0.230952,77.9532,-7.93719,-18.464,-5.1003,-3.30863,1.05435,0,0,0.282074,0,0.0995556,0.0218856,-1.152,-0.634682,4.92099,-4.04166,0,0,0,0,0,-6,2,-4,-49,38,7,0,0,0,-3,-3,0,2,0,-2,0
1.7391e+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68894,6.04276,2.58709,0.131255,0.230952,77.9532,-7.93719,-18.464,-5.1003,-3.30863,1.05435,0,0,0.282074,0,0.0995556,0.0218856,-1.152,-0.634682,4.92099,-4.04166,0,0,0,0,0,-6,2,-5,-48,40,12,0,0,0,-2,-3,0,2,0,0,0
1.7391e+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68894,6.04276,2.58709,0.131255,0.230952,77.9532,-7.93719,-18.464,-5.1003,-3.30863,1.05435,0,0,0.282074,0,0.0995556,0.0218856,-1.152,-0.634682,4.92099,-4.04166,0,0,0,0,0,-6,2,-4,-47,42,7,0,0,0,-3,-4,0,1,0,0,0
