Average timer callback time, Average topic callback time,Desired Position Motor #1,Present Position Motor #1,Desired Position Motor #2,Present Position Motor #2
31885.3,12.8521,114.736,-15.4293,-138.692,16.9304
31885.6,12.8881,86.7154,-15.3167,-157.735,19.4335
31885.9,12.875,55.6229,-14.5443,-171.189,20.9979
31886.2,12.8621,22.5594,-13.0588,-178.58,21.6557
31886.5,12.8699,-11.3016,-10.8662,-179.644,21.395
31886.7,12.8707,-44.7638,-7.9657,-174.344,20.1339
31886.8,12.8649,-86.7154,-4.63124,-157.735,17.715
31887.1,12.8523,-114.736,-1.13468,-138.692,14.5647
31887.4,12.8733,-138.692,2.35614,-114.735,10.8658
31889.1,12.8609,-157.735,5.67483,-86.7153,6.78163
31888.1,12.8289,-171.19,8.70661,-55.6219,2.14637
31888.7,12.8366,-178.581,11.3618,-22.5588,-2.79585
31888.8,12.8052,-179.644,13.5831,11.3019,-7.90519
31889.2,12.7871,-171.19,15.3067,55.6219,-12.8237
31889.6,12.7821,-157.735,16.4543,86.7153,-17.408
31890.1,12.7771,-138.692,17.0424,114.735,-21.395
31890.2,12.7911,-114.736,17.0152,138.692,-24.7182
31890.4,12.7987,-105.801,16.3653,145.623,-27.2877
31890.7,12.7688,-96.4484,15.0227,151.979,-28.9268
31891.4,12.7329,-86.7154,12.9376,157.735,-29.6225
31891.5,12.7037,-76.6403,10.1734,162.868,-29.3819
31891.8,12.6994,-66.2618,6.72702,167.359,-28.173
31892.2,12.6646,-55.6229,2.69253,171.189,-25.8145
31892.6,12.6303,-44.7638,-1.75294,174.344,-22.6856
31893.3,12.5964,-33.7283,-6.54269,176.811,-18.9416
31894.8,12.5629,-22.5594,-11.496,178.58,-14.6987
31893.6,12.5774,-11.3016,-16.0132,179.644,-10.1025
31894,12.5774,-11.3016,-19.2924,179.644,-5.19111
31894.4,12.5774,-11.3016,-21.5876,179.644,-0.013037
31895.1,12.5774,-11.3016,-23.0034,179.644,5.38074
31895.2,12.5774,-11.3016,-23.5435,179.644,10.9369
31895.6,12.5774,-11.3016,-23.2415,179.644,16.6388
31896.3,12.5774,-11.3016,-22.2575,179.644,22.4036
31896.8,12.5774,-11.3016,-20.8797,179.644,28.2643
31897.1,12.5774,-11.3016,-19.372,179.644,34.1902
31897.2,12.5774,-11.3016,-17.8909,179.644,40.2133
31897.6,12.5774,-11.3016,-16.5697,179.644,46.3953
31898.2,12.5774,-11.3016,-15.5168,179.644,52.3319
31898.7,12.5774,-11.3016,-14.6934,179.644,58.637
31898.7,12.5774,-11.3016,-14.0357,179.644,64.8462
31899.1,12.5774,-11.3016,-13.5215,179.644,71.1028
31899.5,12.5774,-11.3016,-13.1098,179.644,77.3594
31899.8,12.5774,-11.3016,-12.7641,179.644,83.6776
31900.2,12.5774,-11.3016,-12.4879,179.644,89.92
31900.5,12.5774,-11.3016,-12.2699,179.644,96.1695
31900.9,12.5774,-11.3016,-12.0941,179.644,102.413
31902,12.5774,-11.3016,-11.955,179.644,108.693
31902.4,12.5774,-11.3016,-11.8359,179.644,114.996
31902.2,12.5774,-11.3016,-11.7298,179.644,121.237
31902.3,12.5774,-11.3016,-11.6588,179.644,127.509
31902.6,12.5774,-11.3016,-11.5806,179.644,133.825
31903.1,12.5774,-11.3016,-11.5469,179.644,140.123
31903.2,12.5774,-11.3016,-11.4924,179.644,146.057
31903.5,12.5774,-11.3016,-11.4314,179.644,151.704
31903.8,12.5774,-11.3016,-11.4307,179.644,156.806
31904.1,12.5774,-11.3016,-11.4307,179.644,161.197
31904.4,12.5774,-11.3016,-11.4307,179.644,164.712
31904.9,12.5774,-11.3016,-11.43,179.644,167.586
31905,12.5774,-11.3016,-11.4156,179.644,169.892
31905.5,12.5774,-11.3016,-11.3841,179.644,171.767
31905.6,12.5774,-11.3016,-11.364,179.644,173.269
31906,12.5774,-11.3016,-11.3245,179.644,174.49
31906.4,12.5774,-11.3016,-11.3202,179.644,175.431
31906.7,12.5774,-11.3016,-11.3202,179.644,176.198
31906.7,12.5774,-11.3016,-11.3202,179.644,176.85
31907,12.5774,-11.3016,-11.3202,179.644,177.383
31907.2,12.5774,-11.3016,-11.3202,179.644,177.81
31907.4,12.5774,-11.3016,-11.3202,179.644,178.178
31908,12.5774,-11.3016,-11.3202,179.644,178.484
31908.2,12.5774,-11.3016,-11.3202,179.644,178.706
31908.2,12.5774,-11.3016,-11.3202,179.644,178.869
31908.5,12.5774,-11.3016,-11.3195,179.644,179.002
31909.7,12.5774,-11.3016,-11.3195,179.644,179.119
31909.3,12.5774,-11.3016,-11.3188,179.644,179.217
31909.6,12.5774,-11.3016,-11.3188,179.644,179.292
31909.5,12.5774,-11.3016,-11.3181,179.644,179.356
31909.8,12.5774,-11.3016,-11.3181,179.644,179.404
31910,12.5774,-11.3016,-11.3174,179.644,179.436
31910.3,12.5774,-11.3016,-11.3174,179.644,179.479
31910.8,12.5774,-11.3016,-11.3167,179.644,179.5
31911,12.5774,-11.3016,-11.3159,179.644,179.518
31911.2,12.5774,-11.3016,-11.3152,179.644,179.526
31911.2,12.5774,-11.3016,-11.3152,179.644,179.558
31911.5,12.5774,-11.3016,-11.3145,179.644,179.585
31911.8,12.5774,-11.3016,-11.3138,179.644,179.586
31912.5,12.5774,-11.3016,-11.3124,179.644,179.586
31912,12.5774,-11.3016,-11.303,179.644,179.586
31912.6,12.5774,-11.3016,-11.3009,179.644,179.586
31912.6,12.5774,-11.3016,-11.3009,179.644,179.589
31913,12.5774,-11.3016,-11.3009,179.644,179.591
31913.1,12.5774,-11.3016,-11.3009,179.644,179.593
31913.4,12.5774,-11.3016,-11.3009,179.644,179.597
31913.7,12.5774,-11.3016,-11.3009,179.644,179.604
31913.8,12.5774,-11.3016,-11.3009,179.644,179.616
31914,12.5774,-11.3016,-11.3009,179.644,179.617
31914.3,12.5774,-11.3016,-11.3009,179.644,179.617
31914.5,12.5774,-11.3016,-11.3009,179.644,179.617
31914.8,12.5774,-11.3016,-11.3009,179.644,179.617
31915,12.5774,-11.3016,-11.3009,179.644,179.617
31915.3,12.5774,-11.3016,-11.3009,179.644,179.618
31915.5,12.5774,-11.3016,-11.3009,179.644,179.618
31915.8,12.5774,-11.3016,-11.3009,179.644,179.62
31916,12.5774,-11.3016,-11.3009,179.644,179.621
31916.2,12.5774,-11.3016,-11.3009,179.644,179.621
31916.5,12.5774,-11.3016,-11.3009,179.644,179.622
31916.7,12.5774,-11.3016,-11.3009,179.644,179.623
31916.9,12.5774,-11.3016,-11.3009,179.644,179.624
31917.2,12.5774,-11.3016,-11.3009,179.644,179.625
31917.4,12.5774,-11.3016,-11.3009,179.644,179.628
31917.6,12.5774,-11.3016,-11.3009,179.644,179.636
31918.3,12.5774,-11.3016,-11.3009,179.644,179.661
31917.9,12.5774,-11.3016,-11.3009,179.644,179.671
31918,12.5774,-11.3016,-11.3009,179.644,179.671
31918.3,12.5774,-11.3016,-11.3009,179.644,179.671
31918.5,12.5774,-11.3016,-11.3009,179.644,179.671
31918.7,12.5774,-11.3016,-11.3009,179.644,179.671
31918.9,12.5774,-11.3016,-11.3009,179.644,179.671
31919.1,12.5774,-11.3016,-11.3009,179.644,179.671
31919.3,12.5774,-11.3016,-11.3009,179.644,179.671
31919.5,12.5774,-11.3016,-11.3009,179.644,179.671
31919.8,12.5774,-11.3016,-11.3009,179.644,179.671
31919.9,12.5774,-11.3016,-11.3009,179.644,179.669
31920.2,12.5774,-11.3016,-11.3009,179.644,179.669
31920.5,12.5774,-11.3016,-11.3009,179.644,179.668
31920.8,12.5774,-11.3016,-11.3009,179.644,179.668
31920.8,12.5774,-11.3016,-11.3009,179.644,179.667
31921.6,12.5774,-11.3016,-11.3009,179.644,179.666
31921.2,12.5774,-11.3016,-11.3009,179.644,179.666
31921.6,12.5774,-11.3016,-11.3009,179.644,179.665
31921.5,12.5774,-11.3016,-11.3009,179.644,179.663
31921.8,12.5774,-11.3016,-11.3009,179.644,179.662
31921.9,12.5774,-11.3016,-11.3009,179.644,179.662
31922.3,12.5774,-11.3016,-11.3009,179.644,179.661
31922.5,12.5774,-11.3016,-11.3009,179.644,179.66
31922.5,12.5774,-11.3016,-11.3009,179.644,179.66
31922.7,12.5774,-11.3016,-11.3009,179.644,179.659
31923.1,12.5774,-11.3016,-11.3009,179.644,179.659
31923.1,12.5774,-11.3016,-11.3009,179.644,179.657
31923.5,12.5774,-11.3016,-11.3009,179.644,179.657
31923.4,12.5774,-11.3016,-11.3009,179.644,179.657
31923.7,12.5774,-11.3016,-11.3009,179.644,179.657
31923.8,12.5774,-11.3016,-11.3009,179.644,179.656
31924,12.5774,-11.3016,-11.3009,179.644,179.656
31924.2,12.5774,-11.3016,-11.3009,179.644,179.655
31924.4,12.5774,-11.3016,-11.3009,179.644,179.655
31924.5,12.5774,-11.3016,-11.3009,179.644,179.655
31924.7,12.5774,-11.3016,-11.3009,179.644,179.654
31924.9,12.5774,-11.3016,-11.3009,179.644,179.654
31925.2,12.5774,-11.3016,-11.3009,179.644,179.654
31925.4,12.5774,-11.3016,-11.3009,179.644,179.653
31925.8,12.5774,-11.3016,-11.3009,179.644,179.653
