theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,frame
-96.9011610740358,84.4381453573956,-4.63288633350322,37.6983021610535,97.5344129373218,83.9994496164646,14.580118723544,-41.8411616974429,0,0,0,0,0
-98.8429574549851,84.075262425131,-4.56160328604288,36.5984083826437,98.1474627361608,84.2993848655723,14.7102686810724,-37.7793844602504,0,0,0,0,0
-99.2317043027203,84.2003103675467,-4.59838261600462,36.5984083826437,98.3559254610783,85.0616398464946,12.417954302263,-36.5984083826436,0,0,0,0,0
-98.8631144485498,83.8939324900257,-4.50823922224429,36.5984083826437,98.1811409292782,84.7612742269617,12.3318835480135,-36.5984083826437,0,0,0,0,0
-98.7009252451881,83.7948324580161,-4.47905895684674,36.5984083826437,98.0077096716885,84.6282976226485,12.2937514503861,-36.5984083826437,0,0,0,0,0
-98.7541354138192,84.3964449821875,-2.13378594274694,36.5984083826437,98.0019366701226,84.5256141860689,12.2642943271661,-36.5984083826436,0,0,0,0,0
-98.4094744386501,83.7137345801238,-4.45517096443274,36.5984083826437,97.8779246645867,84.4432523062259,12.2406593101805,-36.5984083826437,0,0,0,0,0
-98.1418432088014,83.679691901717,-4.44514112701006,36.5984083826437,97.69953306439,84.347333795819,12.2131253271083,-36.5984083826437,0,0,0,0,0
-97.8417509803028,83.6932632853539,-4.44913976581666,36.5984083826437,97.5267775122458,84.328151047163,12.2076176696862,-36.5984083826437,0,0,0,0,0
-97.6835403952634,83.7581815357867,-4.46826410654515,36.5984083826437,97.515899865122,84.2596957598623,12.1879600037956,-36.5984083826437,0,0,0,0,0
-97.2906751358873,83.7966798147825,-4.47960302003526,36.5984083826438,97.3320263751712,84.1972116150325,12.1700127258179,-36.5984083826437,0,0,0,0,0
-96.9059421808487,83.8144653106886,-4.48484080532971,36.5984083826438,97.123779224058,84.0881181231616,12.1386679231317,-36.5984083826437,0,0,0,0,0
-96.558339676719,83.8658617720669,-4.49997487650965,36.5984083826438,96.9354172170011,83.9591649206101,12.1016004035931,-36.5984083826437,0,0,0,0,0
-96.1737280959281,83.8565539196181,-4.49723433636542,36.5984083826438,96.8142785917707,83.848034498592,12.0696412985556,-36.5984083826437,0,0,0,0,0
-96.0423473979174,83.7706135244276,-4.4719258946119,36.5984083826438,96.8071811253203,83.6825876317218,12.0220359113024,-36.5984083826436,0,0,0,0,0
-95.6325898923091,83.7275808411512,-4.45925003237842,36.5984083826437,96.6639298763315,83.5583853838912,11.9862773975113,-36.5984083826437,0,0,0,0,0
-95.3379244347653,83.6732727520215,-4.44324972847335,36.5984083826437,96.4891275075329,83.4460520205792,11.953920315552,-36.5984083826439,0,0,0,0,0
-95.122633051621,83.5920804871778,-4.41932223012208,36.5984083826437,96.2201250732429,83.2982450180339,11.9113220562993,-36.5984083826437,0,0,0,0,0
-94.7481850041362,83.5349612632917,-4.40248434380369,36.5984083826437,95.7982886982983,83.2204267942828,11.8858357880212,-36.719793368283,0,0,0,0,0
-94.5851537678765,83.5269718995098,-4.40012888428369,36.5984083826438,95.6990295641642,83.103660852244,11.8399346798797,-37.1876963605272,0,0,0,0,0
-94.2613321926621,83.516808493426,-4.39713235166125,36.5984083826437,95.6150983168349,82.9388457238972,11.7652061203145,-38.174323066132,0,0,0,0,0
-93.9743024827684,83.4675861413951,-4.38261806986895,36.5984083826437,95.4840416272278,82.8291442856554,11.711772012604,-38.9266249255704,0,0,0,0,0
-93.5581436848735,83.431011898307,-4.37183143075389,36.5984083826437,95.3164785111234,82.728483499741,11.6529525296462,-39.9472184144093,0,0,0,0,0
-93.2320250233221,82.7216308347015,-6.66162574981559,37.2606399193277,95.2265510471034,82.6427466166807,11.5905786962948,-41.2443087747606,0,0,0,0,0
-93.0852161959051,82.6471198379111,-6.60674475867373,38.051289315975,95.0949757242607,82.5366395291553,11.517030318308,-42.6751492907991,0,0,0,0,0
-92.4255651240892,82.6618295560192,-6.55716950407393,39.3816586686579,94.2473723319471,81.7288827761083,13.7741857969052,-44.1142928584472,0,0,0,0,0
-92.0054231132594,82.6598867977968,-6.52243388449447,40.2287121990969,93.8316666810064,81.6914226784761,13.7339787561356,-45.184323527699,0,0,0,0,0
-91.5171522397684,82.6660778336825,-6.47913186354039,41.3652084032634,93.311832523564,81.6739979460078,13.6928307680659,-46.6115920821625,0,0,0,0,0
-91.0500051844745,82.7130431712243,-6.45166149753023,42.4706247814434,92.8779556040808,81.6752079303536,13.6625235834707,-47.9316691320893,0,0,0,0,0
-90.0762836449453,82.0733093558237,-8.74648508672343,43.8601421945015,92.1091666391371,81.7655754930283,13.6600585592004,-49.6714717996841,0,0,0,0,0
-88.9658564807045,82.3693115598574,-8.80652631514663,45.1817291528903,90.7939211369096,81.0756727825735,15.9835805195165,-51.0404076967514,0,0,0,0,0
-88.5562158826062,82.429793671995,-8.77129679193537,46.9418379127053,90.6159974091941,81.0911273399484,15.9661261018267,-52.4782813859105,0,0,0,0,0
-87.5876665224869,81.8092644001181,-11.0991931521434,48.178367715337,89.9482172229346,81.2703600225699,16.0274502001694,-53.4400814707562,0,0,0,0,0
-86.6328315141961,81.9256764895021,-11.1172577062157,49.1573940942105,89.2441483265943,81.2893037092435,16.0319216764379,-53.7146715104177,0,0,0,0,0
-85.5174932091597,82.2595174308527,-11.2164362647532,50.5379447227291,88.1899288715757,81.4508443572831,16.0927802437012,-54.4348570571398,0,0,0,0,0
-84.3312462651659,82.590708142425,-11.3432801147934,50.9375409816552,86.8824024927423,81.6460999344387,16.1776170219108,-54.37795464306,0,0,0,0,0
-83.6932287572388,81.9003109445161,-13.6873358055987,51.0644038297951,86.1377957007072,80.7879948173128,18.4630562655006,-54.5442487770932,0,0,0,0,0
-82.7571143393485,82.0670488527479,-13.749684270716,51.4076569242135,85.047269166009,81.039575722975,18.5689637166202,-54.8032250484518,0,0,0,0,0
-82.197279663348,81.9092087746073,-13.6780786136851,51.7895280056446,84.656795127295,80.912462086512,18.5113753476617,-55.2814968865112,0,0,0,0,0
-81.1222389871296,81.9843863897772,-13.6952830730002,52.6376704237069,83.5709350809725,80.9378249352276,18.5191003586664,-55.8659226292675,0,0,0,0,0
-81.0958944533918,81.7186040293846,-13.5586363685964,54.0124220041793,83.1714371654754,80.6390940637482,18.3780603621639,-57.3115628639275,0,0,0,0,0
-80.2103445524386,81.5508998428019,-13.4765469453285,54.5109486942614,82.0327739460866,80.4638159129299,18.2940287582327,-57.9870642314494,0,0,0,0,0
-78.6645305229991,80.4719512933603,-15.6631984017573,54.7169439206066,80.4463847843497,80.2824835115609,18.2069129433694,-58.4902536851043,0,0,0,0,0
-77.8635056555996,80.2624691899615,-15.5577560259971,55.3936976401852,79.6513934916605,79.9752241383667,18.0544712268171,-59.5176699748835,0,0,0,0,0
-76.7958152240322,80.0590539633933,-15.4643738527617,55.5350710901013,78.7046707890979,79.7130047656127,17.9268300886298,-59.8373235036333,0,0,0,0,0
-76.0795448364706,79.7968262609525,-15.3372244417564,55.9646053102796,78.0908352702122,79.3792035354567,17.7585358305599,-60.5031574700911,0,0,0,0,0
-75.6786829310417,79.1009640306108,-15.0086436406478,56.460484135552,77.2942000800292,78.6029759320238,17.3772257676946,-60.7641980144466,0,0,0,0,0
-74.6800841998087,78.4780684486775,-14.6868506622616,57.5271849699856,76.2726785700616,78.1548908932637,17.1351798755603,-61.7391347530233,0,0,0,0,0
-74.2277441254288,77.7884650210309,-14.3270219459022,58.4320021355948,75.7227641204659,77.5377975876161,16.8051954289467,-62.5024597538225,0,0,0,0,0
-73.8510531108904,77.237226608768,-13.9860991429273,60.1790959538358,74.9249621222223,77.0645530349359,16.5244863478777,-63.7694889039314,0,0,0,0,0
-72.9454017227568,76.6573299640117,-13.6542779745228,61.0690394889143,73.5149996291694,76.4152223994014,16.1558278109304,-64.5629397029781,0,0,0,0,0
-72.3931261968216,76.2187935729049,-13.4033022229939,61.6059560578893,73.0114625608993,76.0298060095155,15.91619592627,-65.4363205270786,0,0,0,0,0
-72.2275784071925,75.8536467572721,-13.1523255164056,62.7592342940483,73.0563924620811,75.5710443083475,15.6263581983082,-66.3885316848547,0,0,0,0,0
-71.9867712945005,75.4620203446882,-12.9515441826143,62.6456249537267,73.0087380549175,75.3904908374466,15.5042113246148,-66.8960131178204,0,0,0,0,0
-70.4936784087797,75.2720558025428,-12.8697795852208,62.3276577539691,71.5834604956066,75.2803704291957,15.4337863371829,-67.0941055684458,0,0,0,0,0
-69.1727819599175,74.8944012276453,-12.6617580156016,62.4621915200701,70.024484302976,73.7849398829911,17.4019371522745,-67.7263947418845,0,0,0,0,0
-67.7844026942418,74.7317451722943,-12.6138337178722,61.8684703160208,68.8178473635907,73.6309773613216,17.3564144485703,-66.857947616155,0,0,0,0,0
-66.861247260445,74.2772445838519,-12.3844853931062,61.720433096715,68.0157376668572,73.0713446860135,17.0376268537767,-66.957167626041,0,0,0,0,0
-65.3113115691338,73.0272893939891,-14.5265939607067,61.5767517146661,66.2851711281266,71.6535062651157,19.1119384547713,-66.6877749297937,0,0,0,0,0
-65.1627868923483,71.6039874230097,-13.6611553535803,62.9350639922946,65.7630456156389,70.3625386065758,18.3056260172551,-67.8927052321625,0,0,0,0,0
-64.8869224699511,69.5523807159551,-15.2980138672833,63.7392595961708,65.1453611955951,68.4013846742995,20.007018645051,-68.7887828814008,0,0,0,0,0
-63.8653161698826,69.1526134905239,-14.9836703079361,64.6980454077517,64.4514292529315,67.9274271657702,19.653319595983,-69.7554537200048,0,0,0,0,0
-61.9565648909074,67.4038058247325,-16.8595793602819,64.7726341554382,62.251616346582,66.1233817224453,21.4969138076649,-70.0880785242052,0,0,0,0,0
-60.1062198402832,66.8888187324635,-16.6174809381696,64.2479935445742,60.2000349841275,65.7465524192552,21.3510713115816,-69.1035481704824,0,0,0,0,0
-57.6656950036869,66.7503443043628,-16.6555516544466,63.1441026989172,57.9607370246328,65.5313136239824,21.3705759397865,-67.4159267339878,0,0,0,0,0
-54.8684343096497,66.8136545571407,-16.7572871732048,62.5247977589614,54.4352339298353,64.7577708368108,23.9861902134213,-66.1105324366495,0,0,0,0,0
-53.0046093614448,66.363709299196,-16.5861318964838,61.8055547285515,52.5336117585207,64.6157574089407,23.9617252784049,-65.4774434979863,0,0,0,0,0
-50.6705558774417,65.5470375284971,-19.1435228358122,60.627844286571,50.6395445567051,65.1573666780853,24.385556942289,-64.0150733563906,0,0,0,0,0
-47.05608283556,66.7979470224471,-20.0599101687601,58.0518240602707,46.4729517471948,65.7066741979977,27.75127556246,-61.524053217919,0,0,0,0,0
-45.3567773092577,67.5172807509692,-20.5547670930927,56.5871098683075,44.933999902602,66.4960664568719,28.2237455060889,-60.2515855934377,0,0,0,0,0
-42.7905199068328,68.3750448614383,-21.1584011871825,54.3795544970711,42.4505633281712,67.3841459642224,28.8123679769308,-57.5555606965925,0,0,0,0,0
-40.9573174005363,69.5254073299361,-19.0518980291794,52.9588032048188,40.7402876169774,68.4976127639652,26.6379285582902,-55.804932884534,0,0,0,0,0
-39.3654547338116,69.5533800902923,-19.1748449147749,51.7407568374327,39.1930476283522,68.7615882835372,26.870575846358,-54.0402196416132,0,0,0,0,0
-37.4868009905862,70.1130165025623,-19.5210944253704,50.536712952605,37.5084207896989,69.8159479487957,27.3871483070905,-52.8052325016176,0,0,0,0,0
-36.0837760481375,71.5399722593816,-17.5244545433393,49.2802824711536,36.4516699543252,71.5523304494192,25.44506931653,-51.5997000569372,0,0,0,0,0
-34.8714827918153,72.2057604181443,-17.8174855501901,49.0074710833216,34.809515964842,72.2169796244417,25.7594174777859,-50.6355079110285,0,0,0,0,0
-32.4931698282305,73.2253236708052,-18.33577289249,47.47555702204,32.1656927641062,73.2351309940509,26.2543365385866,-48.4113187711458,0,0,0,0,0
-30.3335420443955,73.7084132797038,-18.6202202082682,46.0385521997915,29.6418469788464,73.4618305475658,26.4301331918754,-46.4307921044192,0,0,0,0,0
-28.2943622280784,74.2346924635182,-18.9051000186428,44.6659488373347,27.2883642195341,73.9079778910846,26.6646671811559,-44.7161444857589,0,0,0,0,0
-26.0834617137115,74.7019149953764,-19.9173202057891,43.1889005846994,24.9046820575079,74.6202341253098,26.9745647857578,-43.0272961146084,0,0,0,0,0
-23.9530557029689,75.2516269951141,-20.4655825322417,41.8795520689656,22.6132901488922,75.3745921984487,27.2887581505829,-41.1531411456151,0,0,0,0,0
-22.0069446338695,75.8342270350601,-20.9625704812146,40.6432429353141,20.5990519180797,76.1089677415885,27.7258761346033,-39.7776372307094,0,0,0,0,0
-20.1301223469217,76.3521250366811,-21.3888532883938,39.3653788545159,18.8256298318758,76.866295756081,28.1405985704629,-38.4944748960258,0,0,0,0,0
-18.8712692382978,76.6841502064193,-21.6519070396536,38.4067358598861,17.6183107703446,77.4117016135523,28.4085370228083,-37.5089595449436,0,0,0,0,0
-18.1286858777634,77.080609709365,-21.8653442842697,37.6089013303146,16.9522790387586,78.0320698210474,28.6430938024627,-36.6427977524557,0,0,0,0,0
-17.6131261101064,77.384495232945,-22.0164470418439,36.9350289439205,16.7179864071905,78.3610191684127,28.758779298231,-36.5984083826437,0,0,0,0,0
-17.4653359013352,77.4869356553182,-22.0626339812614,36.5984083826437,16.7423220841634,78.5279977104757,28.8078284984421,-36.5984083826436,0,0,0,0,0
-17.52172934425,77.5007436080074,-22.0607490148285,36.5984083826437,16.7940047328476,78.5606280349611,28.8145780106924,-36.5984083826437,0,0,0,0,0
-17.6614019319334,77.4958490478321,-22.0437484022119,36.5984083826437,16.9871837522512,78.5832368964997,28.8097720621128,-36.5984083826436,0,0,0,0,0
-17.7894802342572,77.4763567769086,-22.0233029252758,36.5984083826437,17.1442101146168,78.636908895568,28.8169465030027,-36.5984083826437,0,0,0,0,0
-18.1235604741116,77.7175343407717,-22.0649896992734,36.5984083826437,17.6242791527196,78.9208052244364,28.4263989200435,-36.5984083826437,0,0,0,0,0
-18.44109933408,77.7952147948472,-22.0568472507005,36.5984083826437,17.9567858543289,78.9574230523763,28.4359244985947,-36.5984083826437,0,0,0,0,0
-18.6378060657351,77.9368347136352,-22.0837690987277,36.5984083826437,18.2520496027706,79.095257174383,28.4717580553246,-36.5984083826437,0,0,0,0,0
-18.7630673622316,77.9475656608237,-22.0744531685873,36.5984083826437,18.434859486688,79.1714284438566,28.4915460162352,-36.5984083826436,0,0,0,0,0
-18.8377756621837,77.9333314160413,-22.061870087851,36.5984083826437,18.5168143065118,79.1486589255491,28.4856319866214,-36.5984083826437,0,0,0,0,0
-18.785556924882,77.8731563396031,-22.046808689871,36.5984083826438,18.5192518294657,79.0745538299094,28.4663778831893,-36.5984083826436,0,0,0,0,0
-18.9580652903267,77.8739761443509,-22.0289892818217,36.5984083826438,18.700019986791,79.0330943572486,28.4556014903875,-36.5984083826437,0,0,0,0,0
-19.0383944971621,77.9309614403811,-22.0402195571881,36.5984083826437,18.8497817553351,79.0918089679049,28.4708620246284,-36.5984083826437,0,0,0,0,0
-19.2150242783491,77.8958479142163,-22.0095879417555,36.5984083826437,18.9790000791494,79.0197878444152,28.4521421214294,-36.5984083826438,0,0,0,0,0
-19.5103003848234,77.9658227106554,-22.003355825138,36.5984083826437,19.1837735225412,78.9336829205137,28.4297491396998,-36.5984083826437,0,0,0,0,0
-19.8498671194259,78.040605837812,-21.9965817700032,36.6970033626024,19.463003065281,79.0177755138691,28.4516189365297,-36.5984083826438,0,0,0,0,0
-20.3559131423667,78.0692722524534,-21.9586060082064,36.89226486987,19.7964185966879,78.9936375150926,28.4453427348851,-36.5984083826438,0,0,0,0,0
-20.9799168689984,77.9631093434848,-21.8627322632655,37.3433567406902,20.2590427071376,78.9585320938931,28.4362129607855,-36.5984083826437,0,0,0,0,0
-21.5003772803788,77.6060763708135,-22.9456755095068,37.5939854136098,20.8168140153465,78.8861508159281,28.4167474109388,-36.6277769065896,0,0,0,0,0
-22.3044193818184,77.4456000680903,-22.8762054931381,38.1720525405216,21.7071213534733,78.6437775688744,28.3368887201053,-37.3591322489808,0,0,0,0,0
-22.9661905704297,77.3618620629783,-22.8386521244641,38.4947394287355,22.5091733080571,78.572833583777,28.3066363200063,-37.8662271982573,0,0,0,0,0
-23.7418887897531,77.2793223561993,-22.7966099107183,38.9265356882295,23.2963147042738,78.4798375137449,28.270529563346,-38.3577849151912,0,0,0,0,0
-24.3572625551512,77.158739110568,-22.7529819597421,39.1180155798552,24.0623627456677,78.4090326409582,28.2407669303921,-38.8259290929033,0,0,0,0,0
