J17_X,J17_Z-105,J17_Y,-J19_Y+90,-J21_X,-J21_Y,J21_Z,J16_X,J16_Z+105,J16_Y,J18_Y+90,J20_X,J20_Y,J20_Z
44.98941143080503,-22.10925522196493,-69.59878238175621,71.69419598435681,-10.65229450556938,4.099925585380283,-1.3315862224120436,-134.15052580492664,189.8813443655767,-110.80660225384493,69.72718267036328,11.096869130762778,3.944466880531726,0.5982436797110199
44.723835603479706,-22.043052288618014,-68.95003651046453,71.36038070669441,-10.670906920807028,4.090597722606713,-1.308187393866027,-134.38749772792985,189.94299141206514,-111.45120147959538,69.36663213166509,11.117286041651388,3.922854781453632,0.5925499891653365
44.515558617265036,-22.008873603269194,-68.48178311162229,71.32429756247788,-10.702543568908318,4.097280120637874,-1.2915360960688078,-134.6211081684735,190.02470000586706,-112.07492548554414,69.02136090583296,11.134900360346668,3.9246229997805497,0.5905885588004787
44.190840450155925,-21.95369303870369,-67.816546178093,71.24494358847245,-10.732539142336512,4.098279504195587,-1.3133665904807013,-134.91380739959658,190.01767476417075,-112.78997191880195,68.83485299480681,11.199376503669201,3.924835267066985,0.6267630709383403
43.86090529827376,-21.95311127849763,-67.00775716225219,71.26828638333123,-10.813426627626953,4.124212446184494,-1.3132659443915107,-135.2727602250531,190.13818930256352,-113.67849623990541,68.7003730374149,11.26797870188868,3.9272527191671616,0.6497741694293814
43.4415841375897,-22.198217156080702,-66.1597018957683,70.93337334021703,-10.855872174383395,4.123142433226666,-1.3465136426500561,-135.5710607998774,189.96225203441688,-114.56075262867661,68.25972998219918,11.30539939913438,3.891291947113858,0.6724638604554966
43.19282518529826,-22.242881725722796,-65.6222622810307,70.86314724676011,-10.92243136321172,4.134308043897185,-1.3998588336137365,-135.77526631237754,189.7652145387455,-114.9297439470421,68.77031102638932,11.403558329817509,3.9637284200232914,0.6801250284715656
42.782787539363134,-22.52591180484795,-64.58918709370805,70.69987182425297,-10.988184176620901,4.092994518919118,-1.401338759986039,-136.185180287456,189.32884519433028,-115.94258243846798,68.4644215336298,11.535069012537429,3.9323145020177583,0.6605367849346103
42.39251650614921,-22.661277825797384,-63.67940572601059,70.97440011037611,-11.150026768666892,4.128642567445009,-1.4117764639302475,-136.42601776312674,188.9679059915176,-116.71366545883805,68.77324845070571,11.719734012084773,3.9474577266920563,0.6126874766017274
42.06147779950037,-22.864805970968163,-62.63528046298707,70.91361374896135,-11.337690499162127,4.110978840515833,-1.2904488389452633,-136.75900580539977,188.54636519604605,-117.57734454025744,69.16051280762383,11.958693489785187,3.9785580269996315,0.498535289516195
41.47408360547961,-23.393358717678694,-61.21695291267388,70.46754055777885,-11.443327961469253,3.994636704289667,-1.2531870729389785,-137.27687813076827,187.8142039100427,-118.92891554020403,68.60262144508039,12.195077223082041,3.8242698088914158,0.45167780520692535
40.84652260052082,-23.867476157303614,-59.80364289458901,70.19467181755614,-11.657837402602292,3.9396803143581405,-1.2295459717603265,-137.78688262568411,187.12427854346652,-120.26389663606726,68.18325823542159,12.41587629719629,3.7166134968863807,0.3542238951285289
40.30664959111657,-24.25987286345729,-58.60141066197246,69.78602294582497,-11.807885894618634,3.855817000174257,-1.2536971962784726,-138.26415154213154,186.5467344682873,-121.42937615379326,67.7715417257372,12.597069851494268,3.6021632613565933,0.32147359014422405
39.65383565395715,-24.709988049029064,-57.38830956548544,69.77470023824294,-12.01405744008133,3.7844953356459525,-1.2972232013117861,-138.8281932469456,185.94249443115615,-122.56603590265908,67.63055606034425,12.79822468551161,3.5237985229781508,0.3156960532492785
38.76620261598121,-25.46663591163413,-55.85845918739614,68.91604145109167,-12.157347982870021,3.6400242988582336,-1.3886241202843692,-139.6215743844793,185.094653566097,-124.06039146734224,67.15361837865542,12.96707867957414,3.343142549174573,0.39221576966993593
37.95983837423882,-25.620894476919986,-54.26930203848602,68.61146872137314,-12.33002854967043,3.540229502322912,-1.4994562506817064,-140.38230261380215,184.8547484088072,-125.55827784727461,67.17765633654847,13.144189705689122,3.2922759779770923,0.49501648464928527
37.04438310992462,-25.7914302473244,-52.46323980167512,68.26786203190868,-12.494373506915043,3.4421900162959513,-1.5745575416637965,-141.3511895538161,184.55624864341493,-127.49345793008135,66.73151315696926,13.267625070798076,3.2021307110574293,0.5556539392124777
36.034484789982535,-25.98456250006504,-50.53588344151209,67.87543692678223,-12.627577079281284,3.370240234362061,-1.6785291310568553,-142.37019593608125,184.3380913360371,-129.6250982643695,66.210432297091,13.34024240316046,3.1120208293155445,0.6565673806231022
35.39827935745032,-25.82256361453628,-49.17972478856013,67.45424415841451,-12.625062271704568,3.3013634740148383,-1.8243937327201336,-143.13456388785048,184.4927397918776,-131.12626493229453,65.78397252445262,13.346688895976772,3.0718360903020874,0.8195880923182475
34.53191285940098,-25.76841703840155,-47.29440313484831,67.04699400516537,-12.772911913947459,3.2442605142844476,-1.8913860175507573,-144.11032533442966,184.64190322969912,-133.25138248875388,65.26543297885105,13.500755342277648,3.0121993402008527,0.9047642021712917
33.894352590250904,-25.53182353848065,-45.76183371683248,66.26955729136293,-12.848268866790592,3.154461751197794,-1.978138968019812,-144.71719679649203,184.88689970004714,-134.94217090225334,64.40023606217342,13.535789261773097,2.9223636341434216,1.0162564595343426
33.45864180784413,-25.0653707579568,-44.52726145877468,66.51661486425206,-13.063811707133656,3.185539738695096,-2.0638285211887704,-145.17229236716145,185.4238111923475,-136.1842391892183,64.52155784105597,13.711580864967914,2.9495658402148575,1.125803563806967
33.04435002709461,-24.577385955627335,-43.29727354490828,66.34585742762386,-13.20909294260643,3.1904928590727595,-2.172539917353653,-145.5976595024936,185.9879320149193,-137.47870901633357,64.299659043688,13.83707877668199,2.928913684273565,1.2701993928744089
32.516028417229556,-23.98433584268676,-41.67446026860403,65.81114519845437,-13.30681762995692,3.108469596511338,-2.225582257065048,-146.1351941222491,186.56841923312447,-139.13798559406098,63.55241266712913,13.909868555622522,2.842279051890106,1.3599548796153325
32.355109243382536,-23.061519125634348,-40.81543169952323,66.18024613327407,-13.468893562510281,3.1836464752910567,-2.329524129291351,-146.34966524709424,187.5064994815299,-140.16972811197985,63.63848353764556,14.025639041508656,2.8775375290890297,1.4669367890765304
