0,17.8752156817341,66.43077844649,47.1784803666655,118.515686219804,0,0,0,0,-26.4649162082368,-73.159169693522,-120.610570334258,-118.138682802574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7979,0,-3.98936E+027
0,10.1816601379805,68.882260704971,36.0014923377309,110.672255702634,0,0,0,0,-17.2857115688944,-74.4309327051645,-132.863975601079,-110.114566608466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7979,0,-3.98936E+027
0,8.98485354895864,67.9856021616709,34.0783701697309,110.781121244464,0,0,0,0,-16.6912791358992,-73.4981429261361,-134.126332995472,-108.562293248891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.00588,13.51255,15.25424,10.83628,0.84746,13.19266,13.27905,15.25424,4.81693,0.98596,0,0,0,0,0,0,1,0,1,0,7979,0,-3.98936E+027
0,3.5989060308509,62.0331097862841,27.6516610793587,116.347752624813,0,0,0,0,-6.48840595163115,-67.5039166295918,-147.020390614732,-111.253318330184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.01176,27.02509,30.50847,21.67256,1.69492,26.38533,26.55811,30.50847,9.63386,1.97191,0,0,0,0,0,0,1,0,1,0,7979,0,-3.98936E+027
0,3.29554045595849,56.9143104026178,25.6953871964795,123.934715030681,0,0,0,0,-4.45655078105773,-62.7486531534283,-152.768704018939,-116.003493683926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.01764,40.53764,45.76271,32.50885,2.54237,39.57799,39.83716,45.76271,14.4508,2.95787,0,0,0,0,0,0,1,0,1,0,7979,0,-3.98936E+027
0,1.25846451504846,52.5130920918735,25.4077546443847,130.628500500732,0,0,0,0,-1.13252220649793,-58.7460667859676,-156.139926907674,-121.115077764774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.02352,54.05019,61.01695,43.34513,3.38983,52.77065,53.11621,61.01695,19.26773,3.94382,0,0,0,0,0,0,1,0,1,0,7979,0,-3.98936E+027
0,3.04854472206685,51.2741346797953,27.1801572188598,133.455357722019,0,0,0,0,-2.97498124967685,-58.065901172132,-155.611859878752,-122.779268192415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0294,67.56273,76.27119,54.18141,4.23729,65.96331,66.39527,76.27119,24.08466,4.92978,0,0,0,0,0,0,1,0,1,0,7979,0,-3.98936E+027
0,2.94199624259213,51.9846696864556,26.06773558713,131.823946357073,0,0,0,0,-1.79625417751807,-59.1521587566319,-158.971610508698,-120.380019286824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.03528,81.07528,91.52542,65.01769,5.08475,79.15598,79.67432,91.52542,28.90159,5.91574,0,0,0,0,0,0,1,0,1,0,7979,0,-3.98936E+027
0,3.45242831087446,53.6722488159913,25.1071096889399,128.644256655974,0,0,0,0,1.32300443550404,-60.4875355591856,-161.633569551221,-117.297825309564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.04116,94.58783,106.77966,75.85398,5.9322,92.34864,92.95337,106.77966,33.71852,6.90169,0,0,0,0,0,0,1,0,1,0,7979,0,-3.98936E+027
0,3.65486872562077,55.0523426707605,23.9631546642915,125.37244207985,0,0,0,0,1.97500945133848,-61.1104636543458,-163.46343987087,-115.328710600504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.04704,108.10037,122.0339,86.69026,6.77966,105.5413,106.23242,122.0339,38.53545,7.88765,0,0,0,0,0,0,1,0,1,0,7979,0,-3.98936E+027
0,4.84551859930021,56.3654167875952,25.2637301691589,122.25401747526,0,0,0,0,1.4776978388195,-61.5917924391526,-162.841601809128,-113.856256729675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.05292,121.61292,137.28814,97.52654,7.62712,118.73396,119.51148,137.28814,43.35239,8.8736,0,0,0,0,0,0,1,0,1,0,7979,0,-3.98936E+027
0,6.78486452110939,58.2379358602523,27.3613188131264,118.134259376571,0,0,0,0,-0.180350328771447,-62.6000849953412,-160.631371186385,-111.5284999198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0588,135.12547,152.54237,108.36282,8.47458,131.92663,132.79053,152.54237,48.16932,9.85956,0,0,0,0,0,0,1,0,1,0,7979,0,-3.98936E+027
0,7.62327736022326,58.8840722437362,28.6220577411278,116.509208404371,0,0,0,0,-1.37110985936095,-62.5552050760895,-158.478554668627,-111.162481620228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.06468,148.63801,167.79661,119.19911,9.32203,145.11929,146.06958,167.79661,52.98625,10.84552,0,0,0,0,0,0,1,0,1,0,7979,0,-3.98936E+027
0,11.4638906262501,59.3791005702416,31.0602287980299,115.412057523922,0,0,0,0,-2.65091640175508,-62.1755463700419,-156.082070645607,-111.570614994489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.07056,162.15056,183.05085,130.03539,10.16949,158.31195,159.34864,183.05085,57.80318,11.83147,0,0,0,0,0,0,1,0,1,0,7979,0,-3.98936E+027
0,12.1450884930284,59.6809364730063,31.8536009691482,114.468713931207,0,0,0,0,-3.9443910304519,-61.9987781116545,-153.895364239617,-111.393603093022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.07644,175.66311,198.30508,140.87167,11.01695,171.50461,172.62769,198.30508,62.62011,12.81743,0,0,0,0,0,0,1,0,1,0,7979,0,-3.98936E+027
0,9.37481212755611,60.6781352126485,29.6637866507677,112.795954512772,0,0,0,0,-4.6280249477686,-62.4412816332198,-153.392192012105,-110.557698957261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.08232,189.17565,213.55932,151.70795,11.86441,184.69728,185.90674,213.55932,67.43705,13.80338,0,0,0,0,0,0,1,0,1,0,7979,0,-3.98936E+027
0,9.72688785590634,62.1167942901361,28.5749775784262,110.306967577871,0,0,0,0,-5.2237151692575,-63.3304200279289,-153.442538638142,-109.050432410137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.08819,202.6882,228.81356,162.54424,12.71186,197.88994,199.1858,228.81356,72.25398,14.78934,0,0,0,0,0,0,1,0,1,0,7979,0,-3.98936E+027
0,9.56478647415033,62.9353844002793,27.4181470966407,108.894766424121,0,0,0,0,-5.58312777340598,-63.9864889140511,-153.518016702171,-107.809337533678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.09407,216.20075,244.0678,173.38052,13.55932,211.0826,212.46485,244.0678,77.07091,15.77529,0,0,0,0,0,0,1,0,1,0,7979,0,-3.98936E+027
0,4.77817246662212,65.183019486822,21.9505757677714,104.985215898147,0,0,0,0,-3.65521506792714,-66.07385708844,-158.087191169407,-104.730334753581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.09995,229.71329,259.32203,184.2168,14.40678,224.27526,225.7439,259.32203,81.88784,16.76125,0,0,0,0,0,0,1,0,1,0,7979,0,-3.98936E+027
0,2.15818583398014,67.5511249363589,16.6060258891976,100.611334894576,0,0,0,0,2.88584908480987,-67.1392319043715,-165.114433622671,-102.195945341643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.10583,243.22584,274.57627,195.05308,15.25424,237.46793,239.02295,274.57627,86.70477,17.74721,0,0,0,0,0,0,1,0,1,0,7979,0,-3.98936E+027
