theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15,theta16,theta17,theta18,theta19,theta20,theta21,frame
5.363455137737172,-14.751216173953242,9.03492530362282,86.41517849725258,66.1451560083308,-1.3789912086717715,0.3912064320416106,-2.219727748470121,-5.545150976264205,16.195230608872926,-9.26515449667152,-82.6283603216417,-67.50126376655379,1.0979943593323738,-0.3276347965240824,-2.581590629098732,0.7463489961767228,10.911020403173417,-0.00806747140757893,0,0,0
4.493665124768722,-16.427740051975004,9.253081950181016,85.5403885960176,64.69019052164177,-6.2669260645836165,0.3508718455281599,-0.4797661576785812,-4.813451166614134,17.570107684814737,-9.308108020253705,-81.8199659551568,-66.1144831187379,6.095856834033851,-0.33929042083025407,-0.8095232503820505,0.830894431401035,15.075476738565994,-0.2660127575008637,0,0,1
4.700449101890857,-16.699414967171084,8.946306050467669,85.57797991080707,63.92958591613096,-7.193931190976945,0.3228434437088662,-0.32354037499665267,-5.051035454911619,17.787923534893647,-9.00499645738478,-81.90341915279645,-65.29824583014094,6.909548220656372,-0.3478911815896962,-0.6749160834720955,0.9205608266286042,16.593021541426786,-0.26038501055582897,0,0,2
4.895361356461865,-16.337568246654843,9.091125289208634,85.87728212505309,64.1288331314333,-7.857846370591519,0.47137505982442757,-0.35196736652420013,-5.249620643708801,17.501995791053204,-9.235912975839028,-82.25340825772231,-65.44735662766888,7.581171894421523,-0.4710984817834508,-0.7054148073365918,0.9412032744748395,17.27782875945447,-0.2652930394290493,0,0,3
4.973373642727635,-16.20343007932395,9.118401355090919,85.98218906957452,64.25071626004991,-8.23366287923673,0.5636281486835503,-0.39313655805031156,-5.346751910121906,17.435533220647027,-9.373134563486738,-82.43791351184392,-65.452381490359,7.997254884415666,-0.5306951428879764,-0.7362708816889499,0.8967162474738587,17.446174034711653,-0.277443106189814,0,0,4
5.0016459301364335,-16.248405841409188,9.162303662841934,86.0322627458936,64.08986533869054,-8.561203612315087,0.5694537751819264,-0.47212133024054637,-5.376496957070488,17.444073336594336,-9.525526205309234,-82.5509289912518,-65.27752156122128,8.314891995539769,-0.5429620193073783,-0.8234818116144222,0.9136445052621504,17.399273612098167,-0.2936528240562435,0,0,5
5.029025170311253,-15.961576359480917,10.875237841818661,82.8310389758151,64.16416290920145,-8.709642927820402,0.6338638101654112,-0.5587326287683807,-5.419097700697504,17.36498153430679,-9.587486158518614,-82.63174260742312,-65.27831333588686,8.50818833302605,-0.5881633470335297,-0.9004518218725256,0.9182521626337458,17.424576342485015,-0.2834852480357427,0,0,6
5.005791854962632,-16.014126483836023,10.907228620503028,82.82179903164095,64.12165364078798,-8.839077711629354,0.679655584020479,-0.6823445824920767,-5.423265823638505,17.378315005623907,-9.618207875095544,-82.65308306285077,-65.25636825747905,8.66454607335308,-0.6306219853971604,-0.9935750201277038,0.9322412034678168,17.483633298282427,-0.28168922498978516,0,0,7
5.0051207888766776,-16.02973967282614,10.920326543146906,82.82608442947107,64.06318426743753,-8.933889630775694,0.6987901023656247,-0.7892416851731319,-5.430245850083434,17.32651737757256,-9.629116972172032,-82.66713426309892,-65.29513777478002,8.743288408296344,-0.6807757977106773,-1.0908841687449524,0.9420010960442604,17.61659282803714,-0.28793143480515826,0,0,8
4.952069855819542,-16.1291049437326,10.947734169916307,82.7769158777576,63.91006595603606,-9.073142008650306,0.6984894965591885,-0.9170224433543727,-5.427891142367073,17.335755292504224,-9.547274656819132,-82.61964497334611,-65.3070879830243,8.864990297118597,-0.7444232133584021,-1.2174677335015487,1.0062523460675947,17.60216547270659,-0.29601577213481084,0,0,9
5.025578059214512,-16.04441533729765,10.84991625811389,82.8027092737654,63.871005024615876,-9.133841019391545,0.7199264748381565,-0.9980434649506768,-5.490902625668202,17.187725906810545,-9.456480155513434,-82.64118567407722,-65.43856256368214,8.915183571587152,-0.8218056063026885,-1.315657468721486,1.0215538087524128,17.64218105504145,-0.31335831946399906,0,0,10
5.135251687377876,-15.940179076993779,10.769784806697205,82.88031575834471,63.877852918372085,-9.211746143591023,0.7526807092609493,-1.0502689740014508,-5.622499880406838,16.724720249900336,-11.035470849131844,-79.4712689179883,-65.6222374220297,8.964290441030068,-0.9017320187171813,-1.3588938194835398,1.1635049823776245,17.636210432323992,-0.36159596018332607,0,0,11
5.286339740686789,-15.710089981547291,10.765934478971445,83.04564748746026,63.9450530011739,-9.242314494893082,0.770713863079222,-1.043543804449877,-5.845731806824011,16.418797984483504,-10.890760411251119,-79.64258715985565,-65.86541059566807,8.971848921236882,-0.966852311860802,-1.3822069695986934,1.3165596772474868,17.741197276544245,-0.4155079223071376,0,0,12
5.466915855076763,-15.430137044716327,10.743456536261267,83.23223311351634,64.01275444079303,-9.291378765019585,0.7861568602834331,-1.039097335037253,-6.119096467975431,16.035193475597126,-10.75865056608094,-79.87218909581902,-66.04522705544576,9.044204126713408,-1.0134842353034133,-1.3890266182877105,1.60144542888795,17.70039270002931,-0.472243356007273,0,0,13
5.640203730735511,-15.157860721278466,10.684556826410802,83.3898567074288,64.07363736339518,-9.372063591577534,0.8187157447085666,-1.0455006986595519,-6.3421012906027014,15.749508994255129,-10.587438500568037,-80.02307970293303,-66.1740388446322,9.12586835225949,-1.0629120266372454,-1.3790481124793852,1.7485158347240253,17.518091252478257,-0.514593754553009,0,0,14
6.089544373870901,-14.552054121591372,10.57344385475529,83.81726567712873,64.13516884450348,-9.416485327443041,0.7933432734192091,-0.8975989495327705,-6.802140998186093,14.753422449743105,-12.158301244794911,-77.18875007918788,-66.44803793023732,9.162362284375217,-1.1174944172140142,-1.24220485451538,1.9996735465590085,17.486094272342736,-0.6265457093027291,0,0,15
6.587478824743171,-13.688817499119413,12.108916472999635,81.0109941823917,64.1350777319477,-9.551894200055436,0.7901296087391619,-0.7829804668327028,-7.329931059694135,14.193415729446956,-11.942732687334436,-77.64173331998526,-66.47298602100841,9.326844816748096,-1.107043914703743,-1.1440228518444109,2.152114136883048,17.396764257445064,-0.7034245581017616,0,0,16
7.115020865006977,-13.06210432993649,11.930366173006213,81.47165717012531,63.96354260956229,-9.722013809606894,0.7040974713668918,-0.6470551648610197,-7.873398966668295,13.55271136358898,-11.725725121897408,-78.10004144738835,-66.33420086773437,9.520147434585535,-1.0475536619083434,-1.0291259467699285,2.4190258966839324,17.023551715510575,-0.77889440104223,0,0,17
7.764624789041257,-12.343962637342587,11.73003342501224,82.0467294135644,63.7963984487984,-9.871968064727891,0.6126974211787355,-0.46704862445421114,-8.496254162365512,12.78588373559662,-11.491399398591167,-78.62758816936572,-66.308477640751,9.647080921457222,-0.9977822935717969,-0.8804371026716338,2.6136196245786953,16.648456164406138,-0.8831334837460706,0,0,18
8.620265638257203,-11.336479561574096,11.531203131042478,82.82335208704912,63.518804818034134,-10.011053041279444,0.47212254884480065,-0.15599399673366715,-9.308895555661643,11.853214719635957,-11.16727355673661,-79.29271324082927,-65.98350020911715,9.798761563309975,-0.8443636351190345,-0.5286236089373149,2.840680209999165,16.41572128297213,-1.0137635047630758,0,0,19
9.487481096795381,-10.367523069854776,11.37356448876915,83.61719740340256,63.06952848599653,-10.212877775497933,0.23108754371401255,0.1694017403161443,-10.115840571189983,10.773651522581806,-10.74277045159143,-79.8758290642966,-65.66970450229488,9.890305396998842,-0.6472743028026423,-0.29582843152563454,2.89807325150347,15.983772568079141,-1.1143000121607962,0,0,20
