0,180
11.3022935152764,179.644811117089
22.5599820415748,178.580646236606
33.7286366254304,176.811705131164
44.7641796896739,174.344969003154
55.6230589874905,171.190172933128
66.262419483242,167.359767459885
76.6402724817131,162.868869443884
86.7156613383088,157.735202407895
96.4488230962194,151.979026590363
105.801345412645,145.623058987491
114.736318154764,138.692383699642
123.218479067164,131.214352935854
131.214352935854,123.218479067164
138.692383699642,114.736318154764
145.623058987491,105.801345412645
151.979026590363,96.4488230962194
157.735202407895,86.7156613383087
162.868869443884,76.6402724817131
167.359767459885,66.2624194832421
171.190172933128,55.6230589874905
174.344969003154,44.7641796896739
176.811705131164,33.7286366254305
178.580646236606,22.5599820415748
179.644811117089,11.3022935152764
180,1.10218211923262E-14
179.644811117089,-11.3022935152764
178.580646236606,-22.5599820415747
176.811705131164,-33.7286366254304
174.344969003154,-44.7641796896739
171.190172933128,-55.6230589874905
167.359767459885,-66.262419483242
162.868869443884,-76.6402724817131
157.735202407895,-86.7156613383088
151.979026590363,-96.4488230962195
145.623058987491,-105.801345412645
138.692383699642,-114.736318154764
131.214352935854,-123.218479067164
123.218479067164,-131.214352935854
114.736318154764,-138.692383699642
105.801345412645,-145.623058987491
96.4488230962195,-151.979026590363
86.7156613383087,-157.735202407895
76.6402724817131,-162.868869443883
66.2624194832421,-167.359767459885
55.6230589874906,-171.190172933128
44.764179689674,-174.344969003154
33.7286366254304,-176.811705131164
22.5599820415748,-178.580646236606
11.3022935152764,-179.644811117089
2.20436423846524E-14,-180
-11.3022935152764,-179.644811117089
-22.5599820415748,-178.580646236606
-33.7286366254305,-176.811705131164
-44.7641796896738,-174.344969003154
-55.6230589874905,-171.190172933128
-66.262419483242,-167.359767459885
-76.640272481713,-162.868869443884
-86.7156613383088,-157.735202407895
-96.4488230962194,-151.979026590363
-105.801345412645,-145.623058987491
-114.736318154764,-138.692383699642
-123.218479067164,-131.214352935854
-131.214352935854,-123.218479067164
-138.692383699642,-114.736318154764
-145.623058987491,-105.801345412645
-151.979026590363,-96.4488230962193
-157.735202407895,-86.7156613383088
-162.868869443884,-76.640272481713
-167.359767459885,-66.262419483242
-171.190172933128,-55.6230589874906
-174.344969003154,-44.7641796896738
-176.811705131164,-33.7286366254304
-178.580646236606,-22.5599820415748
-179.644811117089,-11.3022935152764
-180,-3.30654635769785E-14
-179.644811117089,11.3022935152763
-178.580646236606,22.5599820415748
-176.811705131164,33.7286366254304
-174.344969003154,44.7641796896739
-171.190172933128,55.6230589874905
-167.359767459885,66.2624194832419
-162.868869443884,76.6402724817129
-157.735202407895,86.7156613383088
-151.979026590363,96.4488230962194
-145.623058987491,105.801345412645
-138.692383699642,114.736318154764
-131.214352935854,123.218479067164
-123.218479067164,131.214352935854
-114.736318154764,138.692383699642
-105.801345412645,145.623058987491
-96.4488230962195,151.979026590363
-86.7156613383089,157.735202407895
-76.6402724817131,162.868869443883
-66.262419483242,167.359767459885
-55.6230589874906,171.190172933128
-44.764179689674,174.344969003154
-33.7286366254304,176.811705131164
-22.5599820415748,178.580646236606
-11.3022935152764,179.644811117089
-4.40872847693047E-14,180
11.3022935152763,179.644811117089
22.5599820415748,178.580646236606
33.7286366254304,176.811705131164
44.7641796896739,174.344969003154
55.6230589874905,171.190172933128
66.2624194832421,167.359767459885
76.6402724817131,162.868869443884
86.7156613383087,157.735202407896
96.4488230962193,151.979026590363
105.801345412645,145.623058987491
114.736318154764,138.692383699642
123.218479067164,131.214352935854
131.214352935854,123.218479067164
138.692383699642,114.736318154764
145.623058987491,105.801345412645
151.979026590363,96.4488230962194
157.735202407895,86.7156613383088
162.868869443883,76.6402724817132
167.359767459885,66.2624194832422
171.190172933128,55.6230589874907
174.344969003154,44.7641796896738
176.811705131164,33.7286366254305
178.580646236606,22.5599820415748
179.644811117089,11.3022935152766
180,2.14981221507653E-13
179.644811117089,-11.3022935152764
178.580646236606,-22.5599820415747
176.811705131164,-33.7286366254305
174.344969003154,-44.7641796896739
171.190172933128,-55.6230589874905
167.359767459885,-66.2624194832419
162.868869443883,-76.6402724817132
157.735202407895,-86.7156613383088
