theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,
17.0945264198995,86.4410133022363,-25.9169498166566,51.9914434628027,-18.1771938414008,84.2937996313139,30.2579175020348,-51.9914434628027,0,0,0,0,0,
22.155203117219,88.0804667816444,-23.974624262523,51.9914434628027,-22.8581991963774,85.885198032517,28.2766818606346,-51.9914434628027,0,0,0,0,0,
23.9371268172676,89.875138554262,-22.1060372450758,51.9914434628026,-24.5172252944777,87.7345928756532,26.4080673061198,-51.9914434628026,0,0,0,0,0,
25.2800542546777,90.6705261894208,-22.4198046694284,51.9914434628027,-25.933523046776,88.5805628997542,26.7287046591333,-51.9914434628026,0,0,0,0,0,
25.9571833999178,91.3474718810245,-22.6869301636969,51.9914434628026,-26.6688362260119,89.2461943528918,26.980806365538,-51.9914434628027,0,0,0,0,0,
26.4529477561321,91.5443178620759,-22.7646328497491,51.9914434628027,-27.1215626176881,89.3511884312306,27.0205624829234,-51.9914434628026,0,0,0,0,0,
27.6706745351902,90.4026599243844,-24.8733642757694,51.9914434628026,-28.3075428897181,88.132191589558,29.1096928443218,-51.9914434628027,0,0,0,0,0,
28.1731217113925,90.0180412125476,-24.7245555317737,51.9914434628026,-28.9018310205258,87.7260824991528,28.9593874755368,-51.9914434628026,0,0,0,0,0,
28.4042240554509,89.7719977040753,-24.6293627116776,51.9914434628027,-29.648136030361,86.5960813076741,31.0923110010644,-51.9914434628027,0,0,0,0,0,
28.4856985032728,89.5086442433349,-24.5274687976943,51.9914434628027,-29.6827444322723,86.3659255664068,31.0091364239685,-51.9914434628026,0,0,0,0,0,
29.160158629546,88.2738162256316,-26.6124792616056,51.9914434628026,-29.7662156326449,85.9784791142184,30.8690159034801,-51.9914434628027,0,0,0,0,0,
28.3989677536635,88.1076484347861,-26.5495024518335,51.9914434628027,-29.1067340958665,85.9251898692693,30.8497329827986,-51.9914434628027,0,0,0,0,0,
26.5633856065839,87.7940443556472,-26.4306118191017,51.9914434628027,-27.1615210961131,85.4498795382902,30.6776154523522,-51.9914434628026,0,0,0,0,0,
23.5589258490307,87.3671930601693,-26.2687001188588,51.9914434628027,-24.3634165804304,85.0929715027371,30.5482154529519,-51.9914434628027,0,0,0,0,0,
15.3376892821557,88.0005062760751,-26.5088892903757,51.9914434628026,-15.8694091831385,86.0908643251116,28.3530943412584,-51.9914434628025,0,0,0,0,0,
11.2040222494982,88.9161855396978,-21.7277068596827,51.9914434628026,-12.5364197274896,86.0963944372154,25.7858852332389,-51.9914434628027,0,0,0,0,0,
-9.3259506429283,89.282189833744,-16.7016317247612,51.9914434628027,7.72670425577336,85.4119777831709,22.9384157342351,-51.9914434628027,0,0,0,0,0,
-28.0002865043519,85.5543220066948,-20.3978135739424,51.9914434628027,26.8365098608657,82.5334170857562,24.4221537168681,-51.9914434628026,0,0,0,0,0,
-38.2852644411689,84.9238359479999,-20.1472443162283,51.9914434628026,36.8819557626694,82.2185107306028,24.3006406929896,-51.9914434628026,0,0,0,0,0,
-54.0133960231685,83.7079323451653,-14.4199396871494,51.9914434628026,52.805120484278,81.1093998683768,18.6175724598358,-51.9914434628027,0,0,0,0,0,
-75.0498920932207,81.1147513198735,-5.41056077705113,51.9914434628026,73.4525598130444,78.5720941434369,9.61394118351181,-51.9914434628026,0,0,0,0,0,
-96.6838559209106,83.8381896554788,11.781133750698,51.9914434628026,95.5027565170749,80.6756273958379,-5.32206682007989,-51.9914434628026,0,0,0,0,0,
-109.273455605333,87.7465094660321,28.4185085520295,51.9914434628026,109.586518723851,84.2788349822953,-20.6322062328406,-51.9914434628027,0,0,0,0,0,
-115.288132270573,86.8948302914963,43.9683414822298,51.9914434628027,116.317204096587,85.1677751397182,-38.2956286396393,-51.9914434628027,0,0,0,0,0,
-119.835984656653,78.675738167824,50.1826085354106,51.9914434628027,121.443762175646,78.8401241440719,-46.765736430659,-51.9914434628026,0,0,0,0,0,
-126.419023743095,76.3366920178535,58.7193416427694,51.9914434628026,127.848102105505,77.254029694211,-54.7143487483801,-51.9914434628026,0,0,0,0,0,
-134.495031649452,76.6201996954965,61.985156745558,51.9914434628026,134.970809958069,78.03676807708,-59.6583978621627,-51.9914434628026,0,0,0,0,0,
-139.524258799314,74.1030712630477,72.3172373957891,51.9914434628027,139.781128407263,76.0566597488293,-69.2608103732127,-51.9914434628027,0,0,0,0,0,
-142.335307726227,73.4640152936639,78.9033277507078,51.9914434628027,143.129602479944,76.5114685926122,-74.4400062093272,-51.9914434628026,0,0,0,0,0,
-143.535933169956,73.7703797803379,77.4731547158867,51.9914434628026,143.321654339639,77.2070566064195,-75.0431131906061,-51.9914434628026,0,0,0,0,0,
-143.796525651791,76.2113694947011,73.5352393626867,51.9914434628027,143.948268527098,80.0042238425348,-69.7443115143098,-51.9914434628026,0,0,0,0,0,
-142.418744751384,80.1171160059212,65.4551087098607,51.9914434628027,141.992210742877,83.3529439774585,-62.6203187062089,-51.9914434628026,0,0,0,0,0,
-137.923644554599,81.7514520029634,58.5398332890408,51.9914434628026,138.461266387312,85.6671272810331,-55.3194084109602,-51.9914434628026,0,0,0,0,0,
-131.158434892343,82.317307332572,48.6387214264996,51.9914434628026,131.339509309599,85.0786265173808,-46.1602683164894,-51.9914434628026,0,0,0,0,0,
-121.652735889017,82.4897547628311,37.6787153533141,51.9914434628027,122.036656662257,85.3534736378983,-37.5513424258505,-51.9914434628026,0,0,0,0,0,
-115.627581231258,85.9356375224738,30.8675806231202,51.9914434628026,115.909609796072,86.9867727489069,-29.089411529391,-51.9914434628027,0,0,0,0,0,
-108.633567181436,88.4594837412104,22.8611408827461,51.9914434628027,108.300531780746,87.9941907242776,-19.1051280750718,-51.9914434628027,0,0,0,0,0,
-101.037264896171,88.2778128329574,9.90375814796113,51.9914434628026,100.256127840431,88.134902281723,-7.35038775913022,-51.9914434628027,0,0,0,0,0,
-80.968604845499,82.8066427414087,-11.4128977751133,51.9914434628027,78.799885740361,81.4332376723303,13.476189067177,-51.9914434628026,0,0,0,0,0,
-49.5717035558215,84.6660564804044,-25.2405529747459,51.9914434628027,46.0419029659066,83.2296515213582,27.2854912232216,-51.9914434628027,0,0,0,0,0,
-26.0473294491335,82.7601808922855,-34.8416621143107,51.9914434628026,23.859090052747,81.3520030220841,38.1908648875324,-51.9914434628026,0,0,0,0,0,
-14.8720142719966,86.3193498487351,-27.0748929012686,51.9914434628026,13.6324070244308,84.6319694010028,30.2821931564667,-51.9914434628026,0,0,0,0,0,
5.26052181325699,85.8121955520273,-28.2495487592751,51.9914434628026,-6.56938849825864,83.9043014180452,32.6819103528945,-51.9914434628026,0,0,0,0,0,
10.918568576911,87.2642675492788,-23.6582764945114,51.9914434628026,-12.7623265902924,84.4905600907275,30.3294657739875,-51.9914434628027,0,0,0,0,0,
18.8665516798713,84.5295601167535,-25.1883811931739,51.9914434628027,-20.206034389464,82.3928840896779,29.5637113318707,-51.9914434628027,0,0,0,0,0,
24.5381076407504,85.0841415072054,-22.810635470859,51.9914434628026,-26.294755305417,81.8136811415209,29.3509585906199,-51.9914434628028,0,0,0,0,0,
27.7225916572298,85.4522719669393,-20.357289691726,51.9914434628027,-28.9597835486895,82.1235461028384,26.8694461356926,-51.9914434628026,0,0,0,0,0,
30.0905378343326,83.7813821737173,-19.6918136191821,51.9914434628027,-31.0247812204138,80.3101712271432,26.182048373191,-51.9914434628027,0,0,0,0,0,
31.1380700088803,80.8519159778616,-18.5132395203466,51.9914434628026,-32.0847989256087,77.2819221185969,25.0154590635763,-51.9914434628026,0,0,0,0,0,
32.2552145358557,75.3891989518323,-18.9291243548051,51.9914434628026,-33.5870398344626,71.1170981720235,27.9531391285899,-51.9914434628027,0,0,0,0,0,
34.0719194888243,65.1379993302076,-22.7180543846456,51.9914434628026,-35.3423537772216,61.4619437723928,29.5240287273461,-51.9914434628027,0,0,0,0,0,
35.7753037022417,50.6704379492361,-24.1871122462902,51.9914434628027,-37.4128261435648,46.5365847981621,31.8897386715854,-51.9914434628026,0,0,0,0,0,
35.9869976436095,37.500125102345,-19.0620651157456,51.9914434628026,-36.9954938385963,33.137678648882,26.6933082536166,-51.9914434628027,0,0,0,0,0,
29.4101645342735,20.5982250774869,-10.791675691695,51.9914434628026,-29.34060146136,16.2108002088719,17.8788701267785,-51.9914434628026,0,0,0,0,0,
-14.0715377133553,6.80012422481643,33.7084899966669,51.9914434628026,63.2419069902862,5.1762286742489,-72.8469753498259,-51.9914434628026,0,0,0,0,0,
-105.394716498739,15.549779479339,105,51.9914434628026,114.834105601048,19.2626034123868,-105,-51.9914434628026,0,0,0,0,0,
-110.419308637769,32.3058912982046,105,51.9914434628026,113.564306488567,35.1488411874043,-105,-51.9914434628026,0,0,0,0,0,
-109.56068480147,48.3305154204701,92.3362739988171,51.9914434628027,112.762093370682,50.630695160685,-91.2004946360937,-51.9914434628027,0,0,0,0,0,
-110.637261394116,65.2857527995229,81.7439200435537,51.9914434628026,113.379798579332,66.1175534771496,-79.7705121369412,-51.9914434628027,0,0,0,0,0,
-107.362354921332,76.7145724064374,65.3795691423522,51.9914434628027,110.104936246798,76.7139363252943,-63.0548181128198,-51.9914434628027,0,0,0,0,0,
-107.237258498289,86.6092255801846,54.4255039111046,51.9914434628027,108.785614960746,85.8061969412009,-51.3194382080105,-51.9914434628027,0,0,0,0,0,
-103.897301512026,93.2035027920971,43.6414647964133,51.9914434628026,104.930488310166,91.3407665397474,-37.9202555918476,-51.9914434628026,0,0,0,0,0,
-96.3792286352179,94.1084661598698,23.1251069461525,51.9914434628027,97.4647091429169,91.9823890638865,-18.7845423109755,-51.9914434628027,0,0,0,0,0,
-85.8716331514804,93.2511274640132,5.18366922964079,51.9914434628026,86.0841740271053,90.8127727053278,-0.966920798310662,-51.9914434628027,0,0,0,0,0,
-65.7958599294365,90.7131081118138,-6.86266506887668,51.9914434628026,65.1988882976336,88.7486619235753,8.65318084776159,-51.9914434628026,0,0,0,0,0,
-46.1595906390375,92.6315272169512,-12.8901029062685,51.9914434628026,45.4091599764081,89.1935329726475,16.6655133431675,-51.9914434628026,0,0,0,0,0,
-36.5991285681355,93.3293808547587,-13.1819175597472,51.9914434628027,35.7591730624274,89.1712670588362,19.2478051363804,-51.9914434628026,0,0,0,0,0,
-25.6387475058151,91.8631746775497,-23.0519338970945,51.9914434628026,24.4597676554861,88.5247953498575,28.0136595151391,-51.9914434628026,0,0,0,0,0,
-16.870371814914,94.4289620440838,-19.5911830165198,51.9914434628026,15.6635593497172,90.9599068815839,24.6742387617844,-51.9914434628026,0,0,0,0,0,
-14.2022257062115,96.0209448356293,-14.4649697485243,51.9914434628027,13.2484077044179,92.5624531443691,19.632477289261,-51.9914434628026,0,0,0,0,0,
-10.7556675509452,97.2758037499131,-14.0095741940511,51.9914434628026,9.78538816630096,94.3133167250252,18.7545156692954,-51.9914434628027,0,0,0,0,0,
-10.466663302043,98.9366566272032,-10.3760224659098,51.9914434628026,9.36393141442025,95.3161613288982,16.5974494059081,-51.9914434628026,0,0,0,0,0,
-10.2005472935662,98.8957436578008,-10.3582458622879,51.9914434628027,9.14079992979676,95.3266459319679,16.6018154562866,-51.9914434628026,0,0,0,0,0,
-10.4883501580495,99.6456125449658,-8.07950793057485,51.9914434628026,9.48012046621506,96.0640051895797,14.3306652450721,-51.9914434628026,0,0,0,0,0,
-12.0316929148627,99.901602922352,-7.54934366065318,51.9914434628026,10.8012799433541,96.1937577933879,14.385441158773,-51.9914434628027,0,0,0,0,0,
-13.668077558541,99.7617403628265,-7.87457550757161,51.9914434628026,12.3738635650463,95.7873605433182,15.2687611796488,-51.9914434628026,0,0,0,0,0,
-16.8528421098193,100.036644629846,-6.15344905982847,51.9914434628027,15.8324187785146,95.7820025950764,13.4805263444493,-51.9914434628026,0,0,0,0,0,
-23.8796555578203,94.8690017315141,-13.3835148816413,51.9914434628027,22.5639984739087,91.8778195788644,18.4812533027645,-51.9914434628027,0,0,0,0,0,
-31.7726991167895,93.4202367546637,-13.2199409594413,51.9914434628026,30.2685674921715,89.980807233734,19.5726863949532,-51.9914434628026,0,0,0,0,0,
-41.9389007268342,92.8622640216267,-10.3839684108846,51.9914434628026,40.6849647922196,89.3664011402787,16.7359376013517,-51.9914434628026,0,0,0,0,0,
-56.4910104827107,90.2862234736948,-6.68202354672074,51.9914434628026,55.7005126190927,86.6758512264959,13.0244625507315,-51.9914434628027,0,0,0,0,0,
-72.6571341472376,87.8689292862819,2.22089924504625,51.9914434628026,72.7323458951598,85.1994361537176,1.89321219499725,-51.9914434628026,0,0,0,0,0,
-89.3919539915204,86.6151831974015,20.9403738586687,51.9914434628027,90.8263574957181,84.2526758919649,-16.7771333479852,-51.9914434628026,0,0,0,0,0,
-98.3852913384689,81.1473716386092,44.1231351135643,51.9914434628027,101.080401901721,79.1708290831951,-39.3534736109577,-51.9914434628027,0,0,0,0,0,
-105.134474204669,69.805473342453,62.9375984344262,51.9914434628027,107.505826623673,69.4163317983623,-60.7341575400656,-51.9914434628026,0,0,0,0,0,
-116.159016917682,60.5377037738812,79.8675375328946,51.9914434628027,117.452136066272,61.0932168702233,-79.529567597009,-51.9914434628026,0,0,0,0,0,
-119.971753284754,49.0674379496616,92.3080664367768,51.9914434628026,122.361732057264,49.7489412357616,-90.6030745614288,-51.9914434628026,0,0,0,0,0,
-128.011759081872,38.4349636303026,105,51.9914434628027,130.488963363957,39.5254003948412,-105,-51.9914434628026,0,0,0,0,0,
-136.80385536017,29.8909113885917,105,51.9914434628026,140.28202187842,31.7649994860039,-105,-51.9914434628026,0,0,0,0,0,
-154.936999462638,20.2247199310912,105,51.9914434628027,155,23.2259227528137,-105,-51.9914434628027,0,0,0,0,0,
120,13.8149203806664,-105,51.9914434628026,155,16.4618169397894,-105,-51.9914434628027,0,0,0,0,0,
101.031246617757,14.5051033418661,-92.9636606189147,51.9914434628027,-118.295766660508,13.5981362278848,105,-51.9914434628027,0,0,0,0,0,
76.4762554590166,26.7690451454228,-60.7358156442939,51.9914434628026,-86.2822982583289,23.0488947666607,79.3214310243318,-51.9914434628027,0,0,0,0,0,
67.2318977636256,40.2429396595244,-47.9123113641253,51.9914434628026,-71.6218249725482,36.0158320882129,61.0454623624594,-51.9914434628026,0,0,0,0,0,
60.4191301540634,52.4040494514839,-39.1173565814488,51.9914434628027,-61.344186993028,48.8809259510931,47.2969676864787,-51.9914434628027,0,0,0,0,0,
56.3256641005576,61.5582632035157,-34.6307112725293,51.9914434628027,-56.5722468533108,58.0093469692583,42.4155331498385,-51.9914434628027,0,0,0,0,0,
52.485403508322,67.9052216932399,-32.1416749158532,51.9914434628026,-52.6874007139222,64.5041421242774,39.1342159041521,-51.9914434628026,0,0,0,0,0,
49.6565285278859,72.2913626516019,-28.4116991795251,51.9914434628027,-50.2163949045021,68.0684493615001,37.6600260820402,-51.9914434628027,0,0,0,0,0,
45.0993760020733,76.733420433647,-27.4508825025895,51.9914434628027,-45.4338955328378,72.6216352529048,36.5659333888484,-51.9914434628026,0,0,0,0,0,
35.9879642725224,82.8158181761876,-24.5309640366985,51.9914434628026,-35.6319389347577,79.2997808414892,31.0336602277559,-51.9914434628027,0,0,0,0,0,
18.3040333336423,89.8247822914119,-22.0861732034071,51.9914434628027,-18.3614071769307,86.339379856585,28.44537363,-51.9914434628027,0,0,0,0,0,
7.84369911656377,95.1018900065692,-13.9253542903201,51.9914434628027,-8.85903077623522,90.5430107044719,22.3694978914376,-51.9914434628026,0,0,0,0,0,
-3.32426861478411,97.7176091005286,-12.4458940740597,51.9914434628027,3.06184858211284,93.8713657233025,18.5735021352079,-51.9914434628027,0,0,0,0,0,
-16.4267290072123,94.60577372271,-17.0258790904445,51.9914434628027,15.8480437870845,91.070930434242,22.2099375231395,-51.9914434628027,0,0,0,0,0,
-28.2862262901318,92.4063599402131,-15.6544142045159,51.9914434628026,27.5229303254647,88.0066782872414,22.8082274539356,-51.9914434628027,0,0,0,0,0,
-43.6979797122039,93.9074552989036,-8.21705545392488,51.9914434628027,43.5512501748822,90.1313378903392,14.4516554157848,-51.9914434628026,0,0,0,0,0,
-64.1066902091775,93.6006155778232,2.4061017832908,51.9914434628027,64.4532710208559,90.0526400560002,3.96060204953813,-51.9914434628026,0,0,0,0,0,
-86.1624899143158,92.8399733284682,15.8362279278585,51.9914434628026,87.5286314501812,89.3654581286303,-9.44622110119181,-51.9914434628026,0,0,0,0,0,
-100.375112903885,96.0582625461104,35.2477062455969,51.9914434628027,102.605590954677,93.4676289580161,-28.5169975716267,-51.9914434628027,0,0,0,0,0,
-107.721402728034,94.2470457084941,49.5166930989004,51.9914434628026,110.211287247919,92.9987785934378,-43.9100373525981,-51.9914434628027,0,0,0,0,0,
-114.358381309219,87.1910221554196,57.237659453581,51.9914434628027,116.368452055589,86.7234151671872,-54.1813000039817,-51.9914434628026,0,0,0,0,0,
-118.800693028027,79.1981430591669,63.4060253148332,51.9914434628026,120.469511189605,79.9651030487787,-62.6678532712976,-51.9914434628026,0,0,0,0,0,
-127.932254471487,78.3334149438817,70.4816882331326,51.9914434628026,129.057324269093,78.3872298191951,-69.8637983762818,-51.9914434628027,0,0,0,0,0,
-133.719473246211,75.9025950044851,77.4323994439928,51.9914434628026,134.284519924623,76.2744436193498,-76.1638226266543,-51.9914434628026,0,0,0,0,0,
-137.886688982742,75.5434424895704,87.1846696736428,51.9914434628026,138.306486285459,76.541705136774,-86.8216822727988,-51.9914434628026,0,0,0,0,0,
-139.096242000134,76.2889337048255,91.9520772841443,51.9914434628026,139.728681644584,76.8278713770658,-91.4545166791629,-51.9914434628026,0,0,0,0,0,
-140.24049704742,77.3925781571265,90.8505655738769,51.9914434628027,140.76447384987,78.3347115319842,-90.5090269268366,-51.9914434628027,0,0,0,0,0,
-138.591329494779,80.7031597768111,88.4489780247079,51.9914434628027,138.957782979447,81.763216147737,-88.4355290296533,-51.9914434628027,0,0,0,0,0,
-137.077543196415,82.5858398985144,77.8848151588867,51.9914434628026,137.431340188835,83.2268457637708,-77.8232942776921,-51.9914434628027,0,0,0,0,0,
-132.072916627771,83.3468334047995,69.2026301536929,51.9914434628027,132.796923941814,84.4714824038094,-69.0222372913747,-51.9914434628027,0,0,0,0,0,
-126.439006666141,84.743384474719,59.0684891367473,51.9914434628026,126.990417614907,84.7762825030866,-57.8821217561965,-51.9914434628027,0,0,0,0,0,
