theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,
-119.367607911537,85.9475911003378,48.8890567627168,51.9914434628026,119.593020962171,85.5538245749994,-47.7901634999842,-51.9914434628026,0,0,0,0,0,
-111.278888970699,87.7370987269307,39.524914610857,51.9914434628027,111.715269745043,86.3377081610065,-36.2046425940095,-51.9914434628027,0,0,0,0,0,
-115.02409948907,79.6104333266189,17.4430556863418,51.9914434628027,116.294286493073,82.5925980615936,-20.4633238744659,-51.9914434628027,0,0,0,0,0,
-116.288286774299,74.5610881224542,17.5104988735991,51.9914434628026,117.325293839731,81.4603998667544,-18.6086001724882,-51.9914434628026,0,0,0,0,0,
-115.1930122622,69.2506487173515,29.9364250783958,51.9914434628027,116.030029584345,80.7533266868568,-21.255868825479,-51.9914434628027,0,0,0,0,0,
-112.438857115236,61.3479356475878,44.1239401301305,51.9914434628027,117.820967696394,81.0475657743041,-24.4244618303136,-51.9914434628027,0,0,0,0,0,
-114.109789168644,58.2327464197429,59.6537010325235,51.9914434628026,118.591741834582,82.9306287967728,-31.9877944069163,-51.9914434628027,0,0,0,0,0,
-113.041672830093,51.6338873457589,71.0693583476024,51.9914434628026,118.102074044485,82.8146521567589,-34.6286714209157,-51.9914434628027,0,0,0,0,0,
-115.516214049136,44.252650113765,85.7642451856763,51.9914434628026,118.943482804021,82.3421281837142,-37.9959939731688,-51.9914434628027,0,0,0,0,0,
-114.243736646863,29.7909505404242,88.6054941526205,51.9914434628026,118.54516470193,81.2942705505659,-38.3664046929717,-51.9914434628026,0,0,0,0,0,
-115.289389268383,20.4687603243313,95.1375312981825,51.9914434628026,116.685224803801,80.6003859783558,-40.62454556523,-51.9914434628027,0,0,0,0,0,
-125.239103758832,11.8040496876381,105,51.9914434628027,117.29422190885,79.3861606236301,-41.491879232565,-51.9914434628026,0,0,0,0,0,
-141.766102587274,3.93787899052985,105,51.9914434628027,115.698958122674,76.6787154914462,-44.6352790461773,-51.9914434628027,0,0,0,0,0,
120,3.20909833607187,-105,51.9914434628027,113.599695817676,72.3347618685516,-45.1694268471345,-51.9914434628026,0,0,0,0,0,
93.3574450365518,6.8275417116002,-102.345369601458,51.9914434628027,113.672305681043,69.2513208509974,-49.0310482903936,-51.9914434628026,0,0,0,0,0,
82.1206174236048,9.6409544332663,-86.7278623055393,51.9914434628027,114.152757109186,66.0016860891119,-53.201014500803,-51.9914434628026,0,0,0,0,0,
83.2810908302149,12.5131453999194,-87.9948679891601,51.9914434628026,113.930250017713,61.7290233106452,-54.4324061553938,-51.9914434628027,0,0,0,0,0,
79.7641521276759,17.1966007073778,-82.8093321083489,51.9914434628026,113.070928017515,58.5255179629499,-54.6895832937511,-51.9914434628026,0,0,0,0,0,
77.1272096133113,21.180767932748,-78.6282078695749,51.9914434628027,112.547820496528,55.9149868467901,-54.960402653587,-51.9914434628026,0,0,0,0,0,
76.9194102108424,23.9350249073283,-78.9473808304006,51.9914434628026,111.361583665912,54.0263343101406,-54.4120364943263,-51.9914434628027,0,0,0,0,0,
77.7733097645689,24.7003522176276,-79.71770159394,51.9914434628027,111.791735383377,52.500667082594,-52.534426510288,-51.9914434628026,0,0,0,0,0,
77.8816187287609,24.3823373005767,-79.7443032209532,51.9914434628026,111.159101465331,52.0979297471395,-52.0769162358876,-51.9914434628027,0,0,0,0,0,
77.5766415957079,22.7889423073576,-79.2471043980412,51.9914434628026,111.111779380101,52.0165501963906,-52.0542057295841,-51.9914434628027,0,0,0,0,0,
76.7110021134514,20.019475420803,-78.1010281745644,51.9914434628026,111.220418582462,52.6932255274633,-51.9931961344738,-51.9914434628026,0,0,0,0,0,
77.3062174650523,17.0702174391904,-80.7386285812003,51.9914434628027,111.164302928628,53.6051039369922,-51.7311335796425,-51.9914434628026,0,0,0,0,0,
74.3386035916661,12.0202657415141,-77.3525654041795,51.9914434628026,111.880575948047,54.975547316413,-52.0057039610717,-51.9914434628026,0,0,0,0,0,
75.7511849833121,6.72936621922633,-80.4861036624742,51.9914434628026,112.303805528132,57.835776746737,-51.6057042688158,-51.9914434628026,0,0,0,0,0,
52.8490828597351,3.22320164261888,-57.6581447701707,51.9914434628027,112.714555139087,61.2681632501283,-50.9512006895867,-51.9914434628027,0,0,0,0,0,
-69.7406449694327,2.25950031125815,60.2467933345305,51.9914434628025,112.309956297025,64.9868728093909,-49.5070247608456,-51.9914434628027,0,0,0,0,0,
-90.8029973108006,7.46548377280727,79.047577108098,51.9914434628026,112.354834587411,68.3313593309784,-48.4582230416893,-51.9914434628026,0,0,0,0,0,
-93.8323390908414,12.3688958049182,77.0837729937071,51.9914434628027,112.857196903108,72.8709802341164,-49.894374077666,-51.9914434628027,0,0,0,0,0,
-97.4143031533623,22.2948304984898,79.0495095789137,51.9914434628026,113.494162062129,75.4769608247987,-46.6081270610794,-51.9914434628027,0,0,0,0,0,
-101.793116753161,32.9536609054134,77.7000338491353,51.9914434628026,113.530726647254,78.9077018888837,-45.280313894496,-51.9914434628026,0,0,0,0,0,
-106.298695096717,44.6274267295816,73.5869861591794,51.9914434628026,114.500309334877,82.3122590028364,-44.3281077411814,-51.9914434628027,0,0,0,0,0,
-100.461105328973,53.8825535714474,59.2154527002832,51.9914434628026,113.762091341785,85.7540919752049,-39.8264656263773,-51.9914434628026,0,0,0,0,0,
-99.7899941495794,65.0638571946665,49.6708299198463,51.9914434628026,111.702973336364,86.6580388835684,-30.7618936867036,-51.9914434628026,0,0,0,0,0,
-101.486145837487,74.0175792253314,41.7461940421266,51.9914434628027,110.807049838373,88.6744957230819,-27.1259652806851,-51.9914434628026,0,0,0,0,0,
-102.525636678756,81.6232892045861,35.6922500492743,51.9914434628026,109.732409963597,89.5960559808783,-21.3670992006269,-51.9914434628026,0,0,0,0,0,
-106.67340198285,87.2081859619992,33.0962441333529,51.9914434628027,110.222194424429,91.0351675711943,-18.318044991982,-51.9914434628027,0,0,0,0,0,
-110.094034907958,92.1669498726236,32.2492468635114,51.9914434628026,110.684295642128,92.1020648714537,-15.3673981987098,-51.9914434628026,0,0,0,0,0,
-110.639170481595,93.8156919491958,31.7256036395154,51.9914434628026,110.440148562144,92.0458691655423,-12.780190197951,-51.9914434628026,0,0,0,0,0,
-109.165828934695,92.0642129137755,29.4972061066802,51.9914434628026,109.375092954459,90.6533111637182,-10.6439354311544,-51.9914434628026,0,0,0,0,0,
-108.953601970314,88.9836949774751,30.5204162767425,51.9914434628026,108.991808355497,89.4346190198294,-11.0381905993421,-51.9914434628027,0,0,0,0,0,
-106.887899733236,85.5590474499956,36.2312005609232,51.9914434628027,108.140830382556,87.6942786031429,-11.5313720038237,-51.9914434628026,0,0,0,0,0,
-103.806201681947,79.0201793888136,39.3276879146652,51.9914434628027,107.701213427391,86.5629845434362,-14.3718513012643,-51.9914434628026,0,0,0,0,0,
-100.027857674681,71.7137779412635,46.3488422149611,51.9914434628026,107.419466619239,84.7891605034359,-14.8772033896086,-51.9914434628027,0,0,0,0,0,
-97.4226974619822,63.1920623934775,50.7120558650231,51.9914434628026,108.721980163858,83.2865167861138,-15.6326053723942,-51.9914434628026,0,0,0,0,0,
-96.4260167263608,56.0443041951574,58.1014962302687,51.9914434628026,110.616814660406,82.2088301624355,-16.4611873149139,-51.9914434628026,0,0,0,0,0,
-96.9966474673569,47.3953971920481,61.7309382843813,51.9914434628026,111.823552414054,81.497442824046,-19.6556573561018,-51.9914434628027,0,0,0,0,0,
-96.8484490602816,41.0177418287142,69.6146295658429,51.9914434628025,112.594280727974,80.2409534529503,-23.0121795471939,-51.9914434628027,0,0,0,0,0,
-99.1597157497023,34.9394448988415,77.4440215870419,51.9914434628027,113.392962819319,79.3642303230558,-28.9455115188047,-51.9914434628027,0,0,0,0,0,
-99.5640410447355,26.4033667630665,80.7053451323768,51.9914434628026,113.683758598721,76.8172205006754,-30.1029612627688,-51.9914434628027,0,0,0,0,0,
-99.6680348095915,19.9389002371603,84.2304998055531,51.9914434628026,113.400645002218,74.8244370937132,-33.4210673225746,-51.9914434628026,0,0,0,0,0,
-97.5178706855992,13.0326546163222,86.2393666111223,51.9914434628027,113.6979500305,73.3977171634245,-39.462058415431,-51.9914434628026,0,0,0,0,0,
-100.532382576394,6.57296803945033,91.7894608814119,51.9914434628026,113.040869332229,69.4966357655197,-40.5223502598241,-51.9914434628027,0,0,0,0,0,
-114.357613729331,1.11798094763298,105,51.9914434628027,112.690165868604,66.1525260507673,-44.0948510974806,-51.9914434628027,0,0,0,0,0,
97.6058859101682,3.16325057693336,-101.354851055568,51.9914434628027,113.138538150075,63.2239761288109,-48.0172933908146,-51.9914434628026,0,0,0,0,0,
93.1464797453243,6.94704321965836,-94.2744810403903,51.9914434628026,114.094248389979,60.5050445839058,-52.272798447307,-51.9914434628026,0,0,0,0,0,
87.4813587464284,10.7679449066048,-89.0389877168963,51.9914434628026,114.136895946376,56.7431281872082,-53.4354130474142,-51.9914434628027,0,0,0,0,0,
79.0322497003744,15.1997957614692,-79.3126455356372,51.9914434628026,112.430727931292,53.1394879676089,-52.9360118348975,-51.9914434628026,0,0,0,0,0,
77.5996816724238,19.6902129308759,-78.7612663679536,51.9914434628026,110.855762436514,50.1177255330315,-52.2474609049116,-51.9914434628027,0,0,0,0,0,
78.5177489668057,24.7351776853726,-80.2734549704347,51.9914434628026,110.570872709317,47.0248303637423,-50.0529546935745,-51.9914434628026,0,0,0,0,0,
76.4384176309981,28.6831971638349,-76.8719715651511,51.9914434628027,108.455433500214,44.8072312745841,-48.5391459061845,-51.9914434628026,0,0,0,0,0,
76.5164454340998,30.6002873647167,-77.3120066644737,51.9914434628027,105.933154515569,42.9052079908504,-46.5258736706767,-51.9914434628027,0,0,0,0,0,
77.549748833909,30.9624777137132,-78.0593434976571,51.9914434628027,105.655932779747,41.1998471731773,-44.0132496120692,-51.9914434628027,0,0,0,0,0,
77.8810659974601,30.1235375462222,-78.1205988463442,51.9914434628027,104.892054718992,40.8270757495226,-43.3591539528191,-51.9914434628026,0,0,0,0,0,
80.1171613015738,28.0861426869639,-81.927039400574,51.9914434628026,104.847370642619,40.8039528686969,-43.3209574217897,-51.9914434628027,0,0,0,0,0,
80.4994580669615,25.9516690006219,-81.8965682575121,51.9914434628027,105.311387048729,41.0831435031799,-43.7120142607732,-51.9914434628026,0,0,0,0,0,
80.6348320759503,22.5367149032099,-81.5504460673111,51.9914434628027,106.871935520686,41.7238045758487,-45.0581460958046,-51.9914434628026,0,0,0,0,0,
82.6613132347891,18.4359687512017,-85.3335453708075,51.9914434628026,108.071538673751,43.1783366011375,-45.9357174265817,-51.9914434628026,0,0,0,0,0,
84.5565890568297,13.818424533553,-89.2032222675189,51.9914434628026,109.262327983946,45.4226070925715,-46.6312969332739,-51.9914434628026,0,0,0,0,0,
87.403636123725,8.78047882416717,-94.1625827254025,51.9914434628026,110.453705001218,48.6913420246576,-47.0502636190875,-51.9914434628026,0,0,0,0,0,
81.6765461010665,4.73355513115772,-88.5550863737093,51.9914434628026,110.769151956316,53.2286427948315,-48.8879126819471,-51.9914434628026,0,0,0,0,0,
73.662899087277,1.44689707409352,-83.018351632505,51.9914434628026,111.367788341416,57.2645683747421,-48.3787727224662,-51.9914434628026,0,0,0,0,0,
-67.2633458210941,1.7516201286412,55.1985447099785,51.9914434628027,111.917604367662,61.3681810064277,-47.6691159929355,-51.9914434628027,0,0,0,0,0,
-102.343060339615,6.20136847511083,88.421516583733,51.9914434628027,112.420891573976,65.0963070031303,-46.8992716719051,-51.9914434628026,0,0,0,0,0,
-103.836052861212,10.2956628392042,85.0249109827158,51.9914434628027,113.978877691872,70.0004338492528,-46.2742541234146,-51.9914434628026,0,0,0,0,0,
-106.022711169779,18.5590823901299,85.0675222392934,51.9914434628026,113.600103089398,72.6857404565997,-42.35473652977,-51.9914434628026,0,0,0,0,0,
-104.417475131727,27.1750790728705,78.0995193188849,51.9914434628026,112.863739003935,76.471331123221,-40.5113469349925,-51.9914434628026,0,0,0,0,0,
-107.502431260989,38.1232978692274,75.5132017842035,51.9914434628025,113.232877125339,79.2150302288621,-36.940209611929,-51.9914434628026,0,0,0,0,0,
-105.154370027601,47.5500711753826,66.86974442136,51.9914434628026,113.281068187221,82.3957511703461,-32.9903176336809,-51.9914434628026,0,0,0,0,0,
-103.004316561624,56.9382446085542,55.8501594439181,51.9914434628026,111.910127171145,84.7118476575587,-28.9394580252903,-51.9914434628026,0,0,0,0,0,
-100.937174067132,66.5920142825625,45.1849761707547,51.9914434628026,110.709748570206,86.2311935808464,-22.7883990352866,-51.9914434628027,0,0,0,0,0,
-104.118208355875,74.3025398789929,38.0077352315681,51.9914434628026,110.573970532955,87.6879933251993,-19.6125629758219,-51.9914434628026,0,0,0,0,0,
-105.582281582385,80.4888079571003,32.0629944957192,51.9914434628027,109.515349670637,88.6305149596484,-16.5110436898784,-51.9914434628027,0,0,0,0,0,
-108.109784510897,85.4556398541335,28.8804167154434,51.9914434628026,109.895093596537,89.8730336336196,-16.1163399133646,-51.9914434628026,0,0,0,0,0,
-110.489287436219,89.5262459733748,28.0506665703245,51.9914434628026,111.297888664325,90.7910062766073,-15.9262107770183,-51.9914434628026,0,0,0,0,0,
-111.160941423061,91.6751666006462,27.3577870196146,51.9914434628027,110.953549156109,90.0760013802086,-13.565397475695,-51.9914434628027,0,0,0,0,0,
-112.105004734539,91.4769153600414,27.5974436838371,51.9914434628027,110.554819106071,90.015200388313,-16.1416438556832,-51.9914434628026,0,0,0,0,0,
-112.248057191425,90.2446397229598,30.7870599327784,51.9914434628027,108.939029608998,87.3827407282107,-16.855360872294,-51.9914434628027,0,0,0,0,0,
-111.661033872654,88.1041241283428,34.163905285406,51.9914434628026,106.967660140214,83.8569181307056,-22.6633721272245,-51.9914434628027,0,0,0,0,0,
-110.908581168654,85.0029075601834,37.7727975836355,51.9914434628026,103.759816507834,77.4028088265026,-33.3465799378851,-51.9914434628026,0,0,0,0,0,
-111.098129535308,80.8426559240218,39.378394339425,51.9914434628027,102.343768713868,68.8965769107319,-44.4351274289349,-51.9914434628027,0,0,0,0,0,
-110.637977751892,78.0784467306571,42.7997758153215,51.9914434628027,101.065044539405,58.9046921568504,-52.7221033456143,-51.9914434628027,0,0,0,0,0,
-111.05663563762,75.7483543517624,46.4809548704076,51.9914434628027,104.792295667852,52.0112740548689,-64.6106137509899,-51.9914434628026,0,0,0,0,0,
-110.714122674912,72.3442147427048,47.4162135242169,51.9914434628027,105.252529457373,41.0118354465172,-71.6200836115824,-51.9914434628026,0,0,0,0,0,
-111.963418359413,70.1229454830029,51.6081210449599,51.9914434628026,106.460937670633,32.9148349831946,-81.3571825825411,-51.9914434628027,0,0,0,0,0,
-112.174001443005,67.6511065839769,55.2397565216318,51.9914434628026,111.969775452756,22.6835732804609,-93.5126997502603,-51.9914434628026,0,0,0,0,0,
-112.596799776322,64.7893489723622,59.1417003938008,51.9914434628026,121.279560477738,15.430063360049,-105,-51.9914434628026,0,0,0,0,0,
-113.690157328412,61.7577856728643,60.9467727931249,51.9914434628027,136.209015860221,10.1414845359347,-105,-51.9914434628026,0,0,0,0,0,
-113.802667676715,59.4680450976037,64.4135469791257,51.9914434628026,155,8.60622065003875,-105,-51.9914434628027,0,0,0,0,0,
-115.074310144761,56.5715205304371,63.6656992055968,51.9914434628027,-120,8.5365821720674,105,-51.9914434628026,0,0,0,0,0,
-115.02962833,53.8848363822076,64.3583758208507,51.9914434628026,-115.745373599833,11.5501903385753,105,-51.9914434628026,0,0,0,0,0,
-114.490769099037,51.1549618640538,64.5394185948989,51.9914434628026,-103.105205664589,15.590530286346,105,-51.9914434628026,0,0,0,0,0,
-114.979084467699,48.4399458740013,62.9759996215402,51.9914434628026,-95.8584761000109,20.3166729149684,99.8845129481448,-51.9914434628026,0,0,0,0,0,
-113.837642311424,46.6157074246198,62.2744104875072,51.9914434628027,-89.2255145541342,24.2875610527141,92.0554315770714,-51.9914434628027,0,0,0,0,0,
-112.780941328944,44.5068474862143,59.0564254848701,51.9914434628026,-86.562226165948,27.2615224210463,90.2389913556212,-51.9914434628026,0,0,0,0,0,
-112.176833742125,42.7986378585476,56.1993922186292,51.9914434628026,-83.1266955566187,29.5251260990493,85.454164935953,-51.9914434628027,0,0,0,0,0,
-111.022928128369,42.4065097363501,55.1620575956796,51.9914434628026,-82.480650536863,30.1525614561883,85.0964293226884,-51.9914434628027,0,0,0,0,0,
-111.119436221779,42.7527887415729,55.1957468616569,51.9914434628026,-84.1897154284362,29.2311290421122,88.7580149039054,-51.9914434628027,0,0,0,0,0,
-112.420160316716,42.8880791456087,53.8418622198526,51.9914434628026,-83.7258880803651,28.313991016506,88.3627864532659,-51.9914434628026,0,0,0,0,0,
-112.679633035661,43.8758793556449,53.9014345157466,51.9914434628027,-83.9655173092173,26.1033101329181,88.3318483482212,-51.9914434628027,0,0,0,0,0,
-112.314047219077,45.9601468536014,55.7343443376441,51.9914434628026,-85.9667886272942,22.2814842019578,92.1653423892866,-51.9914434628026,0,0,0,0,0,
-112.76253047332,48.226354214249,55.6803752949838,51.9914434628026,-88.7463639391289,17.783698382124,96.8385697031171,-51.9914434628026,0,0,0,0,0,
-113.112859000653,51.4698308004954,55.2564497392399,51.9914434628026,-87.811429005117,13.5497837716055,95.9593654433911,-51.9914434628026,0,0,0,0,0,
-113.24939983338,56.1962498823736,54.1617446885116,51.9914434628027,-87.3139095970889,9.86563531427294,98.0328378300685,-51.9914434628026,0,0,0,0,0,
-112.753464683728,60.227353777631,52.6148917817365,51.9914434628027,-90.7866665297034,7.1796534194735,103.835518347792,-51.9914434628026,0,0,0,0,0,
-112.922575933439,64.0387925018035,48.9260747106956,51.9914434628026,-78.2033783821896,3.51721351839663,94.2165892601042,-51.9914434628027,0,0,0,0,0,
-112.474718431632,68.0041423392552,49.9828849117439,51.9914434628026,155,1.05073491739875,-105,-51.9914434628026,0,0,0,0,0,
-113.938808861692,72.6437958839015,49.3069997359361,51.9914434628026,99.490410317583,6.5530745715162,-76.4128275571199,-51.9914434628026,0,0,0,0,0,
-113.672264560369,76.3327736300623,47.7290271459159,51.9914434628027,101.702299733763,16.43646465586,-75.165400054879,-51.9914434628026,0,0,0,0,0,
-113.78175980548,79.4583014004646,43.8299434404832,51.9914434628026,101.496271109674,27.1298243808923,-68.5433019251901,-51.9914434628026,0,0,0,0,0,
-114.40192869793,83.0594344993508,42.5992981254093,51.9914434628026,104.013414696465,40.1946028742459,-65.2696177617091,-51.9914434628026,0,0,0,0,0,
-114.085709346422,86.3196001049865,41.0545213001598,51.9914434628027,104.430783014901,48.6435820055681,-57.0095535890557,-51.9914434628027,0,0,0,0,0,
-113.483520640691,87.7925736229125,34.8077925447605,51.9914434628027,103.488938327946,57.121442118104,-49.8298276506699,-51.9914434628026,0,0,0,0,0,
-112.258606158119,89.037195311446,28.6234380865891,51.9914434628027,106.270204890218,64.8771800396112,-42.7169624081265,-51.9914434628027,0,0,0,0,0,
-112.223977636011,90.2015294130502,22.8452972428237,51.9914434628026,108.085244395898,71.5652613358903,-36.9723365222407,-51.9914434628026,0,0,0,0,0,
-111.958479161627,91.6275124296646,19.5934739647547,51.9914434628027,107.936947349644,77.3447144921689,-30.0596181800412,-51.9914434628026,0,0,0,0,0,
-111.702444999828,92.3211450187248,16.6656688179243,51.9914434628026,108.343868163869,81.7268103209795,-23.7145583361125,-51.9914434628027,0,0,0,0,0,
-112.729606525434,93.3379703111985,16.3218096009309,51.9914434628026,111.270369601676,86.0480240919688,-22.9875376172014,-51.9914434628026,0,0,0,0,0,
-112.516587449543,93.2394302568814,16.3497851351152,51.9914434628027,111.146509043742,85.9778610568596,-20.3720186883497,-51.9914434628026,0,0,0,0,0,
-112.136997439158,92.0197345276646,16.8242107967809,51.9914434628027,107.704818661367,83.7302533312472,-20.3475572907003,-51.9914434628027,0,0,0,0,0,
-112.347282487393,90.6678617220721,20.0336851530937,51.9914434628026,108.507946356885,81.0037792220949,-26.5673099785802,-51.9914434628027,0,0,0,0,0,
-111.862292857611,88.5985908302815,23.4285381855906,51.9914434628026,104.098148587752,74.3369234144015,-36.7232682914146,-51.9914434628026,0,0,0,0,0,
-112.138636861034,85.715513338536,24.643535746731,51.9914434628026,98.83685235024,63.7527179523219,-42.9173760083564,-51.9914434628026,0,0,0,0,0,
-112.601973572916,84.2375273885021,28.0130919724716,51.9914434628027,98.1639137622226,55.7866694692166,-50.7441788799634,-51.9914434628027,0,0,0,0,0,
-112.676206514689,82.3241493656969,31.4658156747846,51.9914434628027,97.6645226258833,47.6147729579752,-58.5282996331539,-51.9914434628026,0,0,0,0,0,
-112.478432510179,80.1357836356188,34.9152637892777,51.9914434628027,97.8974469187063,39.3440515681992,-64.3287781426658,-51.9914434628026,0,0,0,0,0,
-112.555139648558,77.0168003940979,36.1517232685965,51.9914434628026,96.6010614847696,29.3029368858769,-68.4355942612144,-51.9914434628027,0,0,0,0,0,
-111.573734928731,74.2619981659467,39.3146737405667,51.9914434628027,101.043775079639,21.842231141947,-76.4513926226231,-51.9914434628026,0,0,0,0,0,
-111.732558853372,71.8032877568321,42.9042437671214,51.9914434628026,107.776880296671,13.5186824155723,-88.076599076023,-51.9914434628025,0,0,0,0,0,
-112.620214286011,69.0365441944381,47.0652056555073,51.9914434628026,123.123997561983,8.01138058090564,-105,-51.9914434628027,0,0,0,0,0,
-112.844510706947,66.3641443131869,50.7831788632481,51.9914434628026,154.825138761403,3.91672689412961,-105,-51.9914434628026,0,0,0,0,0,
-113.572991851004,63.5296179341398,54.9224123858832,51.9914434628026,-120,5.01874523729408,105,-51.9914434628026,0,0,0,0,0,
-114.241112868772,60.5347032591436,56.395746165557,51.9914434628026,-120,6.93376104404751,105,-51.9914434628026,0,0,0,0,0,
-114.748784799119,57.6155929086675,57.7027243164383,51.9914434628027,-113.604455318014,10.6066724931907,105,-51.9914434628026,0,0,0,0,0,
-114.557606919225,54.3717853063279,58.4510686020873,51.9914434628027,-106.193308298482,14.3078776140785,105,-51.9914434628027,0,0,0,0,0,
-113.408439873532,51.1427059190445,58.2328025077485,51.9914434628026,-96.2443881286877,18.3546265830885,97.7193953237183,-51.9914434628026,0,0,0,0,0,
-112.287325895227,48.4477093594266,57.8033927050554,51.9914434628027,-92.4246245338647,21.2803230924087,94.5109891895871,-51.9914434628027,0,0,0,0,0,
-112.477689235678,45.8076763568904,55.9182680149169,51.9914434628027,-90.0028345891812,24.5886412952881,92.6279179361291,-51.9914434628027,0,0,0,0,0,
-111.344721750493,44.3720870239528,55.1245729242774,51.9914434628026,-86.2094197829214,26.5213111796044,87.3280371643966,-51.9914434628026,0,0,0,0,0,
-110.782848819379,42.4805425483678,52.3635447704727,51.9914434628026,-85.1285611749248,28.5135671886586,86.7072162425492,-51.9914434628026,0,0,0,0,0,
-109.679594833247,41.680226540894,51.4527046096474,51.9914434628027,-84.5648197469917,29.742589823288,86.4254178759313,-51.9914434628027,0,0,0,0,0,
-109.252603692462,41.4970300668945,51.0778647371206,51.9914434628026,-84.2069774759047,29.6409419099519,86.18063435612,-51.9914434628026,0,0,0,0,0,
-109.883611487191,41.326584508933,49.1697016423562,51.9914434628027,-83.5898077703367,29.4910110050943,85.7581099974306,-51.9914434628027,0,0,0,0,0,
-110.345419914939,42.1650935534461,49.4632919533114,51.9914434628026,-84.7582922866576,28.0232889109036,89.0432084586684,-51.9914434628027,0,0,0,0,0,
-110.776331430802,43.0875760502486,49.7045095712164,51.9914434628026,-83.6989762823561,25.8605058808702,88.1198824615026,-51.9914434628026,0,0,0,0,0,
-111.89368043809,45.4058391164111,50.2976790918552,51.9914434628026,-83.6231461409882,22.2713411628317,90.3692359969975,-51.9914434628026,0,0,0,0,0,
-112.116298223195,49.1144109377659,52.2969362282983,51.9914434628026,-85.6967875307427,17.1284817941043,94.2921042829657,-51.9914434628027,0,0,0,0,0,
-113.807404568809,53.8197328932776,52.6427354022134,51.9914434628026,-77.7461052357028,11.8667688726014,86.9272168940767,-51.9914434628028,0,0,0,0,0,
-114.136934905162,57.9158868352082,51.7652032411003,51.9914434628027,-70.273796905125,8.74763250730671,82.2058657902438,-51.9914434628027,0,0,0,0,0,
-114.578081600924,61.6655901292755,48.2792867473223,51.9914434628026,-44.0802238232014,5.91548055211847,59.0937556289159,-51.9914434628026,0,0,0,0,0,
-114.333486153622,65.7594570162681,49.3822181920198,51.9914434628026,12.1581288826938,2.67779863264653,7.17693344172065,-51.9914434628026,0,0,0,0,0,
-115.251549400235,70.4582957621213,48.2838588443771,51.9914434628027,68.2860932751459,7.8197273219852,-46.4507793247857,-51.9914434628026,0,0,0,0,0,
-115.995543076955,73.8774331267192,47.369931191776,51.9914434628027,94.62851815748,16.3395785240504,-67.7638358432275,-51.9914434628026,0,0,0,0,0,
-115.901531800582,77.0895043099249,43.2001402605471,51.9914434628027,96.5803075860027,27.0262872023356,-62.6829654694837,-51.9914434628026,0,0,0,0,0,
-115.768907845943,80.6263975810562,41.5576061019477,51.9914434628026,101.934949664405,40.1766779078089,-60.6477893799728,-51.9914434628026,0,0,0,0,0,
-115.652091448979,83.9843127302009,39.9703858836146,51.9914434628026,105.521626539925,52.0830659401829,-57.4803568714145,-51.9914434628026,0,0,0,0,0,
-114.738233158694,85.185955276502,33.6436021882612,51.9914434628026,105.94092982037,59.8767720803885,-48.6902942537572,-51.9914434628027,0,0,0,0,0,
-113.916750210408,87.0760800161781,29.861416415452,51.9914434628026,107.049955439601,67.7496090509924,-42.5344646823001,-51.9914434628026,0,0,0,0,0,
-112.97230564399,88.0462210780147,23.8788411984064,51.9914434628026,108.160928432442,73.4939440709495,-36.4573400607653,-51.9914434628027,0,0,0,0,0,
-112.11548799146,88.3404195866796,18.3177473846384,51.9914434628026,108.482777413543,77.5467431378825,-30.2261798512706,-51.9914434628026,0,0,0,0,0,
-112.627430397986,90.105202221318,17.6672175417722,51.9914434628026,110.224134323451,81.7523946045637,-26.8892508298487,-51.9914434628026,0,0,0,0,0,
-113.933493375613,91.5727737277727,17.1834354232468,51.9914434628026,112.82972822325,85.7723216197828,-26.1219350876216,-51.9914434628027,0,0,0,0,0,
-114.02878308616,92.0212950005194,16.9922882923523,51.9914434628027,113.406705105297,87.1736266928563,-23.0140419000474,-51.9914434628027,0,0,0,0,0,
-112.004927641422,91.4664071467402,17.0369553950442,51.9914434628027,112.282845251089,87.4259360413831,-22.66799902826,-51.9914434628026,0,0,0,0,0,
-109.846551557049,90.4277484714544,12.043347501918,51.9914434628027,108.135947475466,87.1928764628965,-11.694240926119,-51.9914434628026,0,0,0,0,0,
-109.704135213471,91.6177364803268,11.1174409108473,51.9914434628026,108.36052607807,89.5272069468146,-9.37820521163773,-51.9914434628026,0,0,0,0,0,
-107.858229487637,90.6977096463188,8.88603480918087,51.9914434628026,106.980943717296,89.4833305921951,-6.77953638528746,-51.9914434628026,0,0,0,0,0,
-107.932681163341,89.5617501233358,12.1722901677587,51.9914434628027,108.082039552842,87.8648139764904,-8.93047754035929,-51.9914434628026,0,0,0,0,0,
-109.081545844662,87.2750976065916,20.7733956939318,51.9914434628027,110.659824266767,86.8098680343015,-19.9566153809537,-51.9914434628027,0,0,0,0,0,
-109.162367502584,81.4191073782549,30.5366334024962,51.9914434628026,112.017944309267,81.5385793425185,-30.2128997068878,-51.9914434628026,0,0,0,0,0,
-108.423825466058,76.3855476818274,39.6226633937379,51.9914434628027,112.509772394906,77.1494308782302,-40.0746684947263,-51.9914434628026,0,0,0,0,0,
-108.586484454967,72.0578887952379,46.2184440866419,51.9914434628027,114.218591733831,73.8479163579376,-47.6640653796566,-51.9914434628026,0,0,0,0,0,
-107.770693126739,68.1250477360154,52.0113023211579,51.9914434628026,115.53746359742,71.044252129441,-52.3288952977412,-51.9914434628026,0,0,0,0,0,
